run,Z,A,kind,level,line,delta_e_eV,w12_per_s
Pb204_grid2,82,204,grid,2,N7-O9,431440.141571,40089487647357952.000000
Pb204_grid2,82,204,grid,2,O8-P10,235042.304437,15287006854860046.000000
Pb204_grid2,82,204,grid,2,O9-P10,232265.399792,339033029674604.125000
Pb204_grid2,82,204,grid,2,O9-P11,233328.042039,15476229791857748.000000
Pb204_grid2,82,204,grid,2,P10-Q12,140892.528609,6895358203342309.000000
Pb204_grid2,82,204,grid,2,P11-Q12,139829.886362,104294425795493.953125
Pb204_grid2,82,204,grid,2,P11-Q13,140305.518647,6959599591875817.000000
Pb204_grid2,82,204,grid,2,Q12-R14,91134.716146,3469957377138842.500000
Pb204_grid2,82,204,grid,2,Q13-R14,90659.083862,38075208158489.453125
Pb204_grid2,82,204,grid,2,Q13-R15,90897.281264,3495096600057423.500000
Pb205_rminus,82,205,rminus,0,K1-L2,5796534.591202,1757052791794098688.000000
Pb205_rminus,82,205,rminus,0,K1-L3,5982166.789320,1929412171373025536.000000
Pb205_rminus,82,205,rminus,0,L2-M4,2644550.483454,507772270956410752.000000
Pb205_rminus,82,205,rminus,0,L3-M4,2458918.285337,90258909027316432.000000
Pb205_rminus,82,205,rminus,0,L3-M5,2501680.759943,562506214187865088.000000
Pb205_rminus,82,205,rminus,0,M4-N6,971857.835547,126571114650063280.000000
Pb205_rminus,82,205,rminus,0,M5-N6,929095.360941,8436097399573780.000000
Pb205_rminus,82,205,rminus,0,M5-N7,938270.674987,129852671993380432.000000
Pb205_rminus,82,205,rminus,0,N6-O8,437839.219450,39416254963263672.000000
Pb205_rminus,82,205,rminus,0,N7-O8,428663.905405,1404692830118507.500000
Pb205_rminus,82,205,rminus,0,N7-O9,431440.811161,40089505332301432.000000
Pb205_rminus,82,205,rminus,0,O8-P10,235042.682030,15287015087072600.000000
Pb205_rminus,82,205,rminus,0,O9-P10,232265.776275,339033186973697.625000
Pb205_rminus,82,205,rminus,0,O9-P11,233328.419037,15476240544861448.000000
Pb205_rminus,82,205,rminus,0,P10-Q12,140892.766010,6895363427074509.000000
Pb205_rminus,82,205,rminus,0,P11-Q12,139830.123247,104294504733293.921875
Pb205_rminus,82,205,rminus,0,P11-Q13,140305.755791,6959604984794310.000000
Pb205_rminus,82,205,rminus,0,Q12-R14,91134.878350,3469960634625371.000000
Pb205_rminus,82,205,rminus,0,Q13-R14,90659.245807,38075241574224.882812
Pb205_rminus,82,205,rminus,0,Q13-R15,90897.443352,3495100211894890.500000
Pb205_grid0,82,205,grid,0,K1-L2,5795214.612567,1756410869747214848.000000
Pb205_grid0,82,205,grid,0,K1-L3,5980780.169765,1928705323576172288.000000
Pb205_grid0,82,205,grid,0,L2-M4,2644340.520874,507732713826976832.000000
Pb205_grid0,82,205,grid,0,L3-M4,2458774.963676,90253482862581488.000000
Pb205_grid0,82,205,grid,0,L3-M5,2501535.465609,562474877996423168.000000
Pb205_grid0,82,205,grid,0,M4-N6,971853.899608,126570740201453520.000000
Pb205_grid0,82,205,grid,0,M5-N6,929093.397676,8436083590773729.000000
Pb205_grid0,82,205,grid,0,M5-N7,938268.703402,129852466721416208.000000
Pb205_grid0,82,205,grid,0,N6-O8,437839.211505,39416255560584720.000000
Pb205_grid0,82,205,grid,0,N7-O8,428663.905778,1404692831407954.500000
Pb205_grid0,82,205,grid,0,N7-O9,431440.811590,40089505906851184.000000
Pb205_grid0,82,205,grid,0,O8-P10,235042.683979,15287017001804166.000000
Pb205_grid0,82,205,grid,0,O9-P10,232265.778167,339033186319443.375000
Pb205_grid0,82,205,grid,0,O9-P11,233328.420947,15476240658619004.000000
Pb205_grid0,82,205,grid,0,P10-Q12,140892.766881,6895363463068660.000000
Pb205_grid0,82,205,grid,0,P11-Q12,139830.124101,104294504693303.406250
Pb205_grid0,82,205,grid,0,P11-Q13,140305.756651,6959605031292426.000000
Pb205_grid0,82,205,grid,0,Q12-R14,91134.878830,3469960647201824.500000
Pb205_grid0,82,205,grid,0,Q13-R14,90659.246279,38075241578942.359375
Pb205_grid0,82,205,grid,0,Q13-R15,90897.443828,3495100227665258.000000
Pb205_grid1,82,205,grid,1,K1-L2,5795374.902934,1756493992339568640.000000
Pb205_grid1,82,205,grid,1,K1-L3,5980949.539411,1928798211158609664.000000
Pb205_grid1,82,205,grid,1,L2-M4,2644377.287928,507740246703372608.000000
Pb205_grid1,82,205,grid,1,L3-M4,2458802.651451,90254624459931904.000000
Pb205_grid1,82,205,grid,1,L3-M5,2501563.595008,562481477930780480.000000
Pb205_grid1,82,205,grid,1,M4-N6,971855.569838,126571042754295216.000000
Pb205_grid1,82,205,grid,1,M5-N6,929094.626280,8436101422845658.000000
Pb205_grid1,82,205,grid,1,M5-N7,938269.950204,129852712933018704.000000
Pb205_grid1,82,205,grid,1,N6-O8,437839.599397,39416323390058536.000000
Pb205_grid1,82,205,grid,1,N7-O8,428664.275474,1404695207874174.500000
Pb205_grid1,82,205,grid,1,N7-O9,431441.186130,40089574938603856.000000
Pb205_grid1,82,205,grid,1,O8-P10,235042.879211,15287040878384266.000000
Pb205_grid1,82,205,grid,1,O9-P10,232265.968555,339033747890489.937500
Pb205_grid1,82,205,grid,1,O9-P11,233328.613113,15476264594605284.000000
Pb205_grid1,82,205,grid,1,P10-Q12,140892.875519,6895373295069807.000000
Pb205_grid1,82,205,grid,1,P11-Q12,139830.230961,104294654558562.031250
Pb205_grid1,82,205,grid,1,P11-Q13,140305.864302,6959615603428220.000000
Pb205_grid1,82,205,grid,1,Q12-R14,91134.942507,3469965031344378.500000
Pb205_grid1,82,205,grid,1,Q13-R14,90659.309166,38075291582063.726562
Pb205_grid1,82,205,grid,1,Q13-R15,90897.507107,3495104620398236.000000
Pb205_grid2,82,205,grid,2,K1-L2,5795413.116660,1756514024475498496.000000
Pb205_grid2,82,205,grid,2,K1-L3,5980989.950580,1928820603960956672.000000
Pb205_grid2,82,205,grid,2,L2-M4,2644386.586296,507742223115908288.000000
Pb205_grid2,82,205,grid,2,L3-M4,2458809.752376,90254924646227120.000000
Pb205_grid2,82,205,grid,2,L3-M5,2501570.816011,562483252805123520.000000
Pb205_grid2,82,205,grid,2,M4-N6,971856.090573,126571132805681312.000000
Pb205_grid2,82,205,grid,2,M5-N6,929095.026938,8436107894426878.000000
Pb205_grid2,82,205,grid,2,M5-N7,938270.357071,129852809574776352.000000
Pb205_grid2,82,205,grid,2,N6-O8,437839.735091,39416344959236776.000000
Pb205_grid2,82,205,grid,2,N7-O8,428664.404958,1404696080801247.250000
Pb205_grid2,82,205,grid,2,N7-O9,431441.317281,40089596907487296.000000
Pb205_grid2,82,205,grid,2,O8-P10,235042.947777,15287048744553778.000000
Pb205_grid2,82,205,grid,2,O9-P10,232266.035455,339033965443009.562500
Pb205_grid2,82,205,grid,2,O9-P11,233328.680619,15476271622124998.000000
Pb205_grid2,82,205,grid,2,P10-Q12,140892.913560,6895377112995518.000000
Pb205_grid2,82,205,grid,2,P11-Q12,139830.268396,104294715642726.546875
Pb205_grid2,82,205,grid,2,P11-Q13,140305.901990,6959618729961018.000000
Pb205_grid2,82,205,grid,2,Q12-R14,91134.964930,3469966898407437.500000
Pb205_grid2,82,205,grid,2,Q13-R14,90659.331335,38075312928281.429688
Pb205_grid2,82,205,grid,2,Q13-R15,90897.529393,3495106492668237.000000
Pb206_rminus,82,206,rminus,0,K1-L2,5789942.314829,1753844581895213824.000000
Pb206_rminus,82,206,rminus,0,K1-L3,5975241.424758,1925878942582382336.000000
Pb206_rminus,82,206,rminus,0,L2-M4,2643505.691498,507575470203267584.000000
Pb206_rminus,82,206,rminus,0,L3-M4,2458206.581569,90231919204172896.000000
Pb206_rminus,82,206,rminus,0,L3-M5,2500959.279881,562350770699033728.000000
Pb206_rminus,82,206,rminus,0,M4-N6,971840.706390,126569542561783952.000000
Pb206_rminus,82,206,rminus,0,M5-N6,929088.008078,8436047043827276.000000
Pb206_rminus,82,206,rminus,0,M5-N7,938263.305138,129851971292482896.000000
Pb206_rminus,82,206,rminus,0,N6-O8,437840.358505,39416360748401720.000000
Pb206_rminus,82,206,rminus,0,N7-O8,428665.061445,1404696670757978.000000
Pb206_rminus,82,206,rminus,0,N7-O9,431441.974981,40089619486005224.000000
Pb206_rminus,82,206,rminus,0,O8-P10,235043.324828,15287059051512906.000000
Pb206_rminus,82,206,rminus,0,O9-P10,232266.411292,339034120688567.125000
Pb206_rminus,82,206,rminus,0,O9-P11,233329.057012,15476282734758630.000000
Pb206_rminus,82,206,rminus,0,P10-Q12,140893.149429,6895382433628364.000000
Pb206_rminus,82,206,rminus,0,P11-Q12,139830.503709,104294780880242.015625
Pb206_rminus,82,206,rminus,0,P11-Q13,140306.137571,6959624298063870.000000
Pb206_rminus,82,206,rminus,0,Q12-R14,91135.126078,3469970206368513.500000
Pb206_rminus,82,206,rminus,0,Q13-R14,90659.492216,38075346258707.648438
Pb206_rminus,82,206,rminus,0,Q13-R15,90897.690420,3495109591989885.000000
Pb206_grid0,82,206,grid,0,K1-L2,5788712.514145,1753246540414077184.000000
Pb206_grid0,82,206,grid,0,K1-L3,5973949.546743,1925220614088831744.000000
Pb206_grid0,82,206,grid,0,L2-M4,2643309.714292,507538537066210880.000000
Pb206_grid0,82,206,grid,0,L3-M4,2458072.681695,90226843392540912.000000
Pb206_grid0,82,206,grid,0,L3-M5,2500823.534872,562321470536868544.000000
Pb206_grid0,82,206,grid,0,M4-N6,971837.020352,126569174978577632.000000
Pb206_grid0,82,206,grid,0,M5-N6,929086.167175,8436034067897418.000000
Pb206_grid0,82,206,grid,0,M5-N7,938261.456429,129851762593596512.000000
Pb206_grid0,82,206,grid,0,N6-O8,437840.351052,39416361304376576.000000
Pb206_grid0,82,206,grid,0,N7-O8,428665.061798,1404696672308973.250000
Pb206_grid0,82,206,grid,0,N7-O9,431441.975386,40089620014971304.000000
Pb206_grid0,82,206,grid,0,O8-P10,235043.326657,15287059130889102.000000
Pb206_grid0,82,206,grid,0,O9-P10,232266.413070,339034120297732.062500
Pb206_grid0,82,206,grid,0,O9-P11,233329.058806,15476282846490370.000000
Pb206_grid0,82,206,grid,0,P10-Q12,140893.150258,6895382464099882.000000
Pb206_grid0,82,206,grid,0,P11-Q12,139830.504522,104294780817595.921875
Pb206_grid0,82,206,grid,0,P11-Q13,140306.138391,6959624337865793.000000
Pb206_grid0,82,206,grid,0,Q12-R14,91135.126482,3469970217918924.000000
Pb206_grid0,82,206,grid,0,Q13-R14,90659.492613,38075346244581.210938
Pb206_grid0,82,206,grid,0,Q13-R15,90897.690820,3495109606659791.500000
Pb206_grid1,82,206,grid,1,K1-L2,5788872.275001,1753329563289395456.000000
Pb206_grid1,82,206,grid,1,K1-L3,5974118.355965,1925313052099718144.000000
Pb206_grid1,82,206,grid,1,L2-M4,2643346.445933,507546043693044352.000000
Pb206_grid1,82,206,grid,1,L3-M4,2458100.364968,90227985508906112.000000
Pb206_grid1,82,206,grid,1,L3-M5,2500851.660191,562328076141691008.000000
Pb206_grid1,82,206,grid,1,M4-N6,971838.692687,126569477486670896.000000
Pb206_grid1,82,206,grid,1,M5-N6,929087.397464,8436051869766696.000000
Pb206_grid1,82,206,grid,1,M5-N7,938262.704924,129852024161955520.000000
Pb206_grid1,82,206,grid,1,N6-O8,437840.738975,39416429137435960.000000
Pb206_grid1,82,206,grid,1,N7-O8,428665.431516,1404699048965240.250000
Pb206_grid1,82,206,grid,1,N7-O9,431442.349947,40089686450331976.000000
Pb206_grid1,82,206,grid,1,O8-P10,235043.521909,15287083007503778.000000
Pb206_grid1,82,206,grid,1,O9-P10,232266.603477,339034680991339.312500
Pb206_grid1,82,206,grid,1,O9-P11,233329.250993,15476306791300366.000000
Pb206_grid1,82,206,grid,1,P10-Q12,140893.258903,6895392987349256.000000
Pb206_grid1,82,206,grid,1,P11-Q12,139830.611387,104294947043095.734375
Pb206_grid1,82,206,grid,1,P11-Q13,140306.246047,6959634859080180.000000
Pb206_grid1,82,206,grid,1,Q12-R14,91135.190160,3469974871789798.000000
Pb206_grid1,82,206,grid,1,Q13-R14,90659.555500,38075397875495.476562
Pb206_grid1,82,206,grid,1,Q13-R15,90897.754101,3495114285797928.000000
Pb206_grid2,82,206,grid,2,K1-L2,5788910.365303,1753349545993241600.000000
Pb206_grid2,82,206,grid,2,K1-L3,5974158.636382,1925335291507364096.000000
Pb206_grid2,82,206,grid,2,L2-M4,2643355.735028,507548016854033728.000000
Pb206_grid2,82,206,grid,2,L3-M4,2458107.463949,90228298504776400.000000
Pb206_grid2,82,206,grid,2,L3-M5,2500858.879290,562329840651923456.000000
Pb206_grid2,82,206,grid,2,M4-N6,971839.213876,126569583240176608.000000
Pb206_grid2,82,206,grid,2,M5-N6,929087.798536,8436058821225393.000000
Pb206_grid2,82,206,grid,2,M5-N7,938263.112172,129852118804586880.000000
Pb206_grid2,82,206,grid,2,N6-O8,437840.874703,39416453468419784.000000
Pb206_grid2,82,206,grid,2,N7-O8,428665.561066,1404699989412348.750000
Pb206_grid2,82,206,grid,2,N7-O9,431442.481139,40089708002117176.000000
Pb206_grid2,82,206,grid,2,O8-P10,235043.590421,15287092796688438.000000
Pb206_grid2,82,206,grid,2,O9-P10,232266.670348,339034911677970.937500
Pb206_grid2,82,206,grid,2,O9-P11,233329.318457,15476314677250056.000000
Pb206_grid2,82,206,grid,2,P10-Q12,140893.297022,6895396127584990.000000
Pb206_grid2,82,206,grid,2,P11-Q12,139830.648913,104294994515497.796875
Pb206_grid2,82,206,grid,2,P11-Q13,140306.283817,6959638704621541.000000
Pb206_grid2,82,206,grid,2,Q12-R14,91135.212449,3469976474364777.500000
Pb206_grid2,82,206,grid,2,Q13-R14,90659.577545,38075419244191.585938
Pb206_grid2,82,206,grid,2,Q13-R15,90897.776257,3495115883865561.500000
Pb207_rminus,82,207,rminus,0,K1-L2,5786344.784625,1752092950092179200.000000
Pb207_rminus,82,207,rminus,0,K1-L3,5971462.016806,1923949737796875008.000000
Pb207_rminus,82,207,rminus,0,L2-M4,2642936.751489,507468241131262656.000000
Pb207_rminus,82,207,rminus,0,L3-M4,2457819.519308,90217226429554768.000000
Pb207_rminus,82,207,rminus,0,L3-M5,2500566.906674,562266160463382272.000000
Pb207_rminus,82,207,rminus,0,M4-N6,971832.460761,126568833140357728.000000
Pb207_rminus,82,207,rminus,0,M5-N6,929085.073395,8436030206290256.000000
Pb207_rminus,82,207,rminus,0,M5-N7,938260.372066,129851727902434848.000000
Pb207_rminus,82,207,rminus,0,N6-O8,437841.505918,39416465126522000.000000
Pb207_rminus,82,207,rminus,0,N7-O8,428666.207247,1404700413733018.500000
Pb207_rminus,82,207,rminus,0,N7-O9,431443.128370,40089727079098496.000000
Pb207_rminus,82,207,rminus,0,O8-P10,235043.957849,15287099193131248.000000
Pb207_rminus,82,207,rminus,0,O9-P10,232267.036726,339035063606472.687500
Pb207_rminus,82,207,rminus,0,O9-P11,233329.685341,15476323403991638.000000
Pb207_rminus,82,207,rminus,0,P10-Q12,140893.528002,6895400657061044.000000
Pb207_rminus,82,207,rminus,0,P11-Q12,139830.879387,104295067684124.156250
Pb207_rminus,82,207,rminus,0,P11-Q13,140306.514541,6959642793928719.000000
Pb207_rminus,82,207,rminus,0,Q12-R14,91135.370399,3469979468380594.500000
Pb207_rminus,82,207,rminus,0,Q13-R14,90659.735245,38075451001914.570312
Pb207_rminus,82,207,rminus,0,Q13-R15,90897.934094,3495118953933457.000000
Pb207_grid0,82,207,grid,0,K1-L2,5785116.180861,1751495642478010880.000000
Pb207_grid0,82,207,grid,0,K1-L3,5970171.402163,1923292011909877504.000000
Pb207_grid0,82,207,grid,0,L2-M4,2642740.767634,507431289850884736.000000
Pb207_grid0,82,207,grid,0,L3-M4,2457685.546331,90212148689655440.000000
Pb207_grid0,82,207,grid,0,L3-M5,2500431.086369,562236846810341504.000000
Pb207_grid0,82,207,grid,0,M4-N6,971828.767791,126568465738073024.000000
Pb207_grid0,82,207,grid,0,M5-N6,929083.227753,8436015672524041.000000
Pb207_grid0,82,207,grid,0,M5-N7,938258.518597,129851542229559264.000000
Pb207_grid0,82,207,grid,0,N6-O8,437841.498395,39416465681692456.000000
Pb207_grid0,82,207,grid,0,N7-O8,428666.207551,1404700415481272.750000
Pb207_grid0,82,207,grid,0,N7-O9,431443.128726,40089727604686424.000000
Pb207_grid0,82,207,grid,0,O8-P10,235043.959737,15287101113221948.000000
Pb207_grid0,82,207,grid,0,O9-P10,232267.038563,339035063014949.312500
Pb207_grid0,82,207,grid,0,O9-P11,233329.687195,15476323521379998.000000
Pb207_grid0,82,207,grid,0,P10-Q12,140893.528801,6895400684501652.000000
Pb207_grid0,82,207,grid,0,P11-Q12,139830.880168,104295067588399.250000
Pb207_grid0,82,207,grid,0,P11-Q13,140306.515328,6959642830525328.000000
Pb207_grid0,82,207,grid,0,Q12-R14,91135.370831,3469979484391923.000000
Pb207_grid0,82,207,grid,0,Q13-R14,90659.735670,38075451039580.976562
Pb207_grid0,82,207,grid,0,Q13-R15,90897.934522,3495119245074588.500000
Pb207_grid1,82,207,grid,1,K1-L2,5785275.649306,1751578313413988096.000000
Pb207_grid1,82,207,grid,1,K1-L3,5970339.901976,1923384232949820928.000000
Pb207_grid1,82,207,grid,1,L2-M4,2642777.479974,507438842408618560.000000
Pb207_grid1,82,207,grid,1,L3-M4,2457713.227304,90213291184441248.000000
Pb207_grid1,82,207,grid,1,L3-M5,2500459.209522,562243503445639744.000000
Pb207_grid1,82,207,grid,1,M4-N6,971830.441300,126568770500858016.000000
Pb207_grid1,82,207,grid,1,M5-N6,929084.459082,8436035037461851.000000
Pb207_grid1,82,207,grid,1,M5-N7,938259.768064,129851788588360928.000000
Pb207_grid1,82,207,grid,1,N6-O8,437841.886292,39416534027899216.000000
Pb207_grid1,82,207,grid,1,N7-O8,428666.577311,1404702928747973.250000
Pb207_grid1,82,207,grid,1,N7-O9,431443.503283,40089793256661352.000000
Pb207_grid1,82,207,grid,1,O8-P10,235044.154956,15287125108703064.000000
Pb207_grid1,82,207,grid,1,O9-P10,232267.228984,339035641667727.312500
Pb207_grid1,82,207,grid,1,O9-P11,233329.879397,15476347642689476.000000
Pb207_grid1,82,207,grid,1,P10-Q12,140893.637474,6895411907353874.000000
Pb207_grid1,82,207,grid,1,P11-Q12,139830.987061,104295223153352.609375
Pb207_grid1,82,207,grid,1,P11-Q13,140306.622996,6959653352383810.000000
Pb207_grid1,82,207,grid,1,Q12-R14,91135.434490,3469984152028984.500000
Pb207_grid1,82,207,grid,1,Q13-R14,90659.798555,38075499701352.078125
Pb207_grid1,82,207,grid,1,Q13-R15,90897.997792,3495123651891514.000000
Pb207_grid2,82,207,grid,2,K1-L2,5785313.674499,1751598279118049280.000000
Pb207_grid2,82,207,grid,2,K1-L3,5970380.113277,1923406451940782080.000000
Pb207_grid2,82,207,grid,2,L2-M4,2642786.764025,507440778919945152.000000
Pb207_grid2,82,207,grid,2,L3-M4,2457720.325246,90213604167013456.000000
Pb207_grid2,82,207,grid,2,L3-M5,2500466.427678,562245220882723008.000000
Pb207_grid2,82,207,grid,2,M4-N6,971830.962819,126568860526870176.000000
Pb207_grid2,82,207,grid,2,M5-N6,929084.860388,8436041449428931.000000
Pb207_grid2,82,207,grid,2,M5-N7,938260.175581,129851883204110560.000000
Pb207_grid2,82,207,grid,2,N6-O8,437842.022021,39416558135825016.000000
Pb207_grid2,82,207,grid,2,N7-O8,428666.706827,1404703801894084.250000
Pb207_grid2,82,207,grid,2,N7-O9,431443.634467,40089815232022968.000000
Pb207_grid2,82,207,grid,2,O8-P10,235044.223505,15287132980244610.000000
Pb207_grid2,82,207,grid,2,O9-P10,232267.295865,339035817571118.437500
Pb207_grid2,82,207,grid,2,O9-P11,233329.946870,15476357464831098.000000
Pb207_grid2,82,207,grid,2,P10-Q12,140893.675512,6895414361918722.000000
Pb207_grid2,82,207,grid,2,P11-Q12,139831.024507,104295281390110.187500
Pb207_grid2,82,207,grid,2,P11-Q13,140306.660695,6959657209490999.000000
Pb207_grid2,82,207,grid,2,Q12-R14,91135.456933,3469985747629780.000000
Pb207_grid2,82,207,grid,2,Q13-R14,90659.820745,38075518040166.093750
Pb207_grid2,82,207,grid,2,Q13-R15,90898.020098,3495125250214410.000000
Pb208_rminus,82,208,rminus,0,K1-L2,5780208.687763,1749107830259947008.000000
Pb208_rminus,82,208,rminus,0,K1-L3,5965015.949561,1920661594511409664.000000
Pb208_rminus,82,208,rminus,0,L2-M4,2641961.754464,507284350844794752.000000
Pb208_rminus,82,208,rminus,0,L3-M4,2457154.492666,90192003841470368.000000
Pb208_rminus,82,208,rminus,0,L3-M5,2499892.729647,562120694033782976.000000
Pb208_rminus,82,208,rminus,0,M4-N6,971816.501731,126567354089833072.000000
Pb208_rminus,82,208,rminus,0,M5-N6,929078.264750,8435984279149199.000000
Pb208_rminus,82,208,rminus,0,M5-N7,938253.548438,129851078913831040.000000
Pb208_rminus,82,208,rminus,0,N6-O8,437842.625296,39416570684976768.000000
Pb208_rminus,82,208,rminus,0,N7-O8,428667.341608,1404704163301296.750000
Pb208_rminus,82,208,rminus,0,N7-O9,431444.270349,40089835763007848.000000
Pb208_rminus,82,208,rminus,0,O8-P10,235044.588519,15287141359353446.000000
Pb208_rminus,82,208,rminus,0,O9-P10,232267.659779,339035998106098.812500
Pb208_rminus,82,208,rminus,0,O9-P11,233330.311242,15476366513735706.000000
Pb208_rminus,82,208,rminus,0,P10-Q12,140893.904083,6895419700332499.000000
Pb208_rminus,82,208,rminus,0,P11-Q12,139831.252620,104295343791323.843750
Pb208_rminus,82,208,rminus,0,P11-Q13,140306.889065,6959662069528479.000000
Pb208_rminus,82,208,rminus,0,Q12-R14,91135.613356,3469988772741095.500000
Pb208_rminus,82,208,rminus,0,Q13-R14,90659.976911,38075552950035.320312
Pb208_rminus,82,208,rminus,0,Q13-R15,90898.176406,3495128364229636.500000
Pb208_grid0,82,208,grid,0,K1-L2,5779069.723885,1748554400100629248.000000
Pb208_grid0,82,208,grid,0,K1-L3,5963819.508637,1920051974366034944.000000
Pb208_grid0,82,208,grid,0,L2-M4,2641779.759013,507249989373735808.000000
Pb208_grid0,82,208,grid,0,L3-M4,2457029.974262,90187268735461776.000000
Pb208_grid0,82,208,grid,0,L3-M5,2499766.492417,562093470353289856.000000
Pb208_grid0,82,208,grid,0,M4-N6,971813.061665,126567022483656384.000000
Pb208_grid0,82,208,grid,0,M5-N6,929076.543510,8435972127647008.000000
Pb208_grid0,82,208,grid,0,M5-N7,938251.819888,129850897373846432.000000
Pb208_grid0,82,208,grid,0,N6-O8,437842.618225,39416568697902752.000000
Pb208_grid0,82,208,grid,0,N7-O8,428667.341847,1404704166282594.750000
Pb208_grid0,82,208,grid,0,N7-O9,431444.270637,40089836276519864.000000
Pb208_grid0,82,208,grid,0,O8-P10,235044.590235,15287141416751306.000000
Pb208_grid0,82,208,grid,0,O9-P10,232267.661445,339035997193296.875000
Pb208_grid0,82,208,grid,0,O9-P11,233330.312923,15476366601397654.000000
Pb208_grid0,82,208,grid,0,P10-Q12,140893.904778,6895419735232941.000000
Pb208_grid0,82,208,grid,0,P11-Q12,139831.253300,104295343868042.953125
Pb208_grid0,82,208,grid,0,P11-Q13,140306.889751,6959662113264652.000000
Pb208_grid0,82,208,grid,0,Q12-R14,91135.613838,3469988784184478.500000
Pb208_grid0,82,208,grid,0,Q13-R14,90659.977387,38075552952330.421875
Pb208_grid0,82,208,grid,0,Q13-R15,90898.176886,3495128378525879.000000
Pb208_grid1,82,208,grid,1,K1-L2,5779228.701815,1748636807792134144.000000
Pb208_grid1,82,208,grid,1,K1-L3,5963987.489398,1920143919857037056.000000
Pb208_grid1,82,208,grid,1,L2-M4,2641816.438600,507257547395808064.000000
Pb208_grid1,82,208,grid,1,L3-M4,2457057.651017,90188421079022448.000000
Pb208_grid1,82,208,grid,1,L3-M5,2499794.611751,562100105888754240.000000
Pb208_grid1,82,208,grid,1,M4-N6,971814.737149,126567327136639968.000000
Pb208_grid1,82,208,grid,1,M5-N6,929077.776416,8435990075816172.000000
Pb208_grid1,82,208,grid,1,M5-N7,938253.070942,129851147532508368.000000
Pb208_grid1,82,208,grid,1,N6-O8,437843.006147,39416637030863960.000000
Pb208_grid1,82,208,grid,1,N7-O8,428667.711621,1404706769433643.250000
Pb208_grid1,82,208,grid,1,N7-O9,431444.645211,40089901954757648.000000
Pb208_grid1,82,208,grid,1,O8-P10,235044.785428,15287167222589330.000000
Pb208_grid1,82,208,grid,1,O9-P10,232267.851838,339036533602979.250000
Pb208_grid1,82,208,grid,1,O9-P11,233330.505122,15476390720770242.000000
Pb208_grid1,82,208,grid,1,P10-Q12,140894.013466,6895430232780049.000000
Pb208_grid1,82,208,grid,1,P11-Q12,139831.360182,104295499234485.609375
Pb208_grid1,82,208,grid,1,P11-Q13,140306.997408,6959672637772266.000000
Pb208_grid1,82,208,grid,1,Q12-R14,91135.677511,3469993452175149.000000
Pb208_grid1,82,208,grid,1,Q13-R14,90660.040285,38075603062762.804688
Pb208_grid1,82,208,grid,1,Q13-R15,90898.240168,3495133315086232.000000
Pb208_grid2,82,208,grid,2,K1-L2,5779266.611229,1748656620641261568.000000
Pb208_grid2,82,208,grid,2,K1-L3,5964027.577956,1920166217984215040.000000
Pb208_grid2,82,208,grid,2,L2-M4,2641825.713344,507259527623554048.000000
Pb208_grid2,82,208,grid,2,L3-M4,2457064.746617,90188713271762464.000000
Pb208_grid2,82,208,grid,2,L3-M5,2499801.827593,562101835965790720.000000
Pb208_grid2,82,208,grid,2,M4-N6,971815.259041,126567432866492416.000000
Pb208_grid2,82,208,grid,2,M5-N6,929078.178064,8435996030467363.000000
Pb208_grid2,82,208,grid,2,M5-N7,938253.478768,129851244178698928.000000
Pb208_grid2,82,208,grid,2,N6-O8,437843.141967,39416661369503096.000000
Pb208_grid2,82,208,grid,2,N7-O8,428667.841263,1404707522924767.250000
Pb208_grid2,82,208,grid,2,N7-O9,431444.776496,40089926105089552.000000
Pb208_grid2,82,208,grid,2,O8-P10,235044.853824,15287174242302818.000000
Pb208_grid2,82,208,grid,2,O9-P10,232267.918591,339036722353295.500000
Pb208_grid2,82,208,grid,2,O9-P11,233330.572482,15476400469611954.000000
Pb208_grid2,82,208,grid,2,P10-Q12,140894.051694,6895434055616404.000000
Pb208_grid2,82,208,grid,2,P11-Q12,139831.397803,104295560317651.046875
Pb208_grid2,82,208,grid,2,P11-Q13,140307.035275,6959675765092299.000000
Pb208_grid2,82,208,grid,2,Q12-R14,91135.699772,3469995047714713.000000
Pb208_grid2,82,208,grid,2,Q13-R14,90660.062301,38075623602815.046875
Pb208_grid2,82,208,grid,2,Q13-R15,90898.262295,3495134913810994.000000
Pb208_grid3,82,208,grid,3,P10-Q12,140894.065124,6895435372293477.000000
Pb209_rminus,82,209,rminus,0,K1-L2,5772595.882135,1745406389119234048.000000
Pb209_rminus,82,209,rminus,0,K1-L3,5957018.718591,1916583907787542272.000000
Pb209_rminus,82,209,rminus,0,L2-M4,2640748.659376,507055359358593408.000000
Pb209_rminus,82,209,rminus,0,L3-M4,2456325.822920,90160524062885776.000000
Pb209_rminus,82,209,rminus,0,L3-M5,2499052.637645,561939311135631296.000000
Pb209_rminus,82,209,rminus,0,M4-N6,971795.954604,126565450850585936.000000
Pb209_rminus,82,209,rminus,0,M5-N6,929069.139879,8435921737292661.000000
Pb209_rminus,82,209,rminus,0,M5-N7,938244.398483,129850180324702048.000000
Pb209_rminus,82,209,rminus,0,N6-O8,437843.728079,39416672865368056.000000
Pb209_rminus,82,209,rminus,0,N7-O8,428668.469475,1404708183069796.500000
Pb209_rminus,82,209,rminus,0,N7-O9,431445.405763,40089943554318976.000000
