Z,A,symbol,rms_fm,sigma_rms_fm,radius_fm,fermi_t_fm,most_abundant,iaea_rms_fm,source
38,95,Sr,4.3305,0.0102,5.590651460250406,2.3,88,4.3305,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
38,96,Sr,4.3522,0.0125,5.618666039787973,2.3,88,4.3522,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
38,97,Sr,4.3625,0.0135,5.631963282609951,2.3,88,4.3625,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
38,98,Sr,4.4377,0.0214,5.729046065154885,2.3,88,4.4377,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
38,99,Sr,4.4495,0.0226,5.744279799649966,2.3,88,4.4495,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
38,100,Sr,4.464,0.0240,5.762999219156637,2.3,88,4.4640,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
39,86,Y,4.2513,0.0023,5.48840469991053,2.3,89,4.2513,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
39,87,Y,4.2498,0.0022,5.486468208237426,2.3,89,4.2498,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
39,88,Y,4.2441,0.0021,5.479109539879633,2.3,89,4.2441,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
39,89,Y,4.243,0.0021,5.477689445986024,2.3,89,4.2430,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
39,90,Y,4.2573,0.0026,5.496150666602945,2.3,89,4.2573,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
39,92,Y,4.2887,0.0050,5.53668789229325,2.3,89,4.2887,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
39,93,Y,4.3052,0.0065,5.557989300697391,2.3,89,4.3052,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
39,94,Y,4.3142,0.0074,5.569608250736012,2.3,89,4.3142,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
39,95,Y,4.3284,0.0087,5.587940371908061,2.3,89,4.3284,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
39,96,Y,4.3402,0.0099,5.603174106403144,2.3,89,4.3402,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
39,97,Y,4.358,0.0116,5.62615380759064,2.3,89,4.3580,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
39,98,Y,4.3711,0.0129,5.6430658348690805,2.3,89,4.3711,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
39,99,Y,4.4658,0.0223,5.76532300916436,2.3,89,4.4658,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
39,100,Y,4.4705,0.0228,5.771390683073419,2.3,89,4.4705,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
39,101,Y,4.4863,0.0244,5.791788395363445,2.3,89,4.4863,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
39,102,Y,4.4911,0.0249,5.797985168717377,2.3,89,4.4911,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
40,87,Zr,4.2789,0.0030,5.5240361466956385,2.3,90,4.2789,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
40,88,Zr,4.2787,0.0025,5.5237779478058915,2.3,90,4.2787,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
40,89,Zr,4.2706,0.0010,5.513320892771131,2.3,90,4.2706,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
40,90,Zr,4.2694,0.0010,5.511771699432648,2.3,90,4.2694,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
40,91,Zr,4.2845,0.0013,5.531265715608559,2.3,90,4.2845,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
40,92,Zr,4.3057,0.0013,5.558634797921758,2.3,90,4.3057,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
40,94,Zr,4.332,0.0013,5.59258795192351,2.3,90,4.3320,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
40,96,Zr,4.3512,0.0015,5.617375045339238,2.3,90,4.3512,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
40,97,Zr,4.3792,0.0136,5.65352288990384,2.3,90,4.3792,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
40,98,Zr,4.4012,0.0164,5.681924767776028,2.3,90,4.4012,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
40,99,Zr,4.4156,0.0181,5.7005150878378235,2.3,90,4.4156,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
40,100,Zr,4.4891,0.0289,5.795403179819904,2.3,90,4.4891,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
40,101,Zr,4.5119,0.0318,5.824837853251081,2.3,90,4.5119,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
40,102,Zr,4.5292,0.0340,5.847172057214211,2.3,90,4.5292,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
41,90,Nb,4.2891,0.0040,5.5372042900727445,2.3,93,4.2891,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
41,91,Nb,4.2878,0.0040,5.535525997289387,2.3,93,4.2878,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
41,92,Nb,4.3026,0.0043,5.554632715130677,2.3,93,4.3026,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
41,93,Nb,4.324,0.0017,5.582259996333623,2.3,93,4.3240,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
41,99,Nb,4.4062,0.0125,5.688379740019707,2.3,93,4.4062,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
41,101,Nb,4.4861,0.0203,5.791530196473698,2.3,93,4.4861,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
41,103,Nb,4.5097,0.0227,5.821997665463862,2.3,93,4.5097,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
42,90,Mo,4.3265,0.0016,5.585487482455464,2.3,98,4.3265,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
42,91,Mo,4.3182,0.0012,5.574772228530956,2.3,98,4.3182,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
42,92,Mo,4.3151,0.0012,5.570770145739875,2.3,98,4.3151,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
42,94,Mo,4.3529,0.0013,5.619569735902088,2.3,98,4.3529,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
42,95,Mo,4.3628,0.0018,5.632350580944573,2.3,98,4.3628,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
42,96,Mo,4.3847,0.0015,5.660623359371886,2.3,98,4.3847,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
42,97,Mo,4.388,0.0015,5.664883641052715,2.3,98,4.3880,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
42,98,Mo,4.4091,0.0018,5.69212362392104,2.3,98,4.4091,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
42,100,Mo,4.4468,0.0025,5.74079411463838,2.3,98,4.4468,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
42,102,Mo,4.4914,0.0038,5.798372467051997,2.3,98,4.4914,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
42,103,Mo,4.5145,0.0046,5.828194438817794,2.3,98,4.5145,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
42,104,Mo,4.5249,0.0051,5.8416207810846466,2.3,98,4.5249,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
42,105,Mo,4.5389,0.0057,5.859694703366948,2.3,98,4.5389,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
42,106,Mo,4.549,0.0058,5.87273374729918,2.3,98,4.5490,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
42,108,Mo,4.5602,0.0067,5.887192885125021,2.3,98,4.5602,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
44,96,Ru,4.3908,0.0047,5.668498425509175,2.3,102,4.3908,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
44,98,Ru,4.4229,0.0055,5.709939347313595,2.3,102,4.4229,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
44,99,Ru,4.4338,0.0042,5.724011186804814,2.3,102,4.4338,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
44,100,Ru,4.4531,0.0031,5.748927379665416,2.3,102,4.4531,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
44,101,Ru,4.4606,0.0020,5.758609838030935,2.3,102,4.4606,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
44,102,Ru,4.4809,0.0018,5.7848170253402715,2.3,102,4.4809,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
44,104,Ru,4.5098,0.0020,5.822126764908736,2.3,102,4.5098,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
45,103,Rh,4.4945,0.0023,5.802374549843079,2.3,103,4.4945,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
46,102,Pd,4.4827,0.0044,5.787140815347996,2.3,106,4.4827,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
46,104,Pd,4.5078,0.0027,5.819544776011264,2.3,106,4.5078,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
46,105,Pd,4.515,0.0030,5.828839936042161,2.3,106,4.5150,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
46,106,Pd,4.5318,0.0029,5.850528642780923,2.3,106,4.5318,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
46,108,Pd,4.5563,0.0027,5.882158006774952,2.3,106,4.5563,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
46,110,Pd,4.5782,0.0030,5.910430785202265,2.3,106,4.5782,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
47,101,Ag,4.4799,0.0088,5.783526030891535,2.3,107,4.4799,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
47,103,Ag,4.5036,0.0065,5.8141225993265735,2.3,107,4.5036,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
47,104,Ag,4.5119,0.0058,5.824837853251081,2.3,107,4.5119,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
47,105,Ag,4.5269,0.0045,5.844202769982119,2.3,107,4.5269,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
47,107,Ag,4.5454,0.0031,5.868086167283731,2.3,107,4.5454,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
47,109,Ag,4.5638,0.0025,5.891840465140469,2.3,107,4.5638,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
48,102,Cd,4.481,0.0122,5.784946124785145,2.3,114,4.4810,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
48,103,Cd,4.4951,0.0105,5.80314914651232,2.3,114,4.4951,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
48,104,Cd,4.5122,0.0083,5.825225151585702,2.3,114,4.5122,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
48,105,Cd,4.5216,0.0070,5.837360499403819,2.3,114,4.5216,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
48,106,Cd,4.5383,0.0036,5.858920106697706,2.3,114,4.5383,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
48,107,Cd,4.5466,0.0039,5.869635360622214,2.3,114,4.5466,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
48,108,Cd,4.5577,0.0031,5.883965399003181,2.3,114,4.5577,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
48,109,Cd,4.5601,0.0035,5.887063785680147,2.3,114,4.5601,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
48,110,Cd,4.5765,0.0026,5.908236094639415,2.3,114,4.5765,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
48,111,Cd,4.5845,0.0058,5.918564050229301,2.3,114,4.5845,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
48,112,Cd,4.5944,0.0024,5.931344895271786,2.3,114,4.5944,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
48,113,Cd,4.6012,0.0028,5.9401236575231895,2.3,114,4.6012,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
48,114,Cd,4.6087,0.0023,5.949806115888707,2.3,114,4.6087,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
48,115,Cd,4.6114,0.0046,5.953291800900294,2.3,114,4.6114,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
48,116,Cd,4.6203,0.0059,5.964781651494043,2.3,114,4.6203,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
48,117,Cd,4.6136,0.0025,5.956131988687512,2.3,114,4.6136,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
48,118,Cd,4.6246,0.0060,5.970332927623606,2.3,114,4.6246,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
48,120,Cd,4.63,0.0069,5.977304297646779,2.3,114,4.6300,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,104,In,4.5184,0.0117,5.833229317167864,2.3,115,4.5184,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,105,In,4.5311,0.0103,5.849624946666809,2.3,115,4.5311,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,106,In,4.5375,0.0095,5.857887311138717,2.3,115,4.5375,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,107,In,4.5494,0.0082,5.873250145078674,2.3,115,4.5494,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,108,In,4.5571,0.0071,5.88319080233394,2.3,115,4.5571,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,109,In,4.5685,0.0061,5.8979081390495285,2.3,115,4.5685,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,110,In,4.5742,0.0056,5.9052668074073225,2.3,115,4.5742,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,111,In,4.5856,0.0044,5.91998414412291,2.3,115,4.5856,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,112,In,4.5907,0.0041,5.9265682158114625,2.3,115,4.5907,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,113,In,4.601,0.0031,5.939865458633442,2.3,115,4.6010,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,114,In,4.6056,0.0029,5.945804033097626,2.3,115,4.6056,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,115,In,4.6156,0.0026,5.958713977584984,2.3,115,4.6156,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,116,In,4.6211,0.0027,5.965814447053032,2.3,115,4.6211,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,117,In,4.6292,0.0032,5.9762715020877915,2.3,115,4.6292,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,118,In,4.6335,0.0033,5.981822778217355,2.3,115,4.6335,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,119,In,4.6407,0.0040,5.9911179382482525,2.3,115,4.6407,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
49,120,In,4.6443,0.0042,5.995765518263703,2.3,115,4.6443,nuclear_radii.dat blob 92c402f80690adcefc6aaa6e23529418c4660160; charge_radii.csv sha256 683d028dae93235376ddf7a345f736561ee7c0dba070091912c034bdf740eee6
