Z,A,n,state,full_binding_eV,ideal_binding_eV
80,204,8,R14,-281914,-281757
80,204,8,R15,-281698,-281542
80,205,6,P10,-502668,-501997
80,205,6,P11,-501706,-501041
80,205,7,Q12,-368628,-368308
80,205,7,Q13,-368198,-367879
80,205,8,R14,-281914,-281757
80,205,8,R15,-281699,-281542
80,206,6,P10,-502670,-501998
80,206,6,P11,-501708,-501042
80,206,7,Q12,-368629,-368309
80,206,7,Q13,-368199,-367880
80,206,8,R14,-281915,-281758
80,206,8,R15,-281699,-281543
81,188,6,P10,-515354,-514655
81,188,6,P11,-514343,-513650
81,188,7,Q12,-377917,-377582
81,188,7,Q13,-377464,-377131
81,188,8,R14,-289011,-288846
81,188,8,R15,-288784,-288620
81,190,6,P10,-515357,-514659
81,190,6,P11,-514346,-513654
81,190,7,Q12,-377919,-377584
81,190,7,Q13,-377466,-377134
81,190,8,R14,-289012,-288848
81,190,8,R15,-288786,-288622
81,191,6,P10,-515359,-514660
81,191,6,P11,-514348,-513655
81,191,7,Q12,-377920,-377586
81,191,7,Q13,-377467,-377135
81,191,8,R14,-289013,-288849
81,191,8,R15,-288787,-288623
81,192,6,P10,-515361,-514662
81,192,6,P11,-514349,-513657
81,192,7,Q12,-377921,-377587
81,192,7,Q13,-377469,-377136
81,192,8,R14,-289014,-288850
81,192,8,R15,-288787,-288624
81,193,6,P10,-515362,-514663
81,193,6,P11,-514351,-513658
81,193,7,Q12,-377922,-377588
81,193,7,Q13,-377470,-377137
81,193,8,R14,-289015,-288851
81,193,8,R15,-288788,-288625
81,194,6,P10,-515364,-514665
81,194,6,P11,-514352,-513660
81,194,7,Q12,-377924,-377589
81,194,7,Q13,-377471,-377139
81,194,8,R14,-289016,-288851
81,194,8,R15,-288789,-288625
81,195,6,P10,-515365,-514667
81,195,6,P11,-514354,-513662
81,195,7,Q12,-377925,-377590
81,195,7,Q13,-377472,-377140
81,195,8,R14,-289017,-288852
81,195,8,R15,-288790,-288626
81,196,6,P10,-515367,-514668
81,196,6,P11,-514355,-513663
81,196,7,Q12,-377926,-377591
81,196,7,Q13,-377473,-377141
81,196,8,R14,-289018,-288853
81,196,8,R15,-288791,-288627
81,197,6,P10,-515368,-514670
81,197,6,P11,-514357,-513665
81,197,7,Q12,-377927,-377592
81,197,7,Q13,-377474,-377142
81,197,8,R14,-289019,-288854
81,197,8,R15,-288792,-288628
81,198,6,P10,-515370,-514671
81,198,6,P11,-514358,-513666
81,198,7,Q12,-377928,-377594
81,198,7,Q13,-377475,-377143
81,198,8,R14,-289019,-288855
81,198,8,R15,-288793,-288629
81,199,6,P10,-515371,-514673
81,199,6,P11,-514360,-513668
81,199,7,Q12,-377929,-377595
81,199,7,Q13,-377476,-377144
81,199,8,R14,-289020,-288856
81,199,8,R15,-288793,-288630
81,200,6,P10,-515373,-514674
81,200,6,P11,-514361,-513669
81,200,7,Q12,-377930,-377596
81,200,7,Q13,-377478,-377145
81,200,8,R14,-289021,-288857
81,200,8,R15,-288794,-288631
81,201,6,P10,-515374,-514675
81,201,6,P11,-514363,-513671
81,201,7,Q12,-377931,-377597
81,201,7,Q13,-377479,-377146
81,201,8,R14,-289022,-288857
81,201,8,R15,-288795,-288631
81,202,6,P10,-515376,-514677
81,202,6,P11,-514364,-513672
81,202,7,Q12,-377932,-377598
81,202,7,Q13,-377480,-377147
81,202,8,R14,-289023,-288858
81,202,8,R15,-288796,-288632
81,203,6,P10,-515377,-514678
81,203,6,P11,-514366,-513673
81,203,7,Q12,-377933,-377599
81,203,7,Q13,-377481,-377148
81,203,8,R14,-289023,-288859
81,203,8,R15,-288797,-288633
81,204,6,P10,-515379,-514680
81,204,6,P11,-514367,-513675
81,204,7,Q12,-377935,-377600
81,204,7,Q13,-377482,-377149
81,204,8,R14,-289024,-288860
81,204,8,R15,-288798,-288634
81,205,6,P10,-515380,-514681
81,205,6,P11,-514369,-513676
81,205,7,Q12,-377936,-377601
81,205,7,Q13,-377483,-377150
81,205,8,R14,-289025,-288861
81,205,8,R15,-288798,-288635
81,207,6,P10,-515383,-514684
81,207,6,P11,-514371,-513679
81,207,7,Q12,-377938,-377603
81,207,7,Q13,-377485,-377152
81,207,8,R14,-289027,-288862
81,207,8,R15,-288800,-288636
81,208,6,P10,-515384,-514685
81,208,6,P11,-514373,-513680
81,208,7,Q12,-377939,-377604
81,208,7,Q13,-377486,-377153
81,208,8,R14,-289027,-288863
81,208,8,R15,-288801,-288637
82,182,6,P10,-528216,-527489
82,182,6,P11,-527153,-526433
82,182,7,Q12,-387333,-386984
82,182,7,Q13,-386857,-386510
82,182,8,R14,-296204,-296032
82,182,8,R15,-295966,-295795
82,183,6,P10,-528217,-527491
82,183,6,P11,-527155,-526435
82,183,7,Q12,-387334,-386985
82,183,7,Q13,-386858,-386512
82,183,8,R14,-296205,-296033
82,183,8,R15,-295967,-295796
82,184,6,P10,-528219,-527492
82,184,6,P11,-527157,-526437
82,184,7,Q12,-387335,-386986
82,184,7,Q13,-386860,-386513
82,184,8,R14,-296206,-296034
82,184,8,R15,-295968,-295797
82,185,6,P10,-528221,-527494
82,185,6,P11,-527158,-526438
82,185,7,Q12,-387337,-386988
82,185,7,Q13,-386861,-386514
82,185,8,R14,-296207,-296035
82,185,8,R15,-295969,-295798
82,186,6,P10,-528223,-527496
82,186,6,P11,-527160,-526440
82,186,7,Q12,-387338,-386989
82,186,7,Q13,-386862,-386516
82,186,8,R14,-296208,-296036
82,186,8,R15,-295970,-295799
82,187,6,P10,-528224,-527498
82,187,6,P11,-527162,-526442
82,187,7,Q12,-387339,-386990
82,187,7,Q13,-386864,-386517
82,187,8,R14,-296209,-296037
82,187,8,R15,-295971,-295800
82,188,6,P10,-528226,-527499
82,188,6,P11,-527164,-526443
82,188,7,Q12,-387340,-386991
82,188,7,Q13,-386865,-386518
82,188,8,R14,-296210,-296038
82,188,8,R15,-295972,-295801
82,189,6,P10,-528228,-527501
82,189,6,P11,-527165,-526445
82,189,7,Q12,-387342,-386993
82,189,7,Q13,-386866,-386519
82,189,8,R14,-296211,-296039
82,189,8,R15,-295973,-295802
82,190,6,P10,-528230,-527503
82,190,6,P11,-527167,-526447
82,190,7,Q12,-387343,-386994
82,190,7,Q13,-386867,-386521
82,190,8,R14,-296212,-296040
82,190,8,R15,-295974,-295802
82,191,6,P10,-528231,-527504
82,191,6,P11,-527169,-526448
82,191,7,Q12,-387344,-386995
82,191,7,Q13,-386869,-386522
82,191,8,R14,-296213,-296041
82,191,8,R15,-295975,-295803
82,192,6,P10,-528233,-527506
82,192,6,P11,-527170,-526450
82,192,7,Q12,-387345,-386996
82,192,7,Q13,-386870,-386523
82,192,8,R14,-296214,-296042
82,192,8,R15,-295976,-295804
82,193,6,P10,-528234,-527507
82,193,6,P11,-527172,-526452
82,193,7,Q12,-387347,-386997
82,193,7,Q13,-386871,-386524
82,193,8,R14,-296215,-296043
82,193,8,R15,-295977,-295805
82,194,6,P10,-528236,-527509
82,194,6,P11,-527173,-526453
82,194,7,Q12,-387348,-386999
82,194,7,Q13,-386872,-386525
82,194,8,R14,-296216,-296043
82,194,8,R15,-295978,-295806
82,195,6,P10,-528238,-527511
82,195,6,P11,-527175,-526455
82,195,7,Q12,-387349,-387000
82,195,7,Q13,-386873,-386526
82,195,8,R14,-296217,-296044
82,195,8,R15,-295978,-295807
82,196,6,P10,-528239,-527512
82,196,6,P11,-527177,-526456
82,196,7,Q12,-387350,-387001
82,196,7,Q13,-386874,-386528
82,196,8,R14,-296218,-296045
82,196,8,R15,-295979,-295808
82,197,6,P10,-528241,-527514
82,197,6,P11,-527178,-526458
82,197,7,Q12,-387351,-387002
82,197,7,Q13,-386876,-386529
82,197,8,R14,-296218,-296046
82,197,8,R15,-295980,-295809
82,198,6,P10,-528242,-527515
82,198,6,P11,-527180,-526459
82,198,7,Q12,-387352,-387003
82,198,7,Q13,-386877,-386530
82,198,8,R14,-296219,-296047
82,198,8,R15,-295981,-295810
82,199,6,P10,-528244,-527517
82,199,6,P11,-527181,-526461
82,199,7,Q12,-387353,-387004
82,199,7,Q13,-386878,-386531
82,199,8,R14,-296220,-296048
82,199,8,R15,-295982,-295810
82,200,6,P10,-528245,-527518
82,200,6,P11,-527183,-526463
82,200,7,Q12,-387355,-387005
82,200,7,Q13,-386879,-386532
82,200,8,R14,-296221,-296049
82,200,8,R15,-295983,-295811
82,201,6,P10,-528247,-527520
82,201,6,P11,-527184,-526464
82,201,7,Q12,-387356,-387007
82,201,7,Q13,-386880,-386533
82,201,8,R14,-296222,-296050
82,201,8,R15,-295984,-295812
82,202,6,P10,-528248,-527521
82,202,6,P11,-527186,-526465
82,202,7,Q12,-387357,-387008
82,202,7,Q13,-386881,-386534
82,202,8,R14,-296223,-296050
82,202,8,R15,-295984,-295813
82,203,6,P10,-528250,-527523
82,203,6,P11,-527187,-526467
82,203,7,Q12,-387358,-387009
82,203,7,Q13,-386882,-386535
82,203,8,R14,-296223,-296051
82,203,8,R15,-295985,-295814
82,204,6,P10,-528251,-527524
82,204,6,P11,-527189,-526468
82,204,7,Q12,-387359,-387010
82,204,7,Q13,-386883,-386536
82,204,8,R14,-296224,-296052
82,204,8,R15,-295986,-295815
82,205,6,P10,-528253,-527526
82,205,6,P11,-527190,-526470
82,205,7,Q12,-387360,-387011
82,205,7,Q13,-386884,-386537
82,205,8,R14,-296225,-296053
82,205,8,R15,-295987,-295815
82,206,6,P10,-528254,-527527
82,206,6,P11,-527191,-526471
82,206,7,Q12,-387361,-387012
82,206,7,Q13,-386885,-386538
82,206,8,R14,-296226,-296054
82,206,8,R15,-295988,-295816
82,207,6,P10,-528256,-527528
82,207,6,P11,-527193,-526473
82,207,7,Q12,-387362,-387013
82,207,7,Q13,-386886,-386539
82,207,8,R14,-296227,-296054
82,207,8,R15,-295988,-295817
82,208,6,P10,-528257,-527530
82,208,6,P11,-527194,-526474
82,208,7,Q12,-387363,-387014
82,208,7,Q13,-386887,-386540
82,208,8,R14,-296227,-296055
82,208,8,R15,-295989,-295818
82,209,6,P10,-528258,-527531
82,209,6,P11,-527196,-526475
82,209,7,Q12,-387364,-387015
82,209,7,Q13,-386888,-386541
82,209,8,R14,-296228,-296056
82,209,8,R15,-295990,-295819
82,210,6,P10,-528260,-527533
82,210,6,P11,-527197,-526477
82,210,7,Q12,-387365,-387016
82,210,7,Q13,-386889,-386542
82,210,8,R14,-296229,-296057
82,210,8,R15,-295991,-295819
82,211,6,P10,-528261,-527534
82,211,6,P11,-527198,-526478
82,211,7,Q12,-387366,-387017
82,211,7,Q13,-386890,-386543
82,211,8,R14,-296230,-296057
82,211,8,R15,-295992,-295820
82,212,6,P10,-528262,-527535
82,212,6,P11,-527200,-526479
82,212,7,Q12,-387367,-387018
82,212,7,Q13,-386891,-386544
82,212,8,R14,-296231,-296058
82,212,8,R15,-295992,-295821
82,214,6,P10,-528265,-527538
82,214,6,P11,-527202,-526482
82,214,7,Q12,-387369,-387020
82,214,7,Q13,-386893,-386546
82,214,8,R14,-296232,-296060
82,214,8,R15,-295994,-295822
83,202,6,P10,-541282,-540526
83,202,6,P11,-540166,-539418
83,202,7,Q12,-396898,-396534
83,202,7,Q13,-396399,-396037
83,202,8,R14,-303512,-303332
83,202,8,R15,-303262,-303082
83,203,6,P10,-541284,-540528
83,203,6,P11,-540168,-539419
83,203,7,Q12,-396899,-396535
83,203,7,Q13,-396400,-396038
83,203,8,R14,-303513,-303332
83,203,8,R15,-303263,-303083
83,204,6,P10,-541285,-540529
83,204,6,P11,-540169,-539421
83,204,7,Q12,-396901,-396536
83,204,7,Q13,-396401,-396039
83,204,8,R14,-303513,-303333
83,204,8,R15,-303263,-303084
83,205,6,P10,-541287,-540531
83,205,6,P11,-540171,-539422
83,205,7,Q12,-396902,-396537
83,205,7,Q13,-396402,-396040
83,205,8,R14,-303514,-303334
83,205,8,R15,-303264,-303085
83,206,6,P10,-541288,-540532
83,206,6,P11,-540172,-539423
83,206,7,Q12,-396903,-396539
83,206,7,Q13,-396403,-396042
83,206,8,R14,-303515,-303335
83,206,8,R15,-303265,-303086
83,207,6,P10,-541290,-540533
83,207,6,P11,-540174,-539425
83,207,7,Q12,-396904,-396540
83,207,7,Q13,-396404,-396043
83,207,8,R14,-303516,-303336
83,207,8,R15,-303266,-303086
83,208,6,P10,-541291,-540535
83,208,6,P11,-540175,-539426
83,208,7,Q12,-396905,-396541
83,208,7,Q13,-396405,-396044
83,208,8,R14,-303517,-303336
83,208,8,R15,-303267,-303087
83,209,6,P10,-541292,-540536
83,209,6,P11,-540177,-539428
83,209,7,Q12,-396906,-396542
83,209,7,Q13,-396406,-396045
83,209,8,R14,-303518,-303337
83,209,8,R15,-303267,-303088
83,210,6,P10,-541294,-540538
83,210,6,P11,-540178,-539429
83,210,7,Q12,-396907,-396543
83,210,7,Q13,-396408,-396046
83,210,8,R14,-303518,-303338
83,210,8,R15,-303268,-303089
83,212,6,P10,-541297,-540540
83,212,6,P11,-540181,-539432
83,212,7,Q12,-396909,-396545
83,212,7,Q13,-396410,-396048
83,212,8,R14,-303520,-303340
83,212,8,R15,-303270,-303090
83,213,6,P10,-541298,-540542
83,213,6,P11,-540182,-539433
83,213,7,Q12,-396910,-396546
83,213,7,Q13,-396411,-396049
83,213,8,R14,-303521,-303340
83,213,8,R15,-303271,-303091
84,192,6,P10,-554461,-553675
84,192,6,P11,-553290,-552512
84,192,7,Q12,-406545,-406166
84,192,7,Q13,-406021,-405644
84,192,8,R14,-310881,-310693
84,192,8,R15,-310619,-310431
84,194,6,P10,-554465,-553679
84,194,6,P11,-553294,-552515
84,194,7,Q12,-406548,-406168
84,194,7,Q13,-406024,-405647
84,194,8,R14,-310883,-310695
84,194,8,R15,-310621,-310433
84,196,6,P10,-554468,-553682
84,196,6,P11,-553297,-552519
84,196,7,Q12,-406550,-406171
84,196,7,Q13,-406026,-405649
84,196,8,R14,-310885,-310697
84,196,8,R15,-310623,-310435
84,198,6,P10,-554471,-553685
84,198,6,P11,-553300,-552522
84,198,7,Q12,-406553,-406173
84,198,7,Q13,-406029,-405652
84,198,8,R14,-310887,-310698
84,198,8,R15,-310624,-310437
84,200,6,P10,-554474,-553688
84,200,6,P11,-553303,-552525
84,200,7,Q12,-406555,-406175
84,200,7,Q13,-406031,-405654
84,200,8,R14,-310889,-310700
84,200,8,R15,-310626,-310439
84,202,6,P10,-554477,-553691
84,202,6,P11,-553306,-552528
84,202,7,Q12,-406557,-406178
84,202,7,Q13,-406033,-405656
84,202,8,R14,-310890,-310702
84,202,8,R15,-310628,-310440
84,204,6,P10,-554480,-553695
84,204,6,P11,-553310,-552531
84,204,7,Q12,-406560,-406180
84,204,7,Q13,-406036,-405659
84,204,8,R14,-310892,-310704
84,204,8,R15,-310630,-310442
84,205,6,P10,-554482,-553696
84,205,6,P11,-553311,-552533
84,205,7,Q12,-406561,-406181
84,205,7,Q13,-406037,-405660
84,205,8,R14,-310893,-310704
84,205,8,R15,-310631,-310443
84,206,6,P10,-554484,-553698
84,206,6,P11,-553313,-552534
84,206,7,Q12,-406562,-406182
84,206,7,Q13,-406038,-405661
84,206,8,R14,-310894,-310705
84,206,8,R15,-310631,-310444
84,207,6,P10,-554485,-553699
84,207,6,P11,-553314,-552536
84,207,7,Q12,-406563,-406183
84,207,7,Q13,-406039,-405662
84,207,8,R14,-310895,-310706
84,207,8,R15,-310632,-310445
84,208,6,P10,-554486,-553700
84,208,6,P11,-553316,-552537
84,208,7,Q12,-406564,-406184
84,208,7,Q13,-406040,-405663
84,208,8,R14,-310895,-310707
84,208,8,R15,-310633,-310445
84,209,6,P10,-554488,-553702
84,209,6,P11,-553317,-552539
84,209,7,Q12,-406565,-406185
84,209,7,Q13,-406041,-405664
84,209,8,R14,-310896,-310708
84,209,8,R15,-310634,-310446
84,210,6,P10,-554489,-553703
84,210,6,P11,-553318,-552540
84,210,7,Q12,-406566,-406186
84,210,7,Q13,-406042,-405665
84,210,8,R14,-310897,-310708
84,210,8,R15,-310635,-310447
84,216,6,P10,-554498,-553712
84,216,6,P11,-553327,-552548
84,216,7,Q12,-406572,-406193
84,216,7,Q13,-406048,-405671
84,216,8,R14,-310902,-310713
84,216,8,R15,-310639,-310452
84,218,6,P10,-554501,-553714
84,218,6,P11,-553330,-552551
84,218,7,Q12,-406574,-406195
84,218,7,Q13,-406050,-405673
84,218,8,R14,-310903,-310715
84,218,8,R15,-310641,-310453
86,202,6,P10,-581352,-580505
86,202,6,P11,-580065,-579226
86,202,7,Q12,-426228,-425816
86,202,7,Q13,-425652,-425243
86,202,8,R14,-325915,-325710
86,202,8,R15,-325627,-325422
86,204,6,P10,-581355,-580508
86,204,6,P11,-580068,-579229
86,204,7,Q12,-426230,-425818
86,204,7,Q13,-425654,-425245
86,204,8,R14,-325917,-325712
86,204,8,R15,-325629,-325424
86,205,6,P10,-581357,-580509
86,205,6,P11,-580070,-579231
86,205,7,Q12,-426231,-425819
86,205,7,Q13,-425655,-425246
86,205,8,R14,-325918,-325712
86,205,8,R15,-325630,-325425
86,206,6,P10,-581359,-580511
86,206,6,P11,-580071,-579232
86,206,7,Q12,-426232,-425821
86,206,7,Q13,-425656,-425247
86,206,8,R14,-325919,-325713
86,206,8,R15,-325631,-325426
86,207,6,P10,-581360,-580512
86,207,6,P11,-580073,-579234
86,207,7,Q12,-426233,-425822
86,207,7,Q13,-425657,-425249
86,207,8,R14,-325920,-325714
86,207,8,R15,-325631,-325427
86,208,6,P10,-581362,-580514
86,208,6,P11,-580074,-579235
86,208,7,Q12,-426234,-425823
86,208,7,Q13,-425658,-425250
86,208,8,R14,-325921,-325715
86,208,8,R15,-325632,-325428
86,209,6,P10,-581363,-580515
86,209,6,P11,-580076,-579237
86,209,7,Q12,-426236,-425824
86,209,7,Q13,-425660,-425251
86,209,8,R14,-325922,-325716
86,209,8,R15,-325633,-325428
86,210,6,P10,-581365,-580517
86,210,6,P11,-580077,-579238
86,210,7,Q12,-426237,-425825
86,210,7,Q13,-425661,-425252
86,210,8,R14,-325922,-325717
86,210,8,R15,-325634,-325429
86,211,6,P10,-581366,-580518
86,211,6,P11,-580079,-579240
86,211,7,Q12,-426238,-425826
86,211,7,Q13,-425662,-425253
86,211,8,R14,-325923,-325718
86,211,8,R15,-325635,-325430
86,212,6,P10,-581368,-580520
86,212,6,P11,-580080,-579241
86,212,7,Q12,-426239,-425827
86,212,7,Q13,-425663,-425254
86,212,8,R14,-325924,-325718
86,212,8,R15,-325636,-325431
86,218,6,P10,-581376,-580528
86,218,6,P11,-580089,-579250
86,218,7,Q12,-426245,-425833
86,218,7,Q13,-425669,-425260
86,218,8,R14,-325929,-325723
86,218,8,R15,-325641,-325436
86,219,6,P10,-581378,-580530
86,219,6,P11,-580090,-579251
86,219,7,Q12,-426246,-425834
86,219,7,Q13,-425670,-425261
86,219,8,R14,-325930,-325724
86,219,8,R15,-325641,-325437
86,220,6,P10,-581379,-580531
86,220,6,P11,-580092,-579252
86,220,7,Q12,-426247,-425835
86,220,7,Q13,-425671,-425262
86,220,8,R14,-325930,-325725
86,220,8,R15,-325642,-325437
86,221,6,P10,-581380,-580533
86,221,6,P11,-580093,-579254
86,221,7,Q12,-426248,-425836
86,221,7,Q13,-425672,-425263
86,221,8,R14,-325931,-325725
86,221,8,R15,-325643,-325438
86,222,6,P10,-581382,-580534
86,222,6,P11,-580094,-579255
86,222,7,Q12,-426249,-425837
86,222,7,Q13,-425673,-425264
86,222,8,R14,-325932,-325726
86,222,8,R15,-325644,-325439
87,207,6,P10,-595040,-594160
87,207,6,P11,-593691,-592821
87,207,7,Q12,-436245,-435816
87,207,7,Q13,-435641,-435216
87,207,8,R14,-333567,-333352
87,207,8,R15,-333264,-333051
87,208,6,P10,-595042,-594162
87,208,6,P11,-593693,-592822
87,208,7,Q12,-436246,-435818
87,208,7,Q13,-435643,-435217
87,208,8,R14,-333567,-333353
87,208,8,R15,-333265,-333052
87,209,6,P10,-595043,-594163
87,209,6,P11,-593694,-592824
87,209,7,Q12,-436247,-435819
87,209,7,Q13,-435644,-435218
87,209,8,R14,-333568,-333354
87,209,8,R15,-333266,-333053
87,210,6,P10,-595045,-594165
87,210,6,P11,-593696,-592825
87,210,7,Q12,-436248,-435820
87,210,7,Q13,-435645,-435219
87,210,8,R14,-333569,-333354
87,210,8,R15,-333267,-333053
87,211,6,P10,-595046,-594167
87,211,6,P11,-593697,-592827
87,211,7,Q12,-436249,-435821
87,211,7,Q13,-435646,-435221
87,211,8,R14,-333570,-333355
87,211,8,R15,-333268,-333054
87,212,6,P10,-595048,-594168
87,212,6,P11,-593699,-592828
87,212,7,Q12,-436250,-435822
87,212,7,Q13,-435647,-435222
87,212,8,R14,-333571,-333356
87,212,8,R15,-333269,-333055
87,213,6,P10,-595049,-594170
87,213,6,P11,-593700,-592830
87,213,7,Q12,-436252,-435823
87,213,7,Q13,-435648,-435223
87,213,8,R14,-333572,-333357
87,213,8,R15,-333270,-333056
87,220,6,P10,-595059,-594180
87,220,6,P11,-593711,-592840
87,220,7,Q12,-436259,-435831
87,220,7,Q13,-435656,-435230
87,220,8,R14,-333577,-333363
87,220,8,R15,-333275,-333062
87,221,6,P10,-595061,-594181
87,221,6,P11,-593712,-592841
87,221,7,Q12,-436260,-435832
87,221,7,Q13,-435657,-435231
87,221,8,R14,-333578,-333363
87,221,8,R15,-333276,-333062
87,222,6,P10,-595062,-594182
87,222,6,P11,-593713,-592843
87,222,7,Q12,-436261,-435833
87,222,7,Q13,-435658,-435232
87,222,8,R14,-333579,-333364
87,222,8,R15,-333277,-333063
87,223,6,P10,-595064,-594184
87,223,6,P11,-593715,-592844
87,223,7,Q12,-436262,-435834
87,223,7,Q13,-435659,-435233
87,223,8,R14,-333580,-333365
87,223,8,R15,-333278,-333064
87,224,6,P10,-595065,-594185
87,224,6,P11,-593716,-592845
87,224,7,Q12,-436263,-435835
87,224,7,Q13,-435660,-435234
87,224,8,R14,-333581,-333366
87,224,8,R15,-333278,-333065
87,225,6,P10,-595066,-594186
87,225,6,P11,-593718,-592847
87,225,7,Q12,-436264,-435836
87,225,7,Q13,-435661,-435235
87,225,8,R14,-333581,-333367
87,225,8,R15,-333279,-333065
87,226,6,P10,-595068,-594188
87,226,6,P11,-593719,-592848
87,226,7,Q12,-436265,-435837
87,226,7,Q13,-435662,-435236
87,226,8,R14,-333582,-333367
87,226,8,R15,-333280,-333066
87,227,6,P10,-595069,-594189
87,227,6,P11,-593720,-592849
87,227,7,Q12,-436266,-435838
87,227,7,Q13,-435663,-435237
87,227,8,R14,-333583,-333368
87,227,8,R15,-333281,-333067
87,228,6,P10,-595070,-594190
87,228,6,P11,-593722,-592851
87,228,7,Q12,-436267,-435839
87,228,7,Q13,-435664,-435238
87,228,8,R14,-333584,-333369
87,228,8,R15,-333281,-333068
88,208,6,P10,-608883,-607971
88,208,6,P11,-607471,-606568
88,208,7,Q12,-446375,-445930
88,208,7,Q13,-445743,-445301
88,208,8,R14,-341304,-341080
88,208,8,R15,-340987,-340765
88,209,6,P10,-608885,-607973
88,209,6,P11,-607473,-606570
88,209,7,Q12,-446376,-445931
88,209,7,Q13,-445744,-445302
88,209,8,R14,-341304,-341081
88,209,8,R15,-340988,-340765
88,210,6,P10,-608887,-607974
88,210,6,P11,-607474,-606571
88,210,7,Q12,-446377,-445932
88,210,7,Q13,-445746,-445303
88,210,8,R14,-341305,-341081
88,210,8,R15,-340989,-340766
88,211,6,P10,-608888,-607976
88,211,6,P11,-607476,-606573
88,211,7,Q12,-446379,-445933
88,211,7,Q13,-445747,-445304
88,211,8,R14,-341306,-341082
88,211,8,R15,-340990,-340767
88,212,6,P10,-608890,-607977
88,212,6,P11,-607477,-606575
88,212,7,Q12,-446380,-445934
88,212,7,Q13,-445748,-445306
88,212,8,R14,-341307,-341083
88,212,8,R15,-340991,-340768
88,213,6,P10,-608891,-607979
88,213,6,P11,-607479,-606576
88,213,7,Q12,-446381,-445935
88,213,7,Q13,-445749,-445307
88,213,8,R14,-341308,-341084
88,213,8,R15,-340992,-340769
88,214,6,P10,-608893,-607980
88,214,6,P11,-607480,-606578
88,214,7,Q12,-446382,-445936
88,214,7,Q13,-445750,-445308
88,214,8,R14,-341309,-341085
88,214,8,R15,-340993,-340770
88,220,6,P10,-608902,-607989
88,220,6,P11,-607489,-606586
88,220,7,Q12,-446388,-445943
88,220,7,Q13,-445757,-445314
88,220,8,R14,-341314,-341090
88,220,8,R15,-340998,-340775
88,221,6,P10,-608903,-607991
88,221,6,P11,-607491,-606588
88,221,7,Q12,-446390,-445944
88,221,7,Q13,-445758,-445315
88,221,8,R14,-341315,-341091
88,221,8,R15,-340998,-340776
88,222,6,P10,-608905,-607992
88,222,6,P11,-607492,-606589
88,222,7,Q12,-446391,-445945
88,222,7,Q13,-445759,-445316
88,222,8,R14,-341315,-341091
88,222,8,R15,-340999,-340776
88,223,6,P10,-608906,-607993
88,223,6,P11,-607494,-606591
88,223,7,Q12,-446392,-445946
88,223,7,Q13,-445760,-445317
88,223,8,R14,-341316,-341092
88,223,8,R15,-341000,-340777
88,224,6,P10,-608907,-607995
88,224,6,P11,-607495,-606592
88,224,7,Q12,-446393,-445947
88,224,7,Q13,-445761,-445318
88,224,8,R14,-341317,-341093
88,224,8,R15,-341001,-340778
88,225,6,P10,-608909,-607996
88,225,6,P11,-607496,-606593
88,225,7,Q12,-446394,-445948
88,225,7,Q13,-445762,-445319
88,225,8,R14,-341318,-341094
88,225,8,R15,-341001,-340779
88,226,6,P10,-608910,-607997
88,226,6,P11,-607498,-606595
88,226,7,Q12,-446395,-445949
88,226,7,Q13,-445763,-445320
88,226,8,R14,-341319,-341095
88,226,8,R15,-341002,-340779
88,227,6,P10,-608911,-607999
88,227,6,P11,-607499,-606596
88,227,7,Q12,-446396,-445950
88,227,7,Q13,-445764,-445321
88,227,8,R14,-341319,-341095
88,227,8,R15,-341003,-340780
88,228,6,P10,-608913,-608000
88,228,6,P11,-607500,-606597
88,228,7,Q12,-446397,-445951
88,228,7,Q13,-445765,-445322
88,228,8,R14,-341320,-341096
88,228,8,R15,-341004,-340781
88,229,6,P10,-608914,-608001
88,229,6,P11,-607502,-606599
88,229,7,Q12,-446398,-445952
88,229,7,Q13,-445766,-445323
88,229,8,R14,-341321,-341097
88,229,8,R15,-341004,-340782
88,230,6,P10,-608916,-608003
88,230,6,P11,-607503,-606600
88,230,7,Q12,-446399,-445953
88,230,7,Q13,-445767,-445324
88,230,8,R14,-341322,-341098
88,230,8,R15,-341005,-340782
88,232,6,P10,-608918,-608005
88,232,6,P11,-607506,-606603
88,232,7,Q12,-446401,-445955
88,232,7,Q13,-445769,-445326
88,232,8,R14,-341323,-341099
88,232,8,R15,-341007,-340784
90,227,6,P10,-637082,-636102
90,227,6,P11,-635536,-634566
90,227,7,Q12,-467008,-466527
90,227,7,Q13,-466316,-465839
90,227,8,R14,-357061,-356818
90,227,8,R15,-356715,-356473
90,228,6,P10,-637084,-636103
90,228,6,P11,-635537,-634568
90,228,7,Q12,-467009,-466528
90,228,7,Q13,-466317,-465840
90,228,8,R14,-357062,-356818
90,228,8,R15,-356715,-356473
90,229,6,P10,-637085,-636105
90,229,6,P11,-635539,-634569
90,229,7,Q12,-467010,-466529
90,229,7,Q13,-466318,-465841
90,229,8,R14,-357062,-356819
90,229,8,R15,-356716,-356474
90,230,6,P10,-637086,-636106
90,230,6,P11,-635540,-634570
90,230,7,Q12,-467011,-466530
90,230,7,Q13,-466319,-465842
90,230,8,R14,-357063,-356820
90,230,8,R15,-356717,-356475
90,232,6,P10,-637089,-636109
90,232,6,P11,-635543,-634573
90,232,7,Q12,-467013,-466532
90,232,7,Q13,-466321,-465844
90,232,8,R14,-357065,-356821
90,232,8,R15,-356718,-356477
