run,Z,A,kind,rc,err_bytes
Pb195_base,82,195,base,0,0
Pb195_rsig,82,195,rsig,0,0
Pb195_ideal6,82,195,ideal6,0,0
Pb195_ideal7,82,195,ideal7,0,0
Pb195_ideal8,82,195,ideal8,0,0
Pb196_base,82,196,base,0,0
Pb196_rsig,82,196,rsig,0,0
Pb196_ideal6,82,196,ideal6,0,0
Pb196_ideal7,82,196,ideal7,0,0
Pb196_ideal8,82,196,ideal8,0,0
Pb197_base,82,197,base,0,0
Pb197_rsig,82,197,rsig,0,0
Pb197_ideal6,82,197,ideal6,0,0
Pb197_ideal7,82,197,ideal7,0,0
Pb197_ideal8,82,197,ideal8,0,0
Pb198_base,82,198,base,0,0
Pb198_rsig,82,198,rsig,0,0
Pb198_ideal6,82,198,ideal6,0,0
Pb198_ideal7,82,198,ideal7,0,0
Pb198_ideal8,82,198,ideal8,0,0
Pb199_base,82,199,base,0,0
Pb199_rsig,82,199,rsig,0,0
Pb199_ideal6,82,199,ideal6,0,0
Pb199_ideal7,82,199,ideal7,0,0
Pb199_ideal8,82,199,ideal8,0,0
Pb200_base,82,200,base,0,0
Pb200_rsig,82,200,rsig,0,0
Pb200_ideal6,82,200,ideal6,0,0
Pb200_ideal7,82,200,ideal7,0,0
Pb200_ideal8,82,200,ideal8,0,0
Pb201_base,82,201,base,0,0
Pb201_rsig,82,201,rsig,0,0
Pb201_ideal6,82,201,ideal6,0,0
Pb201_ideal7,82,201,ideal7,0,0
Pb201_ideal8,82,201,ideal8,0,0
Pb202_base,82,202,base,0,0
Pb202_rsig,82,202,rsig,0,0
Pb202_ideal6,82,202,ideal6,0,0
Pb202_ideal7,82,202,ideal7,0,0
Pb202_ideal8,82,202,ideal8,0,0
Pb203_base,82,203,base,0,0
Pb203_rsig,82,203,rsig,0,0
Pb203_ideal6,82,203,ideal6,0,0
Pb203_ideal7,82,203,ideal7,0,0
Pb203_ideal8,82,203,ideal8,0,0
Pb204_base,82,204,base,0,0
Pb204_rsig,82,204,rsig,0,0
Pb204_ideal6,82,204,ideal6,0,0
Pb204_ideal7,82,204,ideal7,0,0
Pb204_ideal8,82,204,ideal8,0,0
Pb205_base,82,205,base,0,0
Pb205_rsig,82,205,rsig,0,0
Pb205_ideal6,82,205,ideal6,0,0
Pb205_ideal7,82,205,ideal7,0,0
Pb205_ideal8,82,205,ideal8,0,0
Pb206_base,82,206,base,0,0
Pb206_rsig,82,206,rsig,0,0
Pb206_ideal6,82,206,ideal6,0,0
Pb206_ideal7,82,206,ideal7,0,0
Pb206_ideal8,82,206,ideal8,0,0
Pb207_base,82,207,base,0,0
Pb207_rsig,82,207,rsig,0,0
Pb207_ideal6,82,207,ideal6,0,0
Pb207_ideal7,82,207,ideal7,0,0
Pb207_ideal8,82,207,ideal8,0,0
Pb208_base,82,208,base,0,0
Pb208_rsig,82,208,rsig,0,0
Pb208_r101,82,208,r101,0,0
Pb208_ideal6,82,208,ideal6,0,0
Pb208_ideal7,82,208,ideal7,0,0
Pb208_ideal8,82,208,ideal8,0,0
Pb209_base,82,209,base,0,0
Pb209_rsig,82,209,rsig,0,0
Pb209_ideal6,82,209,ideal6,0,0
Pb209_ideal7,82,209,ideal7,0,0
Pb209_ideal8,82,209,ideal8,0,0
Pb210_base,82,210,base,0,0
Pb210_rsig,82,210,rsig,0,0
Pb210_ideal6,82,210,ideal6,0,0
Pb210_ideal7,82,210,ideal7,0,0
Pb210_ideal8,82,210,ideal8,0,0
Pb211_base,82,211,base,0,0
Pb211_rsig,82,211,rsig,0,0
Pb211_ideal6,82,211,ideal6,0,0
Pb211_ideal7,82,211,ideal7,0,0
Pb211_ideal8,82,211,ideal8,0,0
Pb212_base,82,212,base,0,0
Pb212_rsig,82,212,rsig,0,0
Pb212_ideal6,82,212,ideal6,0,0
Pb212_ideal7,82,212,ideal7,0,0
Pb212_ideal8,82,212,ideal8,0,0
Pb214_base,82,214,base,0,0
Pb214_rsig,82,214,rsig,0,0
Pb214_ideal6,82,214,ideal6,0,0
Pb214_ideal7,82,214,ideal7,0,0
Pb214_ideal8,82,214,ideal8,0,0
Bi202_base,83,202,base,0,0
Bi202_rsig,83,202,rsig,0,0
Bi202_ideal6,83,202,ideal6,0,0
Bi202_ideal7,83,202,ideal7,0,0
Bi202_ideal8,83,202,ideal8,0,0
Bi203_base,83,203,base,0,0
Bi203_rsig,83,203,rsig,0,0
Bi203_ideal6,83,203,ideal6,0,0
Bi203_ideal7,83,203,ideal7,0,0
Bi203_ideal8,83,203,ideal8,0,0
Bi204_base,83,204,base,0,0
Bi204_rsig,83,204,rsig,0,0
Bi204_ideal6,83,204,ideal6,0,0
Bi204_ideal7,83,204,ideal7,0,0
Bi204_ideal8,83,204,ideal8,0,0
Bi205_base,83,205,base,0,0
Bi205_rsig,83,205,rsig,0,0
Bi205_ideal6,83,205,ideal6,0,0
Bi205_ideal7,83,205,ideal7,0,0
Bi205_ideal8,83,205,ideal8,0,0
Bi206_base,83,206,base,0,0
Bi206_rsig,83,206,rsig,0,0
Bi206_ideal6,83,206,ideal6,0,0
Bi206_ideal7,83,206,ideal7,0,0
Bi206_ideal8,83,206,ideal8,0,0
Bi207_base,83,207,base,0,0
Bi207_rsig,83,207,rsig,0,0
Bi207_ideal6,83,207,ideal6,0,0
Bi207_ideal7,83,207,ideal7,0,0
Bi207_ideal8,83,207,ideal8,0,0
Bi208_base,83,208,base,0,0
Bi208_rsig,83,208,rsig,0,0
Bi208_ideal6,83,208,ideal6,0,0
Bi208_ideal7,83,208,ideal7,0,0
Bi208_ideal8,83,208,ideal8,0,0
Bi209_base,83,209,base,0,0
Bi209_rsig,83,209,rsig,0,0
Bi209_ideal6,83,209,ideal6,0,0
Bi209_ideal7,83,209,ideal7,0,0
Bi209_ideal8,83,209,ideal8,0,0
Bi210_base,83,210,base,0,0
Bi210_rsig,83,210,rsig,0,0
Bi210_ideal6,83,210,ideal6,0,0
Bi210_ideal7,83,210,ideal7,0,0
Bi210_ideal8,83,210,ideal8,0,0
Bi212_base,83,212,base,0,0
Bi212_rsig,83,212,rsig,0,0
Bi212_ideal6,83,212,ideal6,0,0
Bi212_ideal7,83,212,ideal7,0,0
Bi212_ideal8,83,212,ideal8,0,0
Bi213_base,83,213,base,0,0
Bi213_rsig,83,213,rsig,0,0
Bi213_ideal6,83,213,ideal6,0,0
Bi213_ideal7,83,213,ideal7,0,0
Bi213_ideal8,83,213,ideal8,0,0
Po192_base,84,192,base,0,0
Po192_rsig,84,192,rsig,0,0
Po192_ideal6,84,192,ideal6,0,0
Po192_ideal7,84,192,ideal7,0,0
Po192_ideal8,84,192,ideal8,0,0
Po194_base,84,194,base,0,0
Po194_rsig,84,194,rsig,0,0
Po194_ideal6,84,194,ideal6,0,0
Po194_ideal7,84,194,ideal7,0,0
Po194_ideal8,84,194,ideal8,0,0
Po196_base,84,196,base,0,0
Po196_rsig,84,196,rsig,0,0
Po196_ideal6,84,196,ideal6,0,0
Po196_ideal7,84,196,ideal7,0,0
Po196_ideal8,84,196,ideal8,0,0
Po198_base,84,198,base,0,0
Po198_rsig,84,198,rsig,0,0
Po198_ideal6,84,198,ideal6,0,0
Po198_ideal7,84,198,ideal7,0,0
Po198_ideal8,84,198,ideal8,0,0
Po200_base,84,200,base,0,0
Po200_rsig,84,200,rsig,0,0
Po200_ideal6,84,200,ideal6,0,0
Po200_ideal7,84,200,ideal7,0,0
Po200_ideal8,84,200,ideal8,0,0
Po202_base,84,202,base,0,0
Po202_rsig,84,202,rsig,0,0
Po202_ideal6,84,202,ideal6,0,0
Po202_ideal7,84,202,ideal7,0,0
Po202_ideal8,84,202,ideal8,0,0
Po204_base,84,204,base,0,0
Po204_rsig,84,204,rsig,0,0
Po204_ideal6,84,204,ideal6,0,0
Po204_ideal7,84,204,ideal7,0,0
Po204_ideal8,84,204,ideal8,0,0
Po205_base,84,205,base,0,0
Po205_rsig,84,205,rsig,0,0
Po205_ideal6,84,205,ideal6,0,0
Po205_ideal7,84,205,ideal7,0,0
Po205_ideal8,84,205,ideal8,0,0
Po206_base,84,206,base,0,0
Po206_rsig,84,206,rsig,0,0
Po206_ideal6,84,206,ideal6,0,0
Po206_ideal7,84,206,ideal7,0,0
Po206_ideal8,84,206,ideal8,0,0
Po207_base,84,207,base,0,0
Po207_rsig,84,207,rsig,0,0
Po207_ideal6,84,207,ideal6,0,0
Po207_ideal7,84,207,ideal7,0,0
Po207_ideal8,84,207,ideal8,0,0
Po208_base,84,208,base,0,0
Po208_rsig,84,208,rsig,0,0
Po208_ideal6,84,208,ideal6,0,0
Po208_ideal7,84,208,ideal7,0,0
Po208_ideal8,84,208,ideal8,0,0
Po209_base,84,209,base,0,0
Po209_rsig,84,209,rsig,0,0
Po209_ideal6,84,209,ideal6,0,0
Po209_ideal7,84,209,ideal7,0,0
Po209_ideal8,84,209,ideal8,0,0
Po210_base,84,210,base,0,0
Po210_rsig,84,210,rsig,0,0
Po210_ideal6,84,210,ideal6,0,0
Po210_ideal7,84,210,ideal7,0,0
Po210_ideal8,84,210,ideal8,0,0
Po216_base,84,216,base,0,0
Po216_rsig,84,216,rsig,0,0
Po216_ideal6,84,216,ideal6,0,0
Po216_ideal7,84,216,ideal7,0,0
Po216_ideal8,84,216,ideal8,0,0
Po218_base,84,218,base,0,0
Po218_rsig,84,218,rsig,0,0
Po218_ideal6,84,218,ideal6,0,0
Po218_ideal7,84,218,ideal7,0,0
Po218_ideal8,84,218,ideal8,0,0
Rn202_base,86,202,base,0,0
Rn202_rsig,86,202,rsig,0,0
Rn202_ideal6,86,202,ideal6,0,0
Rn202_ideal7,86,202,ideal7,0,0
Rn202_ideal8,86,202,ideal8,0,0
Rn204_base,86,204,base,0,0
Rn204_rsig,86,204,rsig,0,0
Rn204_ideal6,86,204,ideal6,0,0
Rn204_ideal7,86,204,ideal7,0,0
Rn204_ideal8,86,204,ideal8,0,0
Rn205_base,86,205,base,0,0
Rn205_rsig,86,205,rsig,0,0
Rn205_ideal6,86,205,ideal6,0,0
Rn205_ideal7,86,205,ideal7,0,0
Rn205_ideal8,86,205,ideal8,0,0
Rn206_base,86,206,base,0,0
Rn206_rsig,86,206,rsig,0,0
Rn206_ideal6,86,206,ideal6,0,0
Rn206_ideal7,86,206,ideal7,0,0
Rn206_ideal8,86,206,ideal8,0,0
Rn207_base,86,207,base,0,0
Rn207_rsig,86,207,rsig,0,0
Rn207_ideal6,86,207,ideal6,0,0
Rn207_ideal7,86,207,ideal7,0,0
Rn207_ideal8,86,207,ideal8,0,0
Rn208_base,86,208,base,0,0
Rn208_rsig,86,208,rsig,0,0
Rn208_ideal6,86,208,ideal6,0,0
Rn208_ideal7,86,208,ideal7,0,0
Rn208_ideal8,86,208,ideal8,0,0
Rn209_base,86,209,base,0,0
Rn209_rsig,86,209,rsig,0,0
Rn209_ideal6,86,209,ideal6,0,0
Rn209_ideal7,86,209,ideal7,0,0
Rn209_ideal8,86,209,ideal8,0,0
Rn210_base,86,210,base,0,0
Rn210_rsig,86,210,rsig,0,0
Rn210_ideal6,86,210,ideal6,0,0
Rn210_ideal7,86,210,ideal7,0,0
Rn210_ideal8,86,210,ideal8,0,0
Rn211_base,86,211,base,0,0
Rn211_rsig,86,211,rsig,0,0
Rn211_ideal6,86,211,ideal6,0,0
Rn211_ideal7,86,211,ideal7,0,0
Rn211_ideal8,86,211,ideal8,0,0
Rn212_base,86,212,base,0,0
Rn212_rsig,86,212,rsig,0,0
Rn212_ideal6,86,212,ideal6,0,0
Rn212_ideal7,86,212,ideal7,0,0
Rn212_ideal8,86,212,ideal8,0,0
Rn218_base,86,218,base,0,0
Rn218_rsig,86,218,rsig,0,0
Rn218_ideal6,86,218,ideal6,0,0
Rn218_ideal7,86,218,ideal7,0,0
Rn218_ideal8,86,218,ideal8,0,0
Rn219_base,86,219,base,0,0
Rn219_rsig,86,219,rsig,0,0
Rn219_ideal6,86,219,ideal6,0,0
Rn219_ideal7,86,219,ideal7,0,0
Rn219_ideal8,86,219,ideal8,0,0
Rn220_base,86,220,base,0,0
Rn220_rsig,86,220,rsig,0,0
Rn220_ideal6,86,220,ideal6,0,0
Rn220_ideal7,86,220,ideal7,0,0
Rn220_ideal8,86,220,ideal8,0,0
Rn221_base,86,221,base,0,0
Rn221_rsig,86,221,rsig,0,0
Rn221_ideal6,86,221,ideal6,0,0
Rn221_ideal7,86,221,ideal7,0,0
Rn221_ideal8,86,221,ideal8,0,0
Rn222_base,86,222,base,0,0
Rn222_rsig,86,222,rsig,0,0
Rn222_ideal6,86,222,ideal6,0,0
Rn222_ideal7,86,222,ideal7,0,0
Rn222_ideal8,86,222,ideal8,0,0
Fr207_base,87,207,base,0,0
Fr207_rsig,87,207,rsig,0,0
Fr207_ideal6,87,207,ideal6,0,0
Fr207_ideal7,87,207,ideal7,0,0
Fr207_ideal8,87,207,ideal8,0,0
Fr208_base,87,208,base,0,0
Fr208_rsig,87,208,rsig,0,0
Fr208_ideal6,87,208,ideal6,0,0
Fr208_ideal7,87,208,ideal7,0,0
Fr208_ideal8,87,208,ideal8,0,0
Fr209_base,87,209,base,0,0
Fr209_rsig,87,209,rsig,0,0
Fr209_ideal6,87,209,ideal6,0,0
Fr209_ideal7,87,209,ideal7,0,0
Fr209_ideal8,87,209,ideal8,0,0
Fr210_base,87,210,base,0,0
Fr210_rsig,87,210,rsig,0,0
Fr210_ideal6,87,210,ideal6,0,0
Fr210_ideal7,87,210,ideal7,0,0
Fr210_ideal8,87,210,ideal8,0,0
Fr211_base,87,211,base,0,0
Fr211_rsig,87,211,rsig,0,0
Fr211_ideal6,87,211,ideal6,0,0
Fr211_ideal7,87,211,ideal7,0,0
Fr211_ideal8,87,211,ideal8,0,0
Fr212_base,87,212,base,0,0
Fr212_rsig,87,212,rsig,0,0
Fr212_ideal6,87,212,ideal6,0,0
Fr212_ideal7,87,212,ideal7,0,0
Fr212_ideal8,87,212,ideal8,0,0
Fr213_base,87,213,base,0,0
Fr213_rsig,87,213,rsig,0,0
Fr213_ideal6,87,213,ideal6,0,0
Fr213_ideal7,87,213,ideal7,0,0
Fr213_ideal8,87,213,ideal8,0,0
Fr220_base,87,220,base,0,0
Fr220_rsig,87,220,rsig,0,0
Fr220_ideal6,87,220,ideal6,0,0
Fr220_ideal7,87,220,ideal7,0,0
Fr220_ideal8,87,220,ideal8,0,0
Fr221_base,87,221,base,0,0
Fr221_rsig,87,221,rsig,0,0
Fr221_ideal6,87,221,ideal6,0,0
Fr221_ideal7,87,221,ideal7,0,0
Fr221_ideal8,87,221,ideal8,0,0
Fr222_base,87,222,base,0,0
Fr222_rsig,87,222,rsig,0,0
Fr222_ideal6,87,222,ideal6,0,0
Fr222_ideal7,87,222,ideal7,0,0
Fr222_ideal8,87,222,ideal8,0,0
Fr223_base,87,223,base,0,0
Fr223_rsig,87,223,rsig,0,0
Fr223_ideal6,87,223,ideal6,0,0
Fr223_ideal7,87,223,ideal7,0,0
Fr223_ideal8,87,223,ideal8,0,0
Fr224_base,87,224,base,0,0
Fr224_rsig,87,224,rsig,0,0
Fr224_ideal6,87,224,ideal6,0,0
Fr224_ideal7,87,224,ideal7,0,0
Fr224_ideal8,87,224,ideal8,0,0
Fr225_base,87,225,base,0,0
Fr225_rsig,87,225,rsig,0,0
Fr225_ideal6,87,225,ideal6,0,0
Fr225_ideal7,87,225,ideal7,0,0
Fr225_ideal8,87,225,ideal8,0,0
Fr226_base,87,226,base,0,0
Fr226_rsig,87,226,rsig,0,0
Fr226_ideal6,87,226,ideal6,0,0
Fr226_ideal7,87,226,ideal7,0,0
Fr226_ideal8,87,226,ideal8,0,0
Fr227_base,87,227,base,0,0
Fr227_rsig,87,227,rsig,0,0
Fr227_ideal6,87,227,ideal6,0,0
Fr227_ideal7,87,227,ideal7,0,0
Fr227_ideal8,87,227,ideal8,0,0
Fr228_base,87,228,base,0,0
Fr228_rsig,87,228,rsig,0,0
Fr228_ideal6,87,228,ideal6,0,0
Fr228_ideal7,87,228,ideal7,0,0
Fr228_ideal8,87,228,ideal8,0,0
Ra208_base,88,208,base,0,0
Ra208_rsig,88,208,rsig,0,0
Ra208_ideal6,88,208,ideal6,0,0
Ra208_ideal7,88,208,ideal7,0,0
Ra208_ideal8,88,208,ideal8,0,0
Ra209_base,88,209,base,0,0
Ra209_rsig,88,209,rsig,0,0
Ra209_ideal6,88,209,ideal6,0,0
Ra209_ideal7,88,209,ideal7,0,0
Ra209_ideal8,88,209,ideal8,0,0
Ra210_base,88,210,base,0,0
Ra210_rsig,88,210,rsig,0,0
Ra210_ideal6,88,210,ideal6,0,0
Ra210_ideal7,88,210,ideal7,0,0
Ra210_ideal8,88,210,ideal8,0,0
Ra211_base,88,211,base,0,0
Ra211_rsig,88,211,rsig,0,0
Ra211_ideal6,88,211,ideal6,0,0
Ra211_ideal7,88,211,ideal7,0,0
Ra211_ideal8,88,211,ideal8,0,0
Ra212_base,88,212,base,0,0
Ra212_rsig,88,212,rsig,0,0
Ra212_ideal6,88,212,ideal6,0,0
Ra212_ideal7,88,212,ideal7,0,0
Ra212_ideal8,88,212,ideal8,0,0
Ra213_base,88,213,base,0,0
Ra213_rsig,88,213,rsig,0,0
Ra213_ideal6,88,213,ideal6,0,0
Ra213_ideal7,88,213,ideal7,0,0
Ra213_ideal8,88,213,ideal8,0,0
Ra214_base,88,214,base,0,0
Ra214_rsig,88,214,rsig,0,0
Ra214_ideal6,88,214,ideal6,0,0
Ra214_ideal7,88,214,ideal7,0,0
Ra214_ideal8,88,214,ideal8,0,0
Ra220_base,88,220,base,0,0
Ra220_rsig,88,220,rsig,0,0
Ra220_ideal6,88,220,ideal6,0,0
Ra220_ideal7,88,220,ideal7,0,0
Ra220_ideal8,88,220,ideal8,0,0
Ra221_base,88,221,base,0,0
Ra221_rsig,88,221,rsig,0,0
Ra221_ideal6,88,221,ideal6,0,0
Ra221_ideal7,88,221,ideal7,0,0
Ra221_ideal8,88,221,ideal8,0,0
Ra222_base,88,222,base,0,0
Ra222_rsig,88,222,rsig,0,0
Ra222_ideal6,88,222,ideal6,0,0
Ra222_ideal7,88,222,ideal7,0,0
Ra222_ideal8,88,222,ideal8,0,0
Ra223_base,88,223,base,0,0
Ra223_rsig,88,223,rsig,0,0
Ra223_ideal6,88,223,ideal6,0,0
Ra223_ideal7,88,223,ideal7,0,0
Ra223_ideal8,88,223,ideal8,0,0
Ra224_base,88,224,base,0,0
Ra224_rsig,88,224,rsig,0,0
Ra224_ideal6,88,224,ideal6,0,0
Ra224_ideal7,88,224,ideal7,0,0
Ra224_ideal8,88,224,ideal8,0,0
Ra225_base,88,225,base,0,0
Ra225_rsig,88,225,rsig,0,0
Ra225_ideal6,88,225,ideal6,0,0
Ra225_ideal7,88,225,ideal7,0,0
Ra225_ideal8,88,225,ideal8,0,0
Ra226_base,88,226,base,0,0
Ra226_rsig,88,226,rsig,0,0
Ra226_ideal6,88,226,ideal6,0,0
Ra226_ideal7,88,226,ideal7,0,0
Ra226_ideal8,88,226,ideal8,0,0
Ra227_base,88,227,base,0,0
Ra227_rsig,88,227,rsig,0,0
Ra227_ideal6,88,227,ideal6,0,0
Ra227_ideal7,88,227,ideal7,0,0
Ra227_ideal8,88,227,ideal8,0,0
Ra228_base,88,228,base,0,0
Ra228_rsig,88,228,rsig,0,0
Ra228_ideal6,88,228,ideal6,0,0
Ra228_ideal7,88,228,ideal7,0,0
Ra228_ideal8,88,228,ideal8,0,0
Ra229_base,88,229,base,0,0
Ra229_rsig,88,229,rsig,0,0
Ra229_ideal6,88,229,ideal6,0,0
Ra229_ideal7,88,229,ideal7,0,0
Ra229_ideal8,88,229,ideal8,0,0
Ra230_base,88,230,base,0,0
Ra230_rsig,88,230,rsig,0,0
Ra230_ideal6,88,230,ideal6,0,0
Ra230_ideal7,88,230,ideal7,0,0
Ra230_ideal8,88,230,ideal8,0,0
Ra232_base,88,232,base,0,0
Ra232_rsig,88,232,rsig,0,0
Ra232_ideal6,88,232,ideal6,0,0
Ra232_ideal7,88,232,ideal7,0,0
Ra232_ideal8,88,232,ideal8,0,0
Th227_base,90,227,base,0,0
Th227_rsig,90,227,rsig,0,0
Th227_ideal6,90,227,ideal6,0,0
Th227_ideal7,90,227,ideal7,0,0
Th227_ideal8,90,227,ideal8,0,0
Th228_base,90,228,base,0,0
Th228_rsig,90,228,rsig,0,0
Th228_ideal6,90,228,ideal6,0,0
Th228_ideal7,90,228,ideal7,0,0
Th228_ideal8,90,228,ideal8,0,0
Th229_base,90,229,base,0,0
Th229_rsig,90,229,rsig,0,0
Th229_ideal6,90,229,ideal6,0,0
Th229_ideal7,90,229,ideal7,0,0
Th229_ideal8,90,229,ideal8,0,0
Th230_base,90,230,base,0,0
Th230_rsig,90,230,rsig,0,0
Th230_ideal6,90,230,ideal6,0,0
Th230_ideal7,90,230,ideal7,0,0
Th230_ideal8,90,230,ideal8,0,0
Th232_base,90,232,base,0,0
Th232_rsig,90,232,rsig,0,0
Th232_ideal6,90,232,ideal6,0,0
Th232_ideal7,90,232,ideal7,0,0
Th232_ideal8,90,232,ideal8,0,0
U233_base,92,233,base,0,0
U233_rsig,92,233,rsig,0,0
U233_ideal6,92,233,ideal6,0,0
U233_ideal7,92,233,ideal7,0,0
U233_ideal8,92,233,ideal8,0,0
U234_base,92,234,base,0,0
U234_rsig,92,234,rsig,0,0
U234_ideal6,92,234,ideal6,0,0
U234_ideal7,92,234,ideal7,0,0
U234_ideal8,92,234,ideal8,0,0
U235_base,92,235,base,0,0
U235_rsig,92,235,rsig,0,0
U235_ideal6,92,235,ideal6,0,0
U235_ideal7,92,235,ideal7,0,0
U235_ideal8,92,235,ideal8,0,0
U236_base,92,236,base,0,0
U236_rsig,92,236,rsig,0,0
U236_ideal6,92,236,ideal6,0,0
U236_ideal7,92,236,ideal7,0,0
U236_ideal8,92,236,ideal8,0,0
U238_base,92,238,base,0,0
U238_rsig,92,238,rsig,0,0
U238_ideal6,92,238,ideal6,0,0
U238_ideal7,92,238,ideal7,0,0
U238_ideal8,92,238,ideal8,0,0
