run,Z,A,kind,rc,err_bytes
Mo91_rsig,42,91,rsig,0,0
Mo91_ideal6,42,91,ideal6,0,0
Mo91_ideal7,42,91,ideal7,0,0
Mo91_ideal8,42,91,ideal8,0,0
Mo92_base,42,92,base,0,0
Mo92_rsig,42,92,rsig,0,0
Mo92_ideal6,42,92,ideal6,0,0
Mo92_ideal7,42,92,ideal7,0,0
Mo92_ideal8,42,92,ideal8,0,0
Mo94_base,42,94,base,0,0
Mo94_rsig,42,94,rsig,0,0
Mo94_ideal6,42,94,ideal6,0,0
Mo94_ideal7,42,94,ideal7,0,0
Mo94_ideal8,42,94,ideal8,0,0
Mo95_base,42,95,base,0,0
Mo95_rsig,42,95,rsig,0,0
Mo95_ideal6,42,95,ideal6,0,0
Mo95_ideal7,42,95,ideal7,0,0
Mo95_ideal8,42,95,ideal8,0,0
Mo96_base,42,96,base,0,0
Mo96_rsig,42,96,rsig,0,0
Mo96_ideal6,42,96,ideal6,0,0
Mo96_ideal7,42,96,ideal7,0,0
Mo96_ideal8,42,96,ideal8,0,0
Mo97_base,42,97,base,0,0
Mo97_rsig,42,97,rsig,0,0
Mo97_ideal6,42,97,ideal6,0,0
Mo97_ideal7,42,97,ideal7,0,0
Mo97_ideal8,42,97,ideal8,0,0
Mo98_base,42,98,base,0,0
Mo98_rsig,42,98,rsig,0,0
Mo98_ideal6,42,98,ideal6,0,0
Mo98_ideal7,42,98,ideal7,0,0
Mo98_ideal8,42,98,ideal8,0,0
Mo100_base,42,100,base,0,0
Mo100_rsig,42,100,rsig,0,0
Mo100_ideal6,42,100,ideal6,0,0
Mo100_ideal7,42,100,ideal7,0,0
Mo100_ideal8,42,100,ideal8,0,0
Mo102_base,42,102,base,0,0
Mo102_rsig,42,102,rsig,0,0
Mo102_ideal6,42,102,ideal6,0,0
Mo102_ideal7,42,102,ideal7,0,0
Mo102_ideal8,42,102,ideal8,0,0
Mo103_base,42,103,base,0,0
Mo103_rsig,42,103,rsig,0,0
Mo103_ideal6,42,103,ideal6,0,0
Mo103_ideal7,42,103,ideal7,0,0
Mo103_ideal8,42,103,ideal8,0,0
Mo104_base,42,104,base,0,0
Mo104_rsig,42,104,rsig,0,0
Mo104_ideal6,42,104,ideal6,0,0
Mo104_ideal7,42,104,ideal7,0,0
Mo104_ideal8,42,104,ideal8,0,0
Mo105_base,42,105,base,0,0
Mo105_rsig,42,105,rsig,0,0
Mo105_ideal6,42,105,ideal6,0,0
Mo105_ideal7,42,105,ideal7,0,0
Mo105_ideal8,42,105,ideal8,0,0
Mo106_base,42,106,base,0,0
Mo106_rsig,42,106,rsig,0,0
Mo106_ideal6,42,106,ideal6,0,0
Mo106_ideal7,42,106,ideal7,0,0
Mo106_ideal8,42,106,ideal8,0,0
Mo108_base,42,108,base,0,0
Mo108_rsig,42,108,rsig,0,0
Mo108_ideal6,42,108,ideal6,0,0
Mo108_ideal7,42,108,ideal7,0,0
Mo108_ideal8,42,108,ideal8,0,0
Ru96_base,44,96,base,0,0
Ru96_rsig,44,96,rsig,0,0
Ru96_ideal6,44,96,ideal6,0,0
Ru96_ideal7,44,96,ideal7,0,0
Ru96_ideal8,44,96,ideal8,0,0
Ru98_base,44,98,base,0,0
Ru98_rsig,44,98,rsig,0,0
Ru98_ideal6,44,98,ideal6,0,0
Ru98_ideal7,44,98,ideal7,0,0
Ru98_ideal8,44,98,ideal8,0,0
Ru99_base,44,99,base,0,0
Ru99_rsig,44,99,rsig,0,0
Ru99_ideal6,44,99,ideal6,0,0
Ru99_ideal7,44,99,ideal7,0,0
Ru99_ideal8,44,99,ideal8,0,0
Ru100_base,44,100,base,0,0
Ru100_rsig,44,100,rsig,0,0
Ru100_ideal6,44,100,ideal6,0,0
Ru100_ideal7,44,100,ideal7,0,0
Ru100_ideal8,44,100,ideal8,0,0
Ru101_base,44,101,base,0,0
Ru101_rsig,44,101,rsig,0,0
Ru101_ideal6,44,101,ideal6,0,0
Ru101_ideal7,44,101,ideal7,0,0
Ru101_ideal8,44,101,ideal8,0,0
Ru102_base,44,102,base,0,0
Ru102_rsig,44,102,rsig,0,0
Ru102_r101,44,102,r101,0,0
Ru102_ideal6,44,102,ideal6,0,0
Ru102_ideal7,44,102,ideal7,0,0
Ru102_ideal8,44,102,ideal8,0,0
Ru104_base,44,104,base,0,0
Ru104_rsig,44,104,rsig,0,0
Ru104_ideal6,44,104,ideal6,0,0
Ru104_ideal7,44,104,ideal7,0,0
Ru104_ideal8,44,104,ideal8,0,0
Rh103_base,45,103,base,0,0
Rh103_rsig,45,103,rsig,0,0
Rh103_ideal6,45,103,ideal6,0,0
Rh103_ideal7,45,103,ideal7,0,0
Rh103_ideal8,45,103,ideal8,0,0
Pd102_base,46,102,base,0,0
Pd102_rsig,46,102,rsig,0,0
Pd102_ideal6,46,102,ideal6,0,0
Pd102_ideal7,46,102,ideal7,0,0
Pd102_ideal8,46,102,ideal8,0,0
Pd104_base,46,104,base,0,0
Pd104_rsig,46,104,rsig,0,0
Pd104_r101,46,104,r101,0,0
Pd104_ideal6,46,104,ideal6,0,0
Pd104_ideal7,46,104,ideal7,0,0
Pd104_ideal8,46,104,ideal8,0,0
Pd105_base,46,105,base,0,0
Pd105_rsig,46,105,rsig,0,0
Pd105_r101,46,105,r101,0,0
Pd105_ideal6,46,105,ideal6,0,0
Pd105_ideal7,46,105,ideal7,0,0
Pd105_ideal8,46,105,ideal8,0,0
Pd106_base,46,106,base,0,0
Pd106_rsig,46,106,rsig,0,0
Pd106_r101,46,106,r101,0,0
Pd106_ideal6,46,106,ideal6,0,0
Pd106_ideal7,46,106,ideal7,0,0
Pd106_ideal8,46,106,ideal8,0,0
Pd108_base,46,108,base,0,0
Pd108_rsig,46,108,rsig,0,0
Pd108_r101,46,108,r101,0,0
Pd108_ideal6,46,108,ideal6,0,0
Pd108_ideal7,46,108,ideal7,0,0
Pd108_ideal8,46,108,ideal8,0,0
Pd110_base,46,110,base,0,0
Pd110_rsig,46,110,rsig,0,0
Pd110_r101,46,110,r101,0,0
Pd110_ideal6,46,110,ideal6,0,0
Pd110_ideal7,46,110,ideal7,0,0
Pd110_ideal8,46,110,ideal8,0,0
Ag101_base,47,101,base,0,0
Ag101_rsig,47,101,rsig,0,0
Ag101_ideal6,47,101,ideal6,0,0
Ag101_ideal7,47,101,ideal7,0,0
Ag101_ideal8,47,101,ideal8,0,0
Ag103_base,47,103,base,0,0
Ag103_rsig,47,103,rsig,0,0
Ag103_ideal6,47,103,ideal6,0,0
Ag103_ideal7,47,103,ideal7,0,0
Ag103_ideal8,47,103,ideal8,0,0
Ag104_base,47,104,base,0,0
Ag104_rsig,47,104,rsig,0,0
Ag104_ideal6,47,104,ideal6,0,0
Ag104_ideal7,47,104,ideal7,0,0
Ag104_ideal8,47,104,ideal8,0,0
Ag105_base,47,105,base,0,0
Ag105_rsig,47,105,rsig,0,0
Ag105_ideal6,47,105,ideal6,0,0
Ag105_ideal7,47,105,ideal7,0,0
Ag105_ideal8,47,105,ideal8,0,0
Ag107_base,47,107,base,0,0
Ag107_rsig,47,107,rsig,0,0
Ag107_r101,47,107,r101,0,0
Ag107_ideal6,47,107,ideal6,0,0
Ag107_ideal7,47,107,ideal7,0,0
Ag107_ideal8,47,107,ideal8,0,0
Ag109_base,47,109,base,0,0
Ag109_rsig,47,109,rsig,0,0
Ag109_ideal6,47,109,ideal6,0,0
Ag109_ideal7,47,109,ideal7,0,0
Ag109_ideal8,47,109,ideal8,0,0
Cd102_base,48,102,base,0,0
Cd102_rsig,48,102,rsig,0,0
Cd102_ideal6,48,102,ideal6,0,0
Cd102_ideal7,48,102,ideal7,0,0
Cd102_ideal8,48,102,ideal8,0,0
Cd103_base,48,103,base,0,0
Cd103_rsig,48,103,rsig,0,0
Cd103_ideal6,48,103,ideal6,0,0
Cd103_ideal7,48,103,ideal7,0,0
Cd103_ideal8,48,103,ideal8,0,0
Cd104_base,48,104,base,0,0
Cd104_rsig,48,104,rsig,0,0
Cd104_ideal6,48,104,ideal6,0,0
Cd104_ideal7,48,104,ideal7,0,0
Cd104_ideal8,48,104,ideal8,0,0
Cd105_base,48,105,base,0,0
Cd105_rsig,48,105,rsig,0,0
Cd105_ideal6,48,105,ideal6,0,0
Cd105_ideal7,48,105,ideal7,0,0
Cd105_ideal8,48,105,ideal8,0,0
Cd106_base,48,106,base,0,0
Cd106_rsig,48,106,rsig,0,0
Cd106_ideal6,48,106,ideal6,0,0
Cd106_ideal7,48,106,ideal7,0,0
Cd106_ideal8,48,106,ideal8,0,0
Cd107_base,48,107,base,0,0
Cd107_rsig,48,107,rsig,0,0
Cd107_ideal6,48,107,ideal6,0,0
Cd107_ideal7,48,107,ideal7,0,0
Cd107_ideal8,48,107,ideal8,0,0
Cd108_base,48,108,base,0,0
Cd108_rsig,48,108,rsig,0,0
Cd108_ideal6,48,108,ideal6,0,0
Cd108_ideal7,48,108,ideal7,0,0
Cd108_ideal8,48,108,ideal8,0,0
Cd109_base,48,109,base,0,0
Cd109_rsig,48,109,rsig,0,0
Cd109_ideal6,48,109,ideal6,0,0
Cd109_ideal7,48,109,ideal7,0,0
Cd109_ideal8,48,109,ideal8,0,0
Cd110_base,48,110,base,0,0
Cd110_rsig,48,110,rsig,0,0
Cd110_ideal6,48,110,ideal6,0,0
Cd110_ideal7,48,110,ideal7,0,0
Cd110_ideal8,48,110,ideal8,0,0
Cd111_base,48,111,base,0,0
Cd111_rsig,48,111,rsig,0,0
Cd111_ideal6,48,111,ideal6,0,0
Cd111_ideal7,48,111,ideal7,0,0
Cd111_ideal8,48,111,ideal8,0,0
Cd112_base,48,112,base,0,0
Cd112_rsig,48,112,rsig,0,0
Cd112_ideal6,48,112,ideal6,0,0
Cd112_ideal7,48,112,ideal7,0,0
Cd112_ideal8,48,112,ideal8,0,0
Cd113_base,48,113,base,0,0
Cd113_rsig,48,113,rsig,0,0
Cd113_ideal6,48,113,ideal6,0,0
Cd113_ideal7,48,113,ideal7,0,0
Cd113_ideal8,48,113,ideal8,0,0
Cd114_base,48,114,base,0,0
Cd114_rsig,48,114,rsig,0,0
Cd114_ideal6,48,114,ideal6,0,0
Cd114_ideal7,48,114,ideal7,0,0
Cd114_ideal8,48,114,ideal8,0,0
Cd115_base,48,115,base,0,0
Cd115_rsig,48,115,rsig,0,0
Cd115_ideal6,48,115,ideal6,0,0
Cd115_ideal7,48,115,ideal7,0,0
Cd115_ideal8,48,115,ideal8,0,0
Cd116_base,48,116,base,0,0
Cd116_rsig,48,116,rsig,0,0
Cd116_ideal6,48,116,ideal6,0,0
Cd116_ideal7,48,116,ideal7,0,0
Cd116_ideal8,48,116,ideal8,0,0
Cd117_base,48,117,base,0,0
Cd117_rsig,48,117,rsig,0,0
Cd117_ideal6,48,117,ideal6,0,0
Cd117_ideal7,48,117,ideal7,0,0
Cd117_ideal8,48,117,ideal8,0,0
Cd118_base,48,118,base,0,0
Cd118_rsig,48,118,rsig,0,0
Cd118_ideal6,48,118,ideal6,0,0
Cd118_ideal7,48,118,ideal7,0,0
Cd118_ideal8,48,118,ideal8,0,0
Cd120_base,48,120,base,0,0
Cd120_rsig,48,120,rsig,0,0
Cd120_ideal6,48,120,ideal6,0,0
Cd120_ideal7,48,120,ideal7,0,0
Cd120_ideal8,48,120,ideal8,0,0
In104_base,49,104,base,0,0
In104_rsig,49,104,rsig,0,0
In104_ideal6,49,104,ideal6,0,0
In104_ideal7,49,104,ideal7,0,0
In104_ideal8,49,104,ideal8,0,0
In105_base,49,105,base,0,0
In105_rsig,49,105,rsig,0,0
In105_ideal6,49,105,ideal6,0,0
In105_ideal7,49,105,ideal7,0,0
In105_ideal8,49,105,ideal8,0,0
In106_base,49,106,base,0,0
In106_rsig,49,106,rsig,0,0
In106_ideal6,49,106,ideal6,0,0
In106_ideal7,49,106,ideal7,0,0
In106_ideal8,49,106,ideal8,0,0
In107_base,49,107,base,0,0
In107_rsig,49,107,rsig,0,0
In107_ideal6,49,107,ideal6,0,0
In107_ideal7,49,107,ideal7,0,0
In107_ideal8,49,107,ideal8,0,0
In108_base,49,108,base,0,0
In108_rsig,49,108,rsig,0,0
In108_ideal6,49,108,ideal6,0,0
In108_ideal7,49,108,ideal7,0,0
In108_ideal8,49,108,ideal8,0,0
In109_base,49,109,base,0,0
In109_rsig,49,109,rsig,0,0
In109_ideal6,49,109,ideal6,0,0
In109_ideal7,49,109,ideal7,0,0
In109_ideal8,49,109,ideal8,0,0
In110_base,49,110,base,0,0
In110_rsig,49,110,rsig,0,0
In110_ideal6,49,110,ideal6,0,0
In110_ideal7,49,110,ideal7,0,0
In110_ideal8,49,110,ideal8,0,0
In111_base,49,111,base,0,0
In111_rsig,49,111,rsig,0,0
In111_ideal6,49,111,ideal6,0,0
In111_ideal7,49,111,ideal7,0,0
In111_ideal8,49,111,ideal8,0,0
In112_base,49,112,base,0,0
In112_rsig,49,112,rsig,0,0
In112_ideal6,49,112,ideal6,0,0
In112_ideal7,49,112,ideal7,0,0
In112_ideal8,49,112,ideal8,0,0
In113_base,49,113,base,0,0
In113_rsig,49,113,rsig,0,0
In113_ideal6,49,113,ideal6,0,0
In113_ideal7,49,113,ideal7,0,0
In113_ideal8,49,113,ideal8,0,0
In114_base,49,114,base,0,0
In114_rsig,49,114,rsig,0,0
In114_ideal6,49,114,ideal6,0,0
In114_ideal7,49,114,ideal7,0,0
In114_ideal8,49,114,ideal8,0,0
In115_base,49,115,base,0,0
In115_rsig,49,115,rsig,0,0
In115_r101,49,115,r101,0,0
In115_ideal6,49,115,ideal6,0,0
In115_ideal7,49,115,ideal7,0,0
In115_ideal8,49,115,ideal8,0,0
In116_base,49,116,base,0,0
In116_rsig,49,116,rsig,0,0
In116_ideal6,49,116,ideal6,0,0
In116_ideal7,49,116,ideal7,0,0
In116_ideal8,49,116,ideal8,0,0
In117_base,49,117,base,0,0
In117_rsig,49,117,rsig,0,0
In117_ideal6,49,117,ideal6,0,0
In117_ideal7,49,117,ideal7,0,0
In117_ideal8,49,117,ideal8,0,0
In118_base,49,118,base,0,0
In118_rsig,49,118,rsig,0,0
In118_ideal6,49,118,ideal6,0,0
In118_ideal7,49,118,ideal7,0,0
In118_ideal8,49,118,ideal8,0,0
In119_base,49,119,base,0,0
In119_rsig,49,119,rsig,0,0
In119_ideal6,49,119,ideal6,0,0
In119_ideal7,49,119,ideal7,0,0
In119_ideal8,49,119,ideal8,0,0
In120_base,49,120,base,0,0
In120_rsig,49,120,rsig,0,0
In120_ideal6,49,120,ideal6,0,0
In120_ideal7,49,120,ideal7,0,0
In120_ideal8,49,120,ideal8,0,0
In121_base,49,121,base,0,0
In121_rsig,49,121,rsig,0,0
In121_ideal6,49,121,ideal6,0,0
In121_ideal7,49,121,ideal7,0,0
In121_ideal8,49,121,ideal8,0,0
In122_base,49,122,base,0,0
In122_rsig,49,122,rsig,0,0
In122_ideal6,49,122,ideal6,0,0
In122_ideal7,49,122,ideal7,0,0
In122_ideal8,49,122,ideal8,0,0
In123_base,49,123,base,0,0
In123_rsig,49,123,rsig,0,0
In123_ideal6,49,123,ideal6,0,0
In123_ideal7,49,123,ideal7,0,0
In123_ideal8,49,123,ideal8,0,0
In124_base,49,124,base,0,0
In124_rsig,49,124,rsig,0,0
In124_ideal6,49,124,ideal6,0,0
In124_ideal7,49,124,ideal7,0,0
In124_ideal8,49,124,ideal8,0,0
In125_base,49,125,base,0,0
In125_rsig,49,125,rsig,0,0
In125_ideal6,49,125,ideal6,0,0
In125_ideal7,49,125,ideal7,0,0
In125_ideal8,49,125,ideal8,0,0
In126_base,49,126,base,0,0
In126_rsig,49,126,rsig,0,0
In126_ideal6,49,126,ideal6,0,0
In126_ideal7,49,126,ideal7,0,0
In126_ideal8,49,126,ideal8,0,0
In127_base,49,127,base,0,0
In127_rsig,49,127,rsig,0,0
In127_ideal6,49,127,ideal6,0,0
In127_ideal7,49,127,ideal7,0,0
In127_ideal8,49,127,ideal8,0,0
Sn108_base,50,108,base,0,0
Sn108_rsig,50,108,rsig,0,0
Sn108_ideal6,50,108,ideal6,0,0
Sn108_ideal7,50,108,ideal7,0,0
Sn108_ideal8,50,108,ideal8,0,0
Sn109_base,50,109,base,0,0
Sn109_rsig,50,109,rsig,0,0
Sn109_ideal6,50,109,ideal6,0,0
Sn109_ideal7,50,109,ideal7,0,0
Sn109_ideal8,50,109,ideal8,0,0
Sn110_base,50,110,base,0,0
Sn110_rsig,50,110,rsig,0,0
Sn110_ideal6,50,110,ideal6,0,0
Sn110_ideal7,50,110,ideal7,0,0
Sn110_ideal8,50,110,ideal8,0,0
Sn111_base,50,111,base,0,0
Sn111_rsig,50,111,rsig,0,0
Sn111_ideal6,50,111,ideal6,0,0
Sn111_ideal7,50,111,ideal7,0,0
Sn111_ideal8,50,111,ideal8,0,0
Sn112_base,50,112,base,0,0
Sn112_rsig,50,112,rsig,0,0
Sn112_ideal6,50,112,ideal6,0,0
Sn112_ideal7,50,112,ideal7,0,0
Sn112_ideal8,50,112,ideal8,0,0
Sn113_base,50,113,base,0,0
Sn113_rsig,50,113,rsig,0,0
Sn113_ideal6,50,113,ideal6,0,0
Sn113_ideal7,50,113,ideal7,0,0
Sn113_ideal8,50,113,ideal8,0,0
Sn114_base,50,114,base,0,0
Sn114_rsig,50,114,rsig,0,0
Sn114_ideal6,50,114,ideal6,0,0
Sn114_ideal7,50,114,ideal7,0,0
Sn114_ideal8,50,114,ideal8,0,0
Sn115_base,50,115,base,0,0
Sn115_rsig,50,115,rsig,0,0
Sn115_ideal6,50,115,ideal6,0,0
Sn115_ideal7,50,115,ideal7,0,0
Sn115_ideal8,50,115,ideal8,0,0
Sn116_base,50,116,base,0,0
Sn116_rsig,50,116,rsig,0,0
Sn116_ideal6,50,116,ideal6,0,0
Sn116_ideal7,50,116,ideal7,0,0
Sn116_ideal8,50,116,ideal8,0,0
Sn117_base,50,117,base,0,0
Sn117_rsig,50,117,rsig,0,0
Sn117_ideal6,50,117,ideal6,0,0
Sn117_ideal7,50,117,ideal7,0,0
Sn117_ideal8,50,117,ideal8,0,0
Sn118_base,50,118,base,0,0
Sn118_rsig,50,118,rsig,0,0
Sn118_ideal6,50,118,ideal6,0,0
Sn118_ideal7,50,118,ideal7,0,0
Sn118_ideal8,50,118,ideal8,0,0
Sn119_base,50,119,base,0,0
Sn119_rsig,50,119,rsig,0,0
Sn119_ideal6,50,119,ideal6,0,0
Sn119_ideal7,50,119,ideal7,0,0
Sn119_ideal8,50,119,ideal8,0,0
Sn120_base,50,120,base,0,0
Sn120_rsig,50,120,rsig,0,0
Sn120_ideal6,50,120,ideal6,0,0
Sn120_ideal7,50,120,ideal7,0,0
Sn120_ideal8,50,120,ideal8,0,0
Sn121_base,50,121,base,0,0
Sn121_rsig,50,121,rsig,0,0
Sn121_ideal6,50,121,ideal6,0,0
Sn121_ideal7,50,121,ideal7,0,0
Sn121_ideal8,50,121,ideal8,0,0
Sn122_base,50,122,base,0,0
Sn122_rsig,50,122,rsig,0,0
Sn122_ideal6,50,122,ideal6,0,0
Sn122_ideal7,50,122,ideal7,0,0
Sn122_ideal8,50,122,ideal8,0,0
Sn123_base,50,123,base,0,0
Sn123_rsig,50,123,rsig,0,0
Sn123_ideal6,50,123,ideal6,0,0
Sn123_ideal7,50,123,ideal7,0,0
Sn123_ideal8,50,123,ideal8,0,0
Sn124_base,50,124,base,0,0
Sn124_rsig,50,124,rsig,0,0
Sn124_ideal6,50,124,ideal6,0,0
Sn124_ideal7,50,124,ideal7,0,0
Sn124_ideal8,50,124,ideal8,0,0
Sn125_base,50,125,base,0,0
Sn125_rsig,50,125,rsig,0,0
Sn125_ideal6,50,125,ideal6,0,0
Sn125_ideal7,50,125,ideal7,0,0
Sn125_ideal8,50,125,ideal8,0,0
Sn126_base,50,126,base,0,0
Sn126_rsig,50,126,rsig,0,0
Sn126_ideal6,50,126,ideal6,0,0
Sn126_ideal7,50,126,ideal7,0,0
Sn126_ideal8,50,126,ideal8,0,0
Sn127_base,50,127,base,0,0
Sn127_rsig,50,127,rsig,0,0
Sn127_ideal6,50,127,ideal6,0,0
Sn127_ideal7,50,127,ideal7,0,0
Sn127_ideal8,50,127,ideal8,0,0
Sn128_base,50,128,base,0,0
Sn128_rsig,50,128,rsig,0,0
Sn128_ideal6,50,128,ideal6,0,0
Sn128_ideal7,50,128,ideal7,0,0
Sn128_ideal8,50,128,ideal8,0,0
Sn129_base,50,129,base,0,0
Sn129_rsig,50,129,rsig,0,0
Sn129_ideal6,50,129,ideal6,0,0
Sn129_ideal7,50,129,ideal7,0,0
Sn129_ideal8,50,129,ideal8,0,0
Sn130_base,50,130,base,0,0
Sn130_rsig,50,130,rsig,0,0
Sn130_ideal6,50,130,ideal6,0,0
Sn130_ideal7,50,130,ideal7,0,0
Sn130_ideal8,50,130,ideal8,0,0
Sn131_base,50,131,base,0,0
Sn131_rsig,50,131,rsig,0,0
Sn131_ideal6,50,131,ideal6,0,0
Sn131_ideal7,50,131,ideal7,0,0
Sn131_ideal8,50,131,ideal8,0,0
Sn132_base,50,132,base,0,0
Sn132_rsig,50,132,rsig,0,0
Sn132_ideal6,50,132,ideal6,0,0
Sn132_ideal7,50,132,ideal7,0,0
Sn132_ideal8,50,132,ideal8,0,0
Sb121_base,51,121,base,0,0
Sb121_rsig,51,121,rsig,0,0
Sb121_ideal6,51,121,ideal6,0,0
Sb121_ideal7,51,121,ideal7,0,0
Sb121_ideal8,51,121,ideal8,0,0
Sb123_base,51,123,base,0,0
Sb123_rsig,51,123,rsig,0,0
Sb123_ideal6,51,123,ideal6,0,0
Sb123_ideal7,51,123,ideal7,0,0
Sb123_ideal8,51,123,ideal8,0,0
Te116_base,52,116,base,0,0
Te116_rsig,52,116,rsig,0,0
Te116_ideal6,52,116,ideal6,0,0
Te116_ideal7,52,116,ideal7,0,0
Te116_ideal8,52,116,ideal8,0,0
Te118_base,52,118,base,0,0
Te118_rsig,52,118,rsig,0,0
Te118_ideal6,52,118,ideal6,0,0
Te118_ideal7,52,118,ideal7,0,0
Te118_ideal8,52,118,ideal8,0,0
Te120_base,52,120,base,0,0
Te120_rsig,52,120,rsig,0,0
Te120_ideal6,52,120,ideal6,0,0
Te120_ideal7,52,120,ideal7,0,0
Te120_ideal8,52,120,ideal8,0,0
Te122_base,52,122,base,0,0
Te122_rsig,52,122,rsig,0,0
Te122_ideal6,52,122,ideal6,0,0
Te122_ideal7,52,122,ideal7,0,0
Te122_ideal8,52,122,ideal8,0,0
Te123_base,52,123,base,0,0
Te123_rsig,52,123,rsig,0,0
Te123_ideal6,52,123,ideal6,0,0
Te123_ideal7,52,123,ideal7,0,0
Te123_ideal8,52,123,ideal8,0,0
Te124_base,52,124,base,0,0
Te124_rsig,52,124,rsig,0,0
Te124_ideal6,52,124,ideal6,0,0
Te124_ideal7,52,124,ideal7,0,0
Te124_ideal8,52,124,ideal8,0,0
Te125_base,52,125,base,0,0
Te125_rsig,52,125,rsig,0,0
Te125_ideal6,52,125,ideal6,0,0
Te125_ideal7,52,125,ideal7,0,0
Te125_ideal8,52,125,ideal8,0,0
Te126_base,52,126,base,0,0
Te126_rsig,52,126,rsig,0,0
Te126_ideal6,52,126,ideal6,0,0
Te126_ideal7,52,126,ideal7,0,0
Te126_ideal8,52,126,ideal8,0,0
Te128_base,52,128,base,0,0
Te128_rsig,52,128,rsig,0,0
Te128_ideal6,52,128,ideal6,0,0
Te128_ideal7,52,128,ideal7,0,0
Te128_ideal8,52,128,ideal8,0,0
Te130_base,52,130,base,0,0
Te130_rsig,52,130,rsig,0,0
Te130_ideal6,52,130,ideal6,0,0
Te130_ideal7,52,130,ideal7,0,0
Te130_ideal8,52,130,ideal8,0,0
Te132_base,52,132,base,0,0
Te132_rsig,52,132,rsig,0,0
Te132_ideal6,52,132,ideal6,0,0
Te132_ideal7,52,132,ideal7,0,0
Te132_ideal8,52,132,ideal8,0,0
Te134_base,52,134,base,0,0
Te134_rsig,52,134,rsig,0,0
Te134_ideal6,52,134,ideal6,0,0
Te134_ideal7,52,134,ideal7,0,0
Te134_ideal8,52,134,ideal8,0,0
Te136_base,52,136,base,0,0
Te136_rsig,52,136,rsig,0,0
Te136_ideal6,52,136,ideal6,0,0
Te136_ideal7,52,136,ideal7,0,0
Te136_ideal8,52,136,ideal8,0,0
I127_base,53,127,base,0,0
I127_rsig,53,127,rsig,0,0
I127_r101,53,127,r101,0,0
I127_ideal6,53,127,ideal6,0,0
I127_ideal7,53,127,ideal7,0,0
I127_ideal8,53,127,ideal8,0,0
Xe116_base,54,116,base,0,0
Xe116_rsig,54,116,rsig,0,0
Xe116_ideal6,54,116,ideal6,0,0
Xe116_ideal7,54,116,ideal7,0,0
Xe116_ideal8,54,116,ideal8,0,0
Xe118_base,54,118,base,0,0
Xe118_rsig,54,118,rsig,0,0
Xe118_ideal6,54,118,ideal6,0,0
Xe118_ideal7,54,118,ideal7,0,0
Xe118_ideal8,54,118,ideal8,0,0
Xe120_base,54,120,base,0,0
Xe120_rsig,54,120,rsig,0,0
Xe120_ideal6,54,120,ideal6,0,0
Xe120_ideal7,54,120,ideal7,0,0
Xe120_ideal8,54,120,ideal8,0,0
Xe122_base,54,122,base,0,0
Xe122_rsig,54,122,rsig,0,0
Xe122_ideal6,54,122,ideal6,0,0
Xe122_ideal7,54,122,ideal7,0,0
Xe122_ideal8,54,122,ideal8,0,0
Xe124_base,54,124,base,0,0
Xe124_rsig,54,124,rsig,0,0
Xe124_ideal6,54,124,ideal6,0,0
Xe124_ideal7,54,124,ideal7,0,0
Xe124_ideal8,54,124,ideal8,0,0
Xe126_base,54,126,base,0,0
Xe126_rsig,54,126,rsig,0,0
Xe126_ideal6,54,126,ideal6,0,0
Xe126_ideal7,54,126,ideal7,0,0
Xe126_ideal8,54,126,ideal8,0,0
Xe127_base,54,127,base,0,0
Xe127_rsig,54,127,rsig,0,0
Xe127_ideal6,54,127,ideal6,0,0
Xe127_ideal7,54,127,ideal7,0,0
Xe127_ideal8,54,127,ideal8,0,0
Xe128_base,54,128,base,0,0
Xe128_rsig,54,128,rsig,0,0
Xe128_ideal6,54,128,ideal6,0,0
Xe128_ideal7,54,128,ideal7,0,0
Xe128_ideal8,54,128,ideal8,0,0
Xe129_base,54,129,base,0,0
Xe129_rsig,54,129,rsig,0,0
Xe129_ideal6,54,129,ideal6,0,0
Xe129_ideal7,54,129,ideal7,0,0
Xe129_ideal8,54,129,ideal8,0,0
Xe130_base,54,130,base,0,0
Xe130_rsig,54,130,rsig,0,0
Xe130_ideal6,54,130,ideal6,0,0
Xe130_ideal7,54,130,ideal7,0,0
Xe130_ideal8,54,130,ideal8,0,0
Xe131_base,54,131,base,0,0
Xe131_rsig,54,131,rsig,0,0
Xe131_ideal6,54,131,ideal6,0,0
Xe131_ideal7,54,131,ideal7,0,0
Xe131_ideal8,54,131,ideal8,0,0
Xe132_base,54,132,base,0,0
Xe132_rsig,54,132,rsig,0,0
Xe132_ideal6,54,132,ideal6,0,0
Xe132_ideal7,54,132,ideal7,0,0
Xe132_ideal8,54,132,ideal8,0,0
Xe133_base,54,133,base,0,0
Xe133_rsig,54,133,rsig,0,0
Xe133_ideal6,54,133,ideal6,0,0
Xe133_ideal7,54,133,ideal7,0,0
Xe133_ideal8,54,133,ideal8,0,0
Xe134_base,54,134,base,0,0
Xe134_rsig,54,134,rsig,0,0
Xe134_ideal6,54,134,ideal6,0,0
Xe134_ideal7,54,134,ideal7,0,0
Xe134_ideal8,54,134,ideal8,0,0
Xe136_base,54,136,base,0,0
Xe136_rsig,54,136,rsig,0,0
Xe136_ideal6,54,136,ideal6,0,0
Xe136_ideal7,54,136,ideal7,0,0
Xe136_ideal8,54,136,ideal8,0,0
Xe137_base,54,137,base,0,0
