run,Z,A,setting,state,n,l,s,binding_eV,total_eV
Al27_g0u0800,13,27,g0u0800,P10,6,5,0,-13153.1,1.05203e+08
Al27_g0u0800,13,27,g0u0800,P11,6,5,1,-13152.4,1.05203e+08
Al27_g0u0800,13,27,g0u0800,Q12,7,6,0,-9662.94,1.05206e+08
Al27_g0u0800,13,27,g0u0800,Q13,7,6,1,-9662.65,1.05206e+08
Al27_g0u0800,13,27,g0u0800,R14,8,7,0,-7397.99,1.05209e+08
Al27_g0u0800,13,27,g0u0800,R15,8,7,1,-7397.85,1.05209e+08
Al27_g0u0900,13,27,g0u0900,K1,1,0,1,-465619,1.0475e+08
Al27_g0u0900,13,27,g0u0900,L2,2,1,0,-118959,1.05097e+08
Al27_g0u0900,13,27,g0u0900,L3,2,1,1,-118691,1.05097e+08
Al27_g0u0900,13,27,g0u0900,M4,3,2,0,-52687.7,1.05163e+08
Al27_g0u0900,13,27,g0u0900,M5,3,2,1,-52661.2,1.05163e+08
Al27_g0u0900,13,27,g0u0900,N6,4,3,0,-29608.2,1.05186e+08
Al27_g0u0900,13,27,g0u0900,N7,4,3,1,-29602.7,1.05186e+08
Al27_g0u0900,13,27,g0u0900,O8,5,4,0,-18942.8,1.05197e+08
Al27_g0u0900,13,27,g0u0900,O9,5,4,1,-18941.1,1.05197e+08
Al27_g0u0900,13,27,g0u0900,P10,6,5,0,-13153.1,1.05203e+08
Al27_g0u0900,13,27,g0u0900,P11,6,5,1,-13152.4,1.05203e+08
Al27_g0u0900,13,27,g0u0900,Q12,7,6,0,-9662.94,1.05206e+08
Al27_g0u0900,13,27,g0u0900,Q13,7,6,1,-9662.65,1.05206e+08
Al27_g0u0900,13,27,g0u0900,R14,8,7,0,-7397.99,1.05209e+08
Al27_g0u0900,13,27,g0u0900,R15,8,7,1,-7397.85,1.05209e+08
Al27_g0u1000,13,27,g0u1000,K1,1,0,1,-465619,1.0475e+08
Al27_g0u1000,13,27,g0u1000,L2,2,1,0,-118959,1.05097e+08
Al27_g0u1000,13,27,g0u1000,L3,2,1,1,-118691,1.05097e+08
Al27_g0u1000,13,27,g0u1000,M4,3,2,0,-52687.7,1.05163e+08
Al27_g0u1000,13,27,g0u1000,M5,3,2,1,-52661.2,1.05163e+08
Al27_g0u1000,13,27,g0u1000,N6,4,3,0,-29608.2,1.05186e+08
Al27_g0u1000,13,27,g0u1000,N7,4,3,1,-29602.7,1.05186e+08
Al27_g0u1000,13,27,g0u1000,O8,5,4,0,-18942.8,1.05197e+08
Al27_g0u1000,13,27,g0u1000,O9,5,4,1,-18941.1,1.05197e+08
Al27_g0u1000,13,27,g0u1000,P10,6,5,0,-13153.1,1.05203e+08
Al27_g0u1000,13,27,g0u1000,P11,6,5,1,-13152.4,1.05203e+08
Al27_g0u1000,13,27,g0u1000,Q12,7,6,0,-9662.94,1.05206e+08
Al27_g0u1000,13,27,g0u1000,Q13,7,6,1,-9662.65,1.05206e+08
Al27_g0u1000,13,27,g0u1000,R14,8,7,0,-7397.99,1.05209e+08
Al27_g0u1000,13,27,g0u1000,R15,8,7,1,-7397.85,1.05209e+08
Al27_g0u1100,13,27,g0u1100,K1,1,0,1,-465619,1.0475e+08
Al27_g0u1100,13,27,g0u1100,L2,2,1,0,-118959,1.05097e+08
Al27_g0u1100,13,27,g0u1100,L3,2,1,1,-118691,1.05097e+08
Al27_g0u1100,13,27,g0u1100,M4,3,2,0,-52687.7,1.05163e+08
Al27_g0u1100,13,27,g0u1100,M5,3,2,1,-52661.2,1.05163e+08
Al27_g0u1100,13,27,g0u1100,N6,4,3,0,-29608.2,1.05186e+08
Al27_g0u1100,13,27,g0u1100,N7,4,3,1,-29602.7,1.05186e+08
Al27_g0u1100,13,27,g0u1100,O8,5,4,0,-18942.8,1.05197e+08
Al27_g0u1100,13,27,g0u1100,O9,5,4,1,-18941.1,1.05197e+08
Al27_g0u1100,13,27,g0u1100,P10,6,5,0,-13153.1,1.05203e+08
Al27_g0u1100,13,27,g0u1100,P11,6,5,1,-13152.4,1.05203e+08
Al27_g0u1100,13,27,g0u1100,Q12,7,6,0,-9662.94,1.05206e+08
Al27_g0u1100,13,27,g0u1100,Q13,7,6,1,-9662.65,1.05206e+08
Al27_g0u1100,13,27,g0u1100,R14,8,7,0,-7397.99,1.05209e+08
Al27_g0u1100,13,27,g0u1100,R15,8,7,1,-7397.85,1.05209e+08
Al27_g0u1200,13,27,g0u1200,K1,1,0,1,-465619,1.0475e+08
Al27_g0u1200,13,27,g0u1200,L2,2,1,0,-118959,1.05097e+08
Al27_g0u1200,13,27,g0u1200,L3,2,1,1,-118691,1.05097e+08
Al27_g0u1200,13,27,g0u1200,M4,3,2,0,-52687.7,1.05163e+08
Al27_g0u1200,13,27,g0u1200,M5,3,2,1,-52661.2,1.05163e+08
Al27_g0u1200,13,27,g0u1200,N6,4,3,0,-29608.2,1.05186e+08
Al27_g0u1200,13,27,g0u1200,N7,4,3,1,-29602.7,1.05186e+08
Al27_g0u1200,13,27,g0u1200,O8,5,4,0,-18942.8,1.05197e+08
Al27_g0u1200,13,27,g0u1200,O9,5,4,1,-18941.1,1.05197e+08
Al27_g0u1200,13,27,g0u1200,P10,6,5,0,-13153.1,1.05203e+08
Al27_g0u1200,13,27,g0u1200,P11,6,5,1,-13152.4,1.05203e+08
Al27_g0u1200,13,27,g0u1200,Q12,7,6,0,-9662.94,1.05206e+08
Al27_g0u1200,13,27,g0u1200,Q13,7,6,1,-9662.65,1.05206e+08
Al27_g0u1200,13,27,g0u1200,R14,8,7,0,-7397.99,1.05209e+08
Al27_g0u1200,13,27,g0u1200,R15,8,7,1,-7397.85,1.05209e+08
Al27_g0u1300,13,27,g0u1300,K1,1,0,1,-465619,1.0475e+08
Al27_g0u1300,13,27,g0u1300,L2,2,1,0,-118959,1.05097e+08
Al27_g0u1300,13,27,g0u1300,L3,2,1,1,-118691,1.05097e+08
Al27_g0u1300,13,27,g0u1300,M4,3,2,0,-52687.7,1.05163e+08
Al27_g0u1300,13,27,g0u1300,M5,3,2,1,-52661.2,1.05163e+08
Al27_g0u1300,13,27,g0u1300,N6,4,3,0,-29608.2,1.05186e+08
Al27_g0u1300,13,27,g0u1300,N7,4,3,1,-29602.7,1.05186e+08
Al27_g0u1300,13,27,g0u1300,O8,5,4,0,-18942.8,1.05197e+08
Al27_g0u1300,13,27,g0u1300,O9,5,4,1,-18941.1,1.05197e+08
Al27_g0u1300,13,27,g0u1300,P10,6,5,0,-13153.1,1.05203e+08
Al27_g0u1300,13,27,g0u1300,P11,6,5,1,-13152.4,1.05203e+08
Al27_g0u1300,13,27,g0u1300,Q12,7,6,0,-9662.94,1.05206e+08
Al27_g0u1300,13,27,g0u1300,Q13,7,6,1,-9662.65,1.05206e+08
Al27_g0u1300,13,27,g0u1300,R14,8,7,0,-7397.99,1.05209e+08
Al27_g0u1300,13,27,g0u1300,R15,8,7,1,-7397.85,1.05209e+08
Al27_g0u1400,13,27,g0u1400,K1,1,0,1,-465619,1.0475e+08
Al27_g0u1400,13,27,g0u1400,L2,2,1,0,-118959,1.05097e+08
Al27_g0u1400,13,27,g0u1400,L3,2,1,1,-118691,1.05097e+08
Al27_g0u1400,13,27,g0u1400,M4,3,2,0,-52687.7,1.05163e+08
Al27_g0u1400,13,27,g0u1400,M5,3,2,1,-52661.2,1.05163e+08
Al27_g0u1400,13,27,g0u1400,N6,4,3,0,-29608.2,1.05186e+08
Al27_g0u1400,13,27,g0u1400,N7,4,3,1,-29602.7,1.05186e+08
Al27_g0u1400,13,27,g0u1400,O8,5,4,0,-18942.8,1.05197e+08
Al27_g0u1400,13,27,g0u1400,O9,5,4,1,-18941.1,1.05197e+08
Al27_g0u1400,13,27,g0u1400,P10,6,5,0,-13153.1,1.05203e+08
Al27_g0u1400,13,27,g0u1400,P11,6,5,1,-13152.4,1.05203e+08
Al27_g0u1400,13,27,g0u1400,Q12,7,6,0,-9662.94,1.05206e+08
Al27_g0u1400,13,27,g0u1400,Q13,7,6,1,-9662.65,1.05206e+08
Al27_g0u1400,13,27,g0u1400,R14,8,7,0,-7397.99,1.05209e+08
Al27_g0u1400,13,27,g0u1400,R15,8,7,1,-7397.85,1.05209e+08
Al27_g0u1500,13,27,g0u1500,K1,1,0,1,-465619,1.0475e+08
Al27_g0u1500,13,27,g0u1500,L2,2,1,0,-118959,1.05097e+08
Al27_g0u1500,13,27,g0u1500,L3,2,1,1,-118691,1.05097e+08
Al27_g0u1500,13,27,g0u1500,M4,3,2,0,-52687.7,1.05163e+08
Al27_g0u1500,13,27,g0u1500,M5,3,2,1,-52661.2,1.05163e+08
Al27_g0u1500,13,27,g0u1500,N6,4,3,0,-29608.2,1.05186e+08
Al27_g0u1500,13,27,g0u1500,N7,4,3,1,-29602.7,1.05186e+08
Al27_g0u1500,13,27,g0u1500,O8,5,4,0,-18942.8,1.05197e+08
Al27_g0u1500,13,27,g0u1500,O9,5,4,1,-18941.1,1.05197e+08
Al27_g0u1500,13,27,g0u1500,P10,6,5,0,-13153.1,1.05203e+08
Al27_g0u1500,13,27,g0u1500,P11,6,5,1,-13152.4,1.05203e+08
Al27_g0u1500,13,27,g0u1500,Q12,7,6,0,-9662.94,1.05206e+08
Al27_g0u1500,13,27,g0u1500,Q13,7,6,1,-9662.65,1.05206e+08
Al27_g0u1500,13,27,g0u1500,R14,8,7,0,-7397.99,1.05209e+08
Al27_g0u1500,13,27,g0u1500,R15,8,7,1,-7397.85,1.05209e+08
Al27_g0u1600,13,27,g0u1600,K1,1,0,1,-465619,1.0475e+08
Al27_g0u1600,13,27,g0u1600,L2,2,1,0,-118959,1.05097e+08
Al27_g0u1600,13,27,g0u1600,L3,2,1,1,-118691,1.05097e+08
Al27_g0u1600,13,27,g0u1600,M4,3,2,0,-52687.7,1.05163e+08
Al27_g0u1600,13,27,g0u1600,M5,3,2,1,-52661.2,1.05163e+08
Al27_g0u1600,13,27,g0u1600,N6,4,3,0,-29608.2,1.05186e+08
Al27_g0u1600,13,27,g0u1600,N7,4,3,1,-29602.7,1.05186e+08
Al27_g0u1600,13,27,g0u1600,O8,5,4,0,-18942.8,1.05197e+08
Al27_g0u1600,13,27,g0u1600,O9,5,4,1,-18941.1,1.05197e+08
Al27_g0u1600,13,27,g0u1600,P10,6,5,0,-13153.1,1.05203e+08
Al27_g0u1600,13,27,g0u1600,P11,6,5,1,-13152.4,1.05203e+08
Al27_g0u1600,13,27,g0u1600,Q12,7,6,0,-9662.94,1.05206e+08
Al27_g0u1600,13,27,g0u1600,Q13,7,6,1,-9662.65,1.05206e+08
Al27_g0u1600,13,27,g0u1600,R14,8,7,0,-7397.99,1.05209e+08
Al27_g0u1600,13,27,g0u1600,R15,8,7,1,-7397.85,1.05209e+08
Al27_g0u1700,13,27,g0u1700,K1,1,0,1,-465619,1.0475e+08
Al27_g0u1700,13,27,g0u1700,L2,2,1,0,-118959,1.05097e+08
Al27_g0u1700,13,27,g0u1700,L3,2,1,1,-118691,1.05097e+08
Al27_g0u1700,13,27,g0u1700,M4,3,2,0,-52687.7,1.05163e+08
Al27_g0u1700,13,27,g0u1700,M5,3,2,1,-52661.2,1.05163e+08
Al27_g0u1700,13,27,g0u1700,N6,4,3,0,-29608.2,1.05186e+08
Al27_g0u1700,13,27,g0u1700,N7,4,3,1,-29602.7,1.05186e+08
Al27_g0u1700,13,27,g0u1700,O8,5,4,0,-18942.8,1.05197e+08
Al27_g0u1700,13,27,g0u1700,O9,5,4,1,-18941.1,1.05197e+08
Al27_g0u1700,13,27,g0u1700,P10,6,5,0,-13153.1,1.05203e+08
Al27_g0u1700,13,27,g0u1700,P11,6,5,1,-13152.4,1.05203e+08
Al27_g0u1700,13,27,g0u1700,Q12,7,6,0,-9662.94,1.05206e+08
Al27_g0u1700,13,27,g0u1700,Q13,7,6,1,-9662.65,1.05206e+08
Al27_g0u1700,13,27,g0u1700,R14,8,7,0,-7397.99,1.05209e+08
Al27_g0u1700,13,27,g0u1700,R15,8,7,1,-7397.85,1.05209e+08
Al27_g0u1800,13,27,g0u1800,K1,1,0,1,-465619,1.0475e+08
Al27_g0u1800,13,27,g0u1800,L2,2,1,0,-118959,1.05097e+08
Al27_g0u1800,13,27,g0u1800,L3,2,1,1,-118691,1.05097e+08
Al27_g0u1800,13,27,g0u1800,M4,3,2,0,-52687.7,1.05163e+08
Al27_g0u1800,13,27,g0u1800,M5,3,2,1,-52661.2,1.05163e+08
Al27_g0u1800,13,27,g0u1800,N6,4,3,0,-29608.2,1.05186e+08
Al27_g0u1800,13,27,g0u1800,N7,4,3,1,-29602.7,1.05186e+08
Al27_g0u1800,13,27,g0u1800,O8,5,4,0,-18942.8,1.05197e+08
Al27_g0u1800,13,27,g0u1800,O9,5,4,1,-18941.1,1.05197e+08
Al27_g0u1800,13,27,g0u1800,P10,6,5,0,-13153.1,1.05203e+08
Al27_g0u1800,13,27,g0u1800,P11,6,5,1,-13152.4,1.05203e+08
Al27_g0u1800,13,27,g0u1800,Q12,7,6,0,-9662.94,1.05206e+08
Al27_g0u1800,13,27,g0u1800,Q13,7,6,1,-9662.65,1.05206e+08
Al27_g0u1800,13,27,g0u1800,R14,8,7,0,-7397.99,1.05209e+08
Al27_g0u1800,13,27,g0u1800,R15,8,7,1,-7397.85,1.05209e+08
Al27_g0u1900,13,27,g0u1900,K1,1,0,1,-465619,1.0475e+08
Al27_g0u1900,13,27,g0u1900,L2,2,1,0,-118959,1.05097e+08
Al27_g0u1900,13,27,g0u1900,L3,2,1,1,-118691,1.05097e+08
Al27_g0u1900,13,27,g0u1900,M4,3,2,0,-52687.7,1.05163e+08
Al27_g0u1900,13,27,g0u1900,M5,3,2,1,-52661.2,1.05163e+08
Al27_g0u1900,13,27,g0u1900,N6,4,3,0,-29608.2,1.05186e+08
Al27_g0u1900,13,27,g0u1900,N7,4,3,1,-29602.7,1.05186e+08
Al27_g0u1900,13,27,g0u1900,O8,5,4,0,-18942.8,1.05197e+08
Al27_g0u1900,13,27,g0u1900,O9,5,4,1,-18941.1,1.05197e+08
Al27_g0u1900,13,27,g0u1900,P10,6,5,0,-13153.1,1.05203e+08
Al27_g0u1900,13,27,g0u1900,P11,6,5,1,-13152.4,1.05203e+08
Al27_g0u1900,13,27,g0u1900,Q12,7,6,0,-9662.94,1.05206e+08
Al27_g0u1900,13,27,g0u1900,Q13,7,6,1,-9662.65,1.05206e+08
Al27_g0u1900,13,27,g0u1900,R14,8,7,0,-7397.99,1.05209e+08
Al27_g0u1900,13,27,g0u1900,R15,8,7,1,-7397.85,1.05209e+08
Al27_g0u2000,13,27,g0u2000,K1,1,0,1,-465619,1.0475e+08
Al27_g0u2000,13,27,g0u2000,L2,2,1,0,-118959,1.05097e+08
Al27_g0u2000,13,27,g0u2000,L3,2,1,1,-118691,1.05097e+08
Al27_g0u2000,13,27,g0u2000,M4,3,2,0,-52687.7,1.05163e+08
Al27_g0u2000,13,27,g0u2000,M5,3,2,1,-52661.2,1.05163e+08
Al27_g0u2000,13,27,g0u2000,N6,4,3,0,-29608.2,1.05186e+08
Al27_g0u2000,13,27,g0u2000,N7,4,3,1,-29602.7,1.05186e+08
Al27_g0u2000,13,27,g0u2000,O8,5,4,0,-18942.8,1.05197e+08
Al27_g0u2000,13,27,g0u2000,O9,5,4,1,-18941.1,1.05197e+08
Al27_g0u2000,13,27,g0u2000,P10,6,5,0,-13153.1,1.05203e+08
Al27_g0u2000,13,27,g0u2000,P11,6,5,1,-13152.4,1.05203e+08
Al27_g0u2000,13,27,g0u2000,Q12,7,6,0,-9662.94,1.05206e+08
Al27_g0u2000,13,27,g0u2000,Q13,7,6,1,-9662.65,1.05206e+08
Al27_g0u2000,13,27,g0u2000,R14,8,7,0,-7397.99,1.05209e+08
Al27_g0u2000,13,27,g0u2000,R15,8,7,1,-7397.85,1.05209e+08
Al27_g0u2100,13,27,g0u2100,K1,1,0,1,-465619,1.0475e+08
Al27_g0u2100,13,27,g0u2100,L2,2,1,0,-118959,1.05097e+08
Al27_g0u2100,13,27,g0u2100,L3,2,1,1,-118691,1.05097e+08
Al27_g0u2100,13,27,g0u2100,M4,3,2,0,-52687.7,1.05163e+08
Al27_g0u2100,13,27,g0u2100,M5,3,2,1,-52661.2,1.05163e+08
Al27_g0u2100,13,27,g0u2100,N6,4,3,0,-29608.2,1.05186e+08
Al27_g0u2100,13,27,g0u2100,N7,4,3,1,-29602.7,1.05186e+08
Al27_g0u2100,13,27,g0u2100,O8,5,4,0,-18942.8,1.05197e+08
Al27_g0u2100,13,27,g0u2100,O9,5,4,1,-18941.1,1.05197e+08
Al27_g0u2100,13,27,g0u2100,P10,6,5,0,-13153.1,1.05203e+08
Al27_g0u2100,13,27,g0u2100,P11,6,5,1,-13152.4,1.05203e+08
Al27_g0u2100,13,27,g0u2100,Q12,7,6,0,-9662.94,1.05206e+08
Al27_g0u2100,13,27,g0u2100,Q13,7,6,1,-9662.65,1.05206e+08
Al27_g0u2100,13,27,g0u2100,R14,8,7,0,-7397.99,1.05209e+08
Al27_g0u2100,13,27,g0u2100,R15,8,7,1,-7397.85,1.05209e+08
Al27_g0u2200,13,27,g0u2200,K1,1,0,1,-465619,1.0475e+08
Al27_g0u2200,13,27,g0u2200,L2,2,1,0,-118959,1.05097e+08
Al27_g0u2200,13,27,g0u2200,L3,2,1,1,-118691,1.05097e+08
Al27_g0u2200,13,27,g0u2200,M4,3,2,0,-52687.7,1.05163e+08
Al27_g0u2200,13,27,g0u2200,M5,3,2,1,-52661.2,1.05163e+08
Al27_g0u2200,13,27,g0u2200,N6,4,3,0,-29608.2,1.05186e+08
Al27_g0u2200,13,27,g0u2200,N7,4,3,1,-29602.7,1.05186e+08
Al27_g0u2200,13,27,g0u2200,O8,5,4,0,-18942.8,1.05197e+08
Al27_g0u2200,13,27,g0u2200,O9,5,4,1,-18941.1,1.05197e+08
Al27_g0u2200,13,27,g0u2200,P10,6,5,0,-13153.1,1.05203e+08
Al27_g0u2200,13,27,g0u2200,P11,6,5,1,-13152.4,1.05203e+08
Al27_g0u2200,13,27,g0u2200,Q12,7,6,0,-9662.94,1.05206e+08
Al27_g0u2200,13,27,g0u2200,Q13,7,6,1,-9662.65,1.05206e+08
Al27_g0u2200,13,27,g0u2200,R14,8,7,0,-7397.99,1.05209e+08
Al27_g0u2200,13,27,g0u2200,R15,8,7,1,-7397.85,1.05209e+08
Al27_g0u2300,13,27,g0u2300,K1,1,0,1,-465619,1.0475e+08
Al27_g0u2300,13,27,g0u2300,L2,2,1,0,-118959,1.05097e+08
Al27_g0u2300,13,27,g0u2300,L3,2,1,1,-118691,1.05097e+08
Al27_g0u2300,13,27,g0u2300,M4,3,2,0,-52687.7,1.05163e+08
Al27_g0u2300,13,27,g0u2300,M5,3,2,1,-52661.2,1.05163e+08
Al27_g0u2300,13,27,g0u2300,N6,4,3,0,-29608.2,1.05186e+08
Al27_g0u2300,13,27,g0u2300,N7,4,3,1,-29602.7,1.05186e+08
Al27_g0u2300,13,27,g0u2300,O8,5,4,0,-18942.8,1.05197e+08
Al27_g0u2300,13,27,g0u2300,O9,5,4,1,-18941.1,1.05197e+08
Al27_g0u2300,13,27,g0u2300,P10,6,5,0,-13153.1,1.05203e+08
Al27_g0u2300,13,27,g0u2300,P11,6,5,1,-13152.4,1.05203e+08
Al27_g0u2300,13,27,g0u2300,Q12,7,6,0,-9662.94,1.05206e+08
Al27_g0u2300,13,27,g0u2300,Q13,7,6,1,-9662.65,1.05206e+08
Al27_g0u2300,13,27,g0u2300,R14,8,7,0,-7397.99,1.05209e+08
Al27_g0u2300,13,27,g0u2300,R15,8,7,1,-7397.85,1.05209e+08
Al27_g0u2400,13,27,g0u2400,K1,1,0,1,-465619,1.0475e+08
Al27_g0u2400,13,27,g0u2400,L2,2,1,0,-118959,1.05097e+08
Al27_g0u2400,13,27,g0u2400,L3,2,1,1,-118691,1.05097e+08
Al27_g0u2400,13,27,g0u2400,M4,3,2,0,-52687.7,1.05163e+08
Al27_g0u2400,13,27,g0u2400,M5,3,2,1,-52661.2,1.05163e+08
Al27_g0u2400,13,27,g0u2400,N6,4,3,0,-29608.2,1.05186e+08
Al27_g0u2400,13,27,g0u2400,N7,4,3,1,-29602.7,1.05186e+08
Al27_g0u2400,13,27,g0u2400,O8,5,4,0,-18942.8,1.05197e+08
Al27_g0u2400,13,27,g0u2400,O9,5,4,1,-18941.1,1.05197e+08
Al27_g0u2400,13,27,g0u2400,P10,6,5,0,-13153.1,1.05203e+08
Al27_g0u2400,13,27,g0u2400,P11,6,5,1,-13152.4,1.05203e+08
Al27_g0u2400,13,27,g0u2400,Q12,7,6,0,-9662.94,1.05206e+08
Al27_g0u2400,13,27,g0u2400,Q13,7,6,1,-9662.65,1.05206e+08
Al27_g0u2400,13,27,g0u2400,R14,8,7,0,-7397.99,1.05209e+08
Al27_g0u2400,13,27,g0u2400,R15,8,7,1,-7397.85,1.05209e+08
Al27_g2u1000,13,27,g2u1000,K1,1,0,1,-465619,1.0475e+08
Al27_g2u1000,13,27,g2u1000,L2,2,1,0,-118959,1.05097e+08
Al27_g2u1000,13,27,g2u1000,L3,2,1,1,-118691,1.05097e+08
Al27_g2u1000,13,27,g2u1000,M4,3,2,0,-52687.7,1.05163e+08
Al27_g2u1000,13,27,g2u1000,M5,3,2,1,-52661.2,1.05163e+08
Al27_g2u1000,13,27,g2u1000,N6,4,3,0,-29608.2,1.05186e+08
Al27_g2u1000,13,27,g2u1000,N7,4,3,1,-29602.7,1.05186e+08
Al27_g2u1000,13,27,g2u1000,O8,5,4,0,-18942.8,1.05197e+08
Al27_g2u1000,13,27,g2u1000,O9,5,4,1,-18941.1,1.05197e+08
Al27_g2u1000,13,27,g2u1000,P10,6,5,0,-13153.1,1.05203e+08
Al27_g2u1000,13,27,g2u1000,P11,6,5,1,-13152.4,1.05203e+08
Al27_g2u1000,13,27,g2u1000,Q12,7,6,0,-9662.94,1.05206e+08
Al27_g2u1000,13,27,g2u1000,Q13,7,6,1,-9662.65,1.05206e+08
Al27_g2u1000,13,27,g2u1000,R14,8,7,0,-7397.99,1.05209e+08
Al27_g2u1000,13,27,g2u1000,R15,8,7,1,-7397.85,1.05209e+08
Si28_g0u0050,14,28,g0u0050,K1,1,0,1,-537978,1.04694e+08
Si28_g0u0050,14,28,g0u0050,L2,2,1,0,-138066,1.05094e+08
Si28_g0u0050,14,28,g0u0050,L3,2,1,1,-137706,1.05094e+08
Si28_g0u0050,14,28,g0u0050,M4,3,2,0,-61127.1,1.05171e+08
Si28_g0u0050,14,28,g0u0050,M5,3,2,1,-61091.5,1.05171e+08
Si28_g0u0050,14,28,g0u0050,N6,4,3,0,-34347,1.05197e+08
Si28_g0u0050,14,28,g0u0050,N7,4,3,1,-34339.5,1.05197e+08
Si28_g0u0050,14,28,g0u0050,O8,5,4,0,-21973.5,1.0521e+08
Si28_g0u0050,14,28,g0u0050,O9,5,4,1,-21971.2,1.0521e+08
Si28_g0u0050,14,28,g0u0050,P10,6,5,0,-15257.1,1.05216e+08
Si28_g0u0050,14,28,g0u0050,P11,6,5,1,-15256.2,1.05216e+08
Si28_g0u0050,14,28,g0u0050,Q12,7,6,0,-11208.6,1.05221e+08
Si28_g0u0050,14,28,g0u0050,Q13,7,6,1,-11208.2,1.05221e+08
Si28_g0u0050,14,28,g0u0050,R14,8,7,0,-8581.28,1.05223e+08
Si28_g0u0050,14,28,g0u0050,R15,8,7,1,-8581.08,1.05223e+08
Si28_g0u0100,14,28,g0u0100,K1,1,0,1,-537992,1.04694e+08
Si28_g0u0100,14,28,g0u0100,L2,2,1,0,-138066,1.05094e+08
Si28_g0u0100,14,28,g0u0100,L3,2,1,1,-137707,1.05094e+08
Si28_g0u0100,14,28,g0u0100,M4,3,2,0,-61127.2,1.05171e+08
Si28_g0u0100,14,28,g0u0100,M5,3,2,1,-61091.5,1.05171e+08
Si28_g0u0100,14,28,g0u0100,N6,4,3,0,-34347,1.05197e+08
Si28_g0u0100,14,28,g0u0100,N7,4,3,1,-34339.5,1.05197e+08
Si28_g0u0100,14,28,g0u0100,O8,5,4,0,-21973.5,1.0521e+08
Si28_g0u0100,14,28,g0u0100,O9,5,4,1,-21971.2,1.0521e+08
Si28_g0u0100,14,28,g0u0100,P10,6,5,0,-15257.1,1.05216e+08
Si28_g0u0100,14,28,g0u0100,P11,6,5,1,-15256.2,1.05216e+08
Si28_g0u0100,14,28,g0u0100,Q12,7,6,0,-11208.6,1.05221e+08
Si28_g0u0100,14,28,g0u0100,Q13,7,6,1,-11208.2,1.05221e+08
Si28_g0u0100,14,28,g0u0100,R14,8,7,0,-8581.28,1.05223e+08
Si28_g0u0100,14,28,g0u0100,R15,8,7,1,-8581.08,1.05223e+08
Si28_g0u0150,14,28,g0u0150,K1,1,0,1,-537995,1.04694e+08
Si28_g0u0150,14,28,g0u0150,L2,2,1,0,-138066,1.05094e+08
Si28_g0u0150,14,28,g0u0150,L3,2,1,1,-137707,1.05094e+08
Si28_g0u0150,14,28,g0u0150,M4,3,2,0,-61127.2,1.05171e+08
Si28_g0u0150,14,28,g0u0150,M5,3,2,1,-61091.6,1.05171e+08
Si28_g0u0150,14,28,g0u0150,N6,4,3,0,-34347,1.05197e+08
Si28_g0u0150,14,28,g0u0150,N7,4,3,1,-34339.5,1.05197e+08
Si28_g0u0150,14,28,g0u0150,O8,5,4,0,-21973.5,1.0521e+08
Si28_g0u0150,14,28,g0u0150,O9,5,4,1,-21971.2,1.0521e+08
Si28_g0u0150,14,28,g0u0150,P10,6,5,0,-15257.1,1.05216e+08
Si28_g0u0150,14,28,g0u0150,P11,6,5,1,-15256.2,1.05216e+08
Si28_g0u0150,14,28,g0u0150,Q12,7,6,0,-11208.6,1.05221e+08
Si28_g0u0150,14,28,g0u0150,Q13,7,6,1,-11208.2,1.05221e+08
Si28_g0u0150,14,28,g0u0150,R14,8,7,0,-8581.28,1.05223e+08
Si28_g0u0150,14,28,g0u0150,R15,8,7,1,-8581.08,1.05223e+08
Si28_g0u0200,14,28,g0u0200,K1,1,0,1,-537996,1.04694e+08
Si28_g0u0200,14,28,g0u0200,L2,2,1,0,-138066,1.05094e+08
Si28_g0u0200,14,28,g0u0200,L3,2,1,1,-137707,1.05094e+08
Si28_g0u0200,14,28,g0u0200,M4,3,2,0,-61127.2,1.05171e+08
Si28_g0u0200,14,28,g0u0200,M5,3,2,1,-61091.6,1.05171e+08
Si28_g0u0200,14,28,g0u0200,N6,4,3,0,-34347,1.05197e+08
Si28_g0u0200,14,28,g0u0200,N7,4,3,1,-34339.5,1.05197e+08
Si28_g0u0200,14,28,g0u0200,O8,5,4,0,-21973.5,1.0521e+08
Si28_g0u0200,14,28,g0u0200,O9,5,4,1,-21971.2,1.0521e+08
Si28_g0u0200,14,28,g0u0200,P10,6,5,0,-15257.1,1.05216e+08
Si28_g0u0200,14,28,g0u0200,P11,6,5,1,-15256.2,1.05216e+08
Si28_g0u0200,14,28,g0u0200,Q12,7,6,0,-11208.6,1.05221e+08
Si28_g0u0200,14,28,g0u0200,Q13,7,6,1,-11208.2,1.05221e+08
Si28_g0u0200,14,28,g0u0200,R14,8,7,0,-8581.28,1.05223e+08
Si28_g0u0200,14,28,g0u0200,R15,8,7,1,-8581.08,1.05223e+08
Si28_g0u0250,14,28,g0u0250,K1,1,0,1,-537996,1.04694e+08
Si28_g0u0250,14,28,g0u0250,L2,2,1,0,-138066,1.05094e+08
Si28_g0u0250,14,28,g0u0250,L3,2,1,1,-137707,1.05094e+08
Si28_g0u0250,14,28,g0u0250,M4,3,2,0,-61127.2,1.05171e+08
Si28_g0u0250,14,28,g0u0250,M5,3,2,1,-61091.6,1.05171e+08
Si28_g0u0250,14,28,g0u0250,N6,4,3,0,-34347,1.05197e+08
