run,Z,A,setting,line,delta_e_eV,w12_per_s
Zr90_g0u0500,40,90,g0u0500,N6-O8,102007.777357,2190161966443615.500000
Zr90_g0u0500,40,90,g0u0500,N7-O8,101501.923928,80381905657881.828125
Zr90_g0u0500,40,90,g0u0500,N7-O9,101656.463630,2260832360806409.000000
Zr90_g0u0500,40,90,g0u0500,O8-P10,55217.731490,855354061948812.250000
Zr90_g0u0500,40,90,g0u0500,O9-P10,55063.191788,19327638709670.515625
Zr90_g0u0500,40,90,g0u0500,O9-P11,55122.625455,872686713867943.250000
Zr90_g0u0500,40,90,g0u0500,P10-Q12,33232.892559,387175350692048.062500
Zr90_g0u0500,40,90,g0u0500,P11-Q12,33173.458893,5932609513017.870117
Zr90_g0u0500,40,90,g0u0500,P11-Q13,33200.140892,392573394978259.875000
Zr90_g0u0500,40,90,g0u0500,Q12-R14,21546.093087,195255225136966.812500
Zr90_g0u0500,40,90,g0u0500,Q13-R14,21519.411088,2163070127478.089844
Zr90_g0u0500,40,90,g0u0500,Q13-R15,21532.800844,197245362239865.656250
Zr90_g0u0550,40,90,g0u0550,K1-L2,2515368.349488,250093431454060864.000000
Zr90_g0u0550,40,90,g0u0550,K1-L3,2536462.220391,251696101748238080.000000
Zr90_g0u0550,40,90,g0u0550,L2-M4,649169.238303,29590079588915448.000000
Zr90_g0u0550,40,90,g0u0550,L3-M4,628075.367400,5687764308362986.000000
Zr90_g0u0550,40,90,g0u0550,L3-M5,630498.192723,34366376094453672.000000
Zr90_g0u0550,40,90,g0u0550,M4-N6,222215.240435,6927234868547951.000000
Zr90_g0u0550,40,90,g0u0550,M5-N6,219792.415113,486591061086867.000000
Zr90_g0u0550,40,90,g0u0550,M5-N7,220298.268557,7342957702145751.000000
Zr90_g0u0550,40,90,g0u0550,N6-O8,102007.778802,2190161994939180.500000
Zr90_g0u0550,40,90,g0u0550,N7-O8,101501.925357,80381912337441.171875
Zr90_g0u0550,40,90,g0u0550,N7-O9,101656.465064,2260832390216338.000000
Zr90_g0u0550,40,90,g0u0550,O8-P10,55217.732169,855354071277037.125000
Zr90_g0u0550,40,90,g0u0550,O9-P10,55063.192462,19327638919106.554688
Zr90_g0u0550,40,90,g0u0550,O9-P11,55122.626130,872686723381706.500000
Zr90_g0u0550,40,90,g0u0550,P10-Q12,33232.892893,387175354021640.000000
Zr90_g0u0550,40,90,g0u0550,P11-Q12,33173.459225,5932609563789.041016
Zr90_g0u0550,40,90,g0u0550,P11-Q13,33200.141225,392573398353261.937500
Zr90_g0u0550,40,90,g0u0550,Q12-R14,21546.093254,195255226380263.031250
Zr90_g0u0550,40,90,g0u0550,Q13-R14,21519.411254,2163070141199.702881
Zr90_g0u0550,40,90,g0u0550,Q13-R15,21532.801011,197245363495071.718750
Zr90_g0u0600,40,90,g0u0600,K1-L2,2515368.753362,250093485238227168.000000
Zr90_g0u0600,40,90,g0u0600,K1-L3,2536462.627690,251696131858474880.000000
Zr90_g0u0600,40,90,g0u0600,L2-M4,649169.254763,29590079877784020.000000
Zr90_g0u0600,40,90,g0u0600,L3-M4,628075.380435,5687764369244765.000000
Zr90_g0u0600,40,90,g0u0600,L3-M5,630498.205827,34366376472348164.000000
Zr90_g0u0600,40,90,g0u0600,M4-N6,222215.243201,6927234949254398.000000
Zr90_g0u0600,40,90,g0u0600,M5-N6,219792.417809,486591066687058.187500
Zr90_g0u0600,40,90,g0u0600,M5-N7,220298.271265,7342957787802235.000000
Zr90_g0u0600,40,90,g0u0600,N6-O8,102007.779952,2190162017615261.000000
Zr90_g0u0600,40,90,g0u0600,N7-O8,101501.926495,80381913162346.281250
Zr90_g0u0600,40,90,g0u0600,N7-O9,101656.466205,2260832413621373.000000
Zr90_g0u0600,40,90,g0u0600,O8-P10,55217.732708,855354078701534.750000
Zr90_g0u0600,40,90,g0u0600,O9-P10,55063.192999,19327640335756.589844
Zr90_g0u0600,40,90,g0u0600,O9-P11,55122.626668,872686730953755.375000
Zr90_g0u0600,40,90,g0u0600,P10-Q12,33232.893159,387175356671186.812500
Zr90_g0u0600,40,90,g0u0600,P11-Q12,33173.459490,5932609604191.247070
Zr90_g0u0600,40,90,g0u0600,P11-Q13,33200.141490,392573401038250.562500
Zr90_g0u0600,40,90,g0u0600,Q12-R14,21546.093387,195255227369880.687500
Zr90_g0u0600,40,90,g0u0600,Q13-R14,21519.411386,2163070152120.407959
Zr90_g0u0600,40,90,g0u0600,Q13-R15,21532.801143,197245364494572.843750
Zr90_g0u0700,40,90,g0u0700,K1-L2,2515369.318718,250093565276884480.000000
Zr90_g0u0700,40,90,g0u0700,K1-L3,2536463.197867,251696187119854752.000000
Zr90_g0u0700,40,90,g0u0700,L2-M4,649169.278451,29590080312248352.000000
Zr90_g0u0700,40,90,g0u0700,L3-M4,628075.399302,5687764460105819.000000
Zr90_g0u0700,40,90,g0u0700,L3-M5,630498.224796,34366377036190428.000000
Zr90_g0u0700,40,90,g0u0700,M4-N6,222215.247293,6927235510191159.000000
Zr90_g0u0700,40,90,g0u0700,M5-N6,219792.421799,486591074975624.562500
Zr90_g0u0700,40,90,g0u0700,M5-N7,220298.275273,7342957914577499.000000
Zr90_g0u0700,40,90,g0u0700,N6-O8,102007.781654,2190162051178667.000000
Zr90_g0u0700,40,90,g0u0700,N7-O8,101501.928179,80381914383308.218750
Zr90_g0u0700,40,90,g0u0700,N7-O9,101656.467894,2260832448261341.500000
Zr90_g0u0700,40,90,g0u0700,O8-P10,55217.733507,855354089688769.875000
Zr90_g0u0700,40,90,g0u0700,O9-P10,55063.193792,19327640582440.750000
Zr90_g0u0700,40,90,g0u0700,O9-P11,55122.627463,872686742160416.250000
Zr90_g0u0700,40,90,g0u0700,P10-Q12,33232.893553,387175360592286.750000
Zr90_g0u0700,40,90,g0u0700,P11-Q12,33173.459882,5932609663982.994141
Zr90_g0u0700,40,90,g0u0700,P11-Q13,33200.141883,392573405013546.250000
Zr90_g0u0700,40,90,g0u0700,Q12-R14,21546.093583,195255228834138.156250
Zr90_g0u0700,40,90,g0u0700,Q13-R14,21519.411582,2163070347154.431396
Zr90_g0u0700,40,90,g0u0700,Q13-R15,21532.801339,197245382240839.750000
Zr90_g0u0800,40,90,g0u0800,K1-L2,2515369.687156,250093596051514464.000000
Zr90_g0u0800,40,90,g0u0800,K1-L3,2536463.569468,251696238274541312.000000
Zr90_g0u0800,40,90,g0u0800,L2-M4,649169.294431,29590083190941832.000000
Zr90_g0u0800,40,90,g0u0800,L3-M4,628075.412119,5687764524075139.000000
Zr90_g0u0800,40,90,g0u0800,L3-M5,630498.237684,34366380482755572.000000
Zr90_g0u0800,40,90,g0u0800,M4-N6,222215.250146,6927235593502881.000000
Zr90_g0u0800,40,90,g0u0800,M5-N6,219792.424581,486591112329811.125000
Zr90_g0u0800,40,90,g0u0800,M5-N7,220298.278068,7342958473739722.000000
Zr90_g0u0800,40,90,g0u0800,N6-O8,102007.782840,2190162074583596.250000
Zr90_g0u0800,40,90,g0u0800,N7-O8,101501.929354,80381915234726.890625
Zr90_g0u0800,40,90,g0u0800,N7-O9,101656.469072,2260832472418103.000000
Zr90_g0u0800,40,90,g0u0800,O8-P10,55217.734064,855354097351464.500000
Zr90_g0u0800,40,90,g0u0800,O9-P10,55063.194346,19327640754482.250000
Zr90_g0u0800,40,90,g0u0800,O9-P11,55122.628018,872686806137438.125000
Zr90_g0u0800,40,90,g0u0800,P10-Q12,33232.893827,387175363327272.437500
Zr90_g0u0800,40,90,g0u0800,P11-Q12,33173.460155,5932609705687.689453
Zr90_g0u0800,40,90,g0u0800,P11-Q13,33200.142156,392573407785148.812500
Zr90_g0u0800,40,90,g0u0800,Q12-R14,21546.093720,195255229855183.781250
Zr90_g0u0800,40,90,g0u0800,Q13-R14,21519.411719,2163070358422.007812
Zr90_g0u0800,40,90,g0u0800,Q13-R15,21532.801476,197245383272388.093750
Zr90_g0u0900,40,90,g0u0900,K1-L2,2515369.940771,250093646981342240.000000
Zr90_g0u0900,40,90,g0u0900,K1-L3,2536463.825273,251696265533624224.000000
Zr90_g0u0900,40,90,g0u0900,L2-M4,649169.305774,29590083419467936.000000
Zr90_g0u0900,40,90,g0u0900,L3-M4,628075.421272,5687764571131789.000000
Zr90_g0u0900,40,90,g0u0900,L3-M5,630498.246888,34366380774623124.000000
Zr90_g0u0900,40,90,g0u0900,M4-N6,222215.252227,6927235654321500.000000
Zr90_g0u0900,40,90,g0u0900,M5-N6,219792.426612,486591116549511.000000
Zr90_g0u0900,40,90,g0u0900,M5-N7,220298.280108,7342958538281374.000000
Zr90_g0u0900,40,90,g0u0900,N6-O8,102007.783707,2190162091669575.250000
Zr90_g0u0900,40,90,g0u0900,N7-O8,101501.930211,80381915856277.406250
Zr90_g0u0900,40,90,g0u0900,N7-O9,101656.469931,2260832647611693.000000
Zr90_g0u0900,40,90,g0u0900,O8-P10,55217.734471,855354102944862.875000
Zr90_g0u0900,40,90,g0u0900,O9-P10,55063.194750,19327640880064.949219
Zr90_g0u0900,40,90,g0u0900,O9-P11,55122.628423,872686811842866.000000
Zr90_g0u0900,40,90,g0u0900,P10-Q12,33232.894027,387175365323652.000000
Zr90_g0u0900,40,90,g0u0900,P11-Q12,33173.460355,5932610372763.173828
Zr90_g0u0900,40,90,g0u0900,P11-Q13,33200.142356,392573409809179.437500
Zr90_g0u0900,40,90,g0u0900,Q12-R14,21546.093820,195255230600766.812500
Zr90_g0u0900,40,90,g0u0900,Q13-R14,21519.411818,2163070366650.991699
Zr90_g0u0900,40,90,g0u0900,Q13-R15,21532.801576,197245384024934.312500
Zr90_g0u1000,40,90,g0u1000,K1-L2,2515370.122886,250093651191438400.000000
Zr90_g0u1000,40,90,g0u1000,K1-L3,2536464.008970,251696291238567648.000000
Zr90_g0u1000,40,90,g0u1000,L2-M4,649169.314150,29590083594378876.000000
Zr90_g0u1000,40,90,g0u1000,L3-M4,628075.428066,5687764606946327.000000
Zr90_g0u1000,40,90,g0u1000,L3-M5,630498.253720,34366380996727844.000000
Zr90_g0u1000,40,90,g0u1000,M4-N6,222215.253801,6927235700319191.000000
Zr90_g0u1000,40,90,g0u1000,M5-N6,219792.428147,486591119740807.375000
Zr90_g0u1000,40,90,g0u1000,M5-N7,220298.281650,7342958587091067.000000
Zr90_g0u1000,40,90,g0u1000,N6-O8,102007.784362,2190162104590893.500000
Zr90_g0u1000,40,90,g0u1000,N7-O8,101501.930859,80381921969279.015625
Zr90_g0u1000,40,90,g0u1000,N7-O9,101656.470582,2260832660948023.500000
Zr90_g0u1000,40,90,g0u1000,O8-P10,55217.734778,855354162164890.875000
Zr90_g0u1000,40,90,g0u1000,O9-P10,55063.195056,19327640975044.281250
Zr90_g0u1000,40,90,g0u1000,O9-P11,55122.628729,872686816156844.250000
Zr90_g0u1000,40,90,g0u1000,P10-Q12,33232.894179,387175366833668.875000
Zr90_g0u1000,40,90,g0u1000,P11-Q12,33173.460506,5932610395788.089844
Zr90_g0u1000,40,90,g0u1000,P11-Q13,33200.142507,392573411339323.812500
Zr90_g0u1000,40,90,g0u1000,Q12-R14,21546.093895,195255231164714.468750
Zr90_g0u1000,40,90,g0u1000,Q13-R14,21519.411894,2163070372874.367920
Zr90_g0u1000,40,90,g0u1000,Q13-R15,21532.801651,197245384594589.562500
Zr90_g0u1100,40,90,g0u1100,K1-L2,2515370.258145,250093676961278912.000000
Zr90_g0u1100,40,90,g0u1100,K1-L3,2536464.145410,251696315906684352.000000
Zr90_g0u1100,40,90,g0u1100,L2-M4,649169.320530,29590083731822700.000000
Zr90_g0u1100,40,90,g0u1100,L3-M4,628075.433265,5687764634957090.000000
Zr90_g0u1100,40,90,g0u1100,L3-M5,630498.258949,34366381170405376.000000
Zr90_g0u1100,40,90,g0u1100,M4-N6,222215.255026,6927235736099595.000000
Zr90_g0u1100,40,90,g0u1100,M5-N6,219792.429341,486591122223199.812500
Zr90_g0u1100,40,90,g0u1100,M5-N7,220298.282850,7342958625061208.000000
Zr90_g0u1100,40,90,g0u1100,N6-O8,102007.784872,2190162114642225.500000
Zr90_g0u1100,40,90,g0u1100,N7-O8,101501.931364,80381922334925.093750
Zr90_g0u1100,40,90,g0u1100,N7-O9,101656.471088,2260832671320918.000000
Zr90_g0u1100,40,90,g0u1100,O8-P10,55217.735018,855354165455641.500000
Zr90_g0u1100,40,90,g0u1100,O9-P10,55063.195294,19327641048926.445312
Zr90_g0u1100,40,90,g0u1100,O9-P11,55122.628967,872686819513277.625000
Zr90_g0u1100,40,90,g0u1100,P10-Q12,33232.894297,387175368008638.000000
Zr90_g0u1100,40,90,g0u1100,P11-Q12,33173.460623,5932610413705.137695
Zr90_g0u1100,40,90,g0u1100,P11-Q13,33200.142625,392573412529823.562500
Zr90_g0u1100,40,90,g0u1100,Q12-R14,21546.093954,195255231603261.125000
Zr90_g0u1100,40,90,g0u1100,Q13-R14,21519.411952,2163070377713.961182
Zr90_g0u1100,40,90,g0u1100,Q13-R15,21532.801710,197245385037344.156250
Zr90_g0u1200,40,90,g0u1200,K1-L2,2515370.361174,250093679424118112.000000
Zr90_g0u1200,40,90,g0u1200,K1-L3,2536464.249343,251696318401608096.000000
Zr90_g0u1200,40,90,g0u1200,L2-M4,649169.325508,29590083842252484.000000
Zr90_g0u1200,40,90,g0u1200,L3-M4,628075.437339,5687764657366608.000000
Zr90_g0u1200,40,90,g0u1200,L3-M5,630498.263047,34366381309329312.000000
Zr90_g0u1200,40,90,g0u1200,M4-N6,222215.256000,6927235764582184.000000
Zr90_g0u1200,40,90,g0u1200,M5-N6,219792.430292,486591124199217.062500
Zr90_g0u1200,40,90,g0u1200,M5-N7,220298.283804,7342958655284624.000000
Zr90_g0u1200,40,90,g0u1200,N6-O8,102007.785277,2190162122642843.250000
Zr90_g0u1200,40,90,g0u1200,N7-O8,101501.931765,80381922625969.765625
Zr90_g0u1200,40,90,g0u1200,N7-O9,101656.471490,2260832679578134.500000
Zr90_g0u1200,40,90,g0u1200,O8-P10,55217.735208,855354168074770.000000
Zr90_g0u1200,40,90,g0u1200,O9-P10,55063.195483,19327641107730.609375
Zr90_g0u1200,40,90,g0u1200,O9-P11,55122.629157,872686822184460.375000
Zr90_g0u1200,40,90,g0u1200,P10-Q12,33232.894390,387175368943298.687500
Zr90_g0u1200,40,90,g0u1200,P11-Q12,33173.460716,5932610427957.275391
Zr90_g0u1200,40,90,g0u1200,P11-Q13,33200.142718,392573413477260.562500
Zr90_g0u1200,40,90,g0u1200,Q12-R14,21546.094001,195255231952661.593750
Zr90_g0u1200,40,90,g0u1200,Q13-R14,21519.411999,2163070381569.984375
Zr90_g0u1200,40,90,g0u1200,Q13-R15,21532.801757,197245385390130.625000
Zr90_g0u1300,40,90,g0u1300,K1-L2,2515370.436781,250093703842407616.000000
Zr90_g0u1300,40,90,g0u1300,K1-L3,2536464.325614,251696341707253280.000000
Zr90_g0u1300,40,90,g0u1300,L2-M4,649169.329317,29590083934141740.000000
Zr90_g0u1300,40,90,g0u1300,L3-M4,628075.440484,5687764675825250.000000
Zr90_g0u1300,40,90,g0u1300,L3-M5,630498.266211,34366381423718976.000000
Zr90_g0u1300,40,90,g0u1300,M4-N6,222215.256790,6927235787694641.000000
Zr90_g0u1300,40,90,g0u1300,M5-N6,219792.431063,486591125802558.000000
Zr90_g0u1300,40,90,g0u1300,M5-N7,220298.284579,7342958679806578.000000
Zr90_g0u1300,40,90,g0u1300,N6-O8,102007.785607,2190162129133243.750000
Zr90_g0u1300,40,90,g0u1300,N7-O8,101501.932091,80381922862074.812500
Zr90_g0u1300,40,90,g0u1300,N7-O9,101656.471817,2260832686278556.000000
Zr90_g0u1300,40,90,g0u1300,O8-P10,55217.735362,855354170199731.375000
Zr90_g0u1300,40,90,g0u1300,O9-P10,55063.195636,19327641155441.222656
Zr90_g0u1300,40,90,g0u1300,O9-P11,55122.629311,872686824352275.750000
Zr90_g0u1300,40,90,g0u1300,P10-Q12,33232.894466,387175369701759.437500
Zr90_g0u1300,40,90,g0u1300,P11-Q12,33173.460792,5932610439523.272461
Zr90_g0u1300,40,90,g0u1300,P11-Q13,33200.142794,392573414246157.375000
Zr90_g0u1300,40,90,g0u1300,Q12-R14,21546.094039,195255232235748.906250
Zr90_g0u1300,40,90,g0u1300,Q13-R14,21519.412037,2163070384694.253662
Zr90_g0u1300,40,90,g0u1300,Q13-R15,21532.801794,197245385675840.406250
Zr90_g0u1400,40,90,g0u1400,K1-L2,2515370.420013,250093703332127776.000000
Zr90_g0u1400,40,90,g0u1400,K1-L3,2536464.308656,251696341227185440.000000
Zr90_g0u1400,40,90,g0u1400,L2-M4,649169.329745,29590084036526844.000000
Zr90_g0u1400,40,90,g0u1400,L3-M4,628075.441102,5687764694396480.000000
Zr90_g0u1400,40,90,g0u1400,L3-M5,630498.266841,34366381538243288.000000
Zr90_g0u1400,40,90,g0u1400,M4-N6,222215.257434,6927235806797531.000000
Zr90_g0u1400,40,90,g0u1400,M5-N6,219792.431695,486591127126262.187500
Zr90_g0u1400,40,90,g0u1400,M5-N7,220298.285213,7342958700053372.000000
Zr90_g0u1400,40,90,g0u1400,N6-O8,102007.785878,2190162134485741.500000
Zr90_g0u1400,40,90,g0u1400,N7-O8,101501.932359,80381923056787.546875
Zr90_g0u1400,40,90,g0u1400,N7-O9,101656.472086,2260832691801947.500000
Zr90_g0u1400,40,90,g0u1400,O8-P10,55217.735490,855354171952444.000000
Zr90_g0u1400,40,90,g0u1400,O9-P10,55063.195763,19327641194792.230469
Zr90_g0u1400,40,90,g0u1400,O9-P11,55122.629438,872686826139760.125000
Zr90_g0u1400,40,90,g0u1400,P10-Q12,33232.894529,387175370327324.562500
Zr90_g0u1400,40,90,g0u1400,P11-Q12,33173.460855,5932610449062.326172
Zr90_g0u1400,40,90,g0u1400,P11-Q13,33200.142857,392573414880033.000000
Zr90_g0u1400,40,90,g0u1400,Q12-R14,21546.094070,195255232469168.593750
Zr90_g0u1400,40,90,g0u1400,Q13-R14,21519.412068,2163070387270.048096
Zr90_g0u1400,40,90,g0u1400,Q13-R15,21532.801826,197245385911670.437500
Zr90_g0u1500,40,90,g0u1500,K1-L2,2515370.822036,250093758798482976.000000
Zr90_g0u1500,40,90,g0u1500,K1-L3,2536464.714415,251696372952847008.000000
Zr90_g0u1500,40,90,g0u1500,L2-M4,649169.344485,29590086551249544.000000
Zr90_g0u1500,40,90,g0u1500,L3-M4,628075.452107,5687764692136229.000000
Zr90_g0u1500,40,90,g0u1500,L3-M5,630498.277873,34366381526747700.000000
Zr90_g0u1500,40,90,g0u1500,M4-N6,222215.258010,6927235822529932.000000
Zr90_g0u1500,40,90,g0u1500,M5-N6,219792.432244,486591128224292.687500
Zr90_g0u1500,40,90,g0u1500,M5-N7,220298.285765,7342958716849638.000000
Zr90_g0u1500,40,90,g0u1500,N6-O8,102007.786105,2190162291263428.250000
Zr90_g0u1500,40,90,g0u1500,N7-O8,101501.932584,80381923219579.421875
Zr90_g0u1500,40,90,g0u1500,N7-O9,101656.472311,2260832696421239.000000
Zr90_g0u1500,40,90,g0u1500,O8-P10,55217.735596,855354173417795.375000
Zr90_g0u1500,40,90,g0u1500,O9-P10,55063.195869,19327641227692.269531
Zr90_g0u1500,40,90,g0u1500,O9-P11,55122.629544,872686827634437.000000
Zr90_g0u1500,40,90,g0u1500,P10-Q12,33232.894582,387175370850088.250000
Zr90_g0u1500,40,90,g0u1500,P11-Q12,33173.460907,5932610457034.189453
Zr90_g0u1500,40,90,g0u1500,P11-Q13,33200.142909,392573415409845.375000
Zr90_g0u1500,40,90,g0u1500,Q12-R14,21546.094097,195255232664616.843750
Zr90_g0u1500,40,90,g0u1500,Q13-R14,21519.412094,2163070389426.797363
Zr90_g0u1500,40,90,g0u1500,Q13-R15,21532.801852,197245386108890.718750
Zr90_g0u1600,40,90,g0u1600,K1-L2,2515364.069065,250092909870964384.000000
Zr90_g0u1600,40,90,g0u1600,K1-L3,2536457.898600,251695558926349312.000000
Zr90_g0u1600,40,90,g0u1600,L2-M4,649169.115145,29590076029387552.000000
Zr90_g0u1600,40,90,g0u1600,L3-M4,628075.285610,5687763955061071.000000
Zr90_g0u1600,40,90,g0u1600,L3-M5,630498.111110,34366374169313924.000000
Zr90_g0u1600,40,90,g0u1600,M4-N6,222215.257866,6927235839821121.000000
Zr90_g0u1600,40,90,g0u1600,M5-N6,219792.432366,486591129297378.562500
Zr90_g0u1600,40,90,g0u1600,M5-N7,220298.285889,7342958733229404.000000
Zr90_g0u1600,40,90,g0u1600,N6-O8,102007.786297,2190162295052039.500000
Zr90_g0u1600,40,90,g0u1600,N7-O8,101501.932774,80381923357364.078125
Zr90_g0u1600,40,90,g0u1600,N7-O9,101656.472502,2260832700329625.500000
Zr90_g0u1600,40,90,g0u1600,O8-P10,55217.735686,855354174657465.375000
Zr90_g0u1600,40,90,g0u1600,O9-P10,55063.195959,19327641255525.437500
Zr90_g0u1600,40,90,g0u1600,O9-P11,55122.629634,872686828898559.750000
Zr90_g0u1600,40,90,g0u1600,P10-Q12,33232.894626,387175371292891.562500
Zr90_g0u1600,40,90,g0u1600,P11-Q12,33173.460951,5932610463786.096680
Zr90_g0u1600,40,90,g0u1600,P11-Q13,33200.142954,392573415858562.125000
Zr90_g0u1600,40,90,g0u1600,Q12-R14,21546.094119,195255232829897.156250
Zr90_g0u1600,40,90,g0u1600,Q13-R14,21519.412116,2163070391251.035156
Zr90_g0u1600,40,90,g0u1600,Q13-R15,21532.801874,197245386275817.218750
Zr90_g0u1700,40,90,g0u1700,K1-L2,2515349.516974,250091035323547104.000000
Zr90_g0u1700,40,90,g0u1700,K1-L3,2536443.205829,251693780485847264.000000
Zr90_g0u1700,40,90,g0u1700,L2-M4,649168.573331,29590058219875032.000000
Zr90_g0u1700,40,90,g0u1700,L3-M4,628074.884476,5687761020841318.000000
Zr90_g0u1700,40,90,g0u1700,L3-M5,630497.709311,34366356950700596.000000
Zr90_g0u1700,40,90,g0u1700,M4-N6,222215.256728,6927235860971739.000000
Zr90_g0u1700,40,90,g0u1700,M5-N6,219792.431893,486591130457402.750000
Zr90_g0u1700,40,90,g0u1700,M5-N7,220298.285417,7342958750882048.000000
Zr90_g0u1700,40,90,g0u1700,N6-O8,102007.786460,2190162298294063.750000
Zr90_g0u1700,40,90,g0u1700,N7-O8,101501.932936,80381923475208.468750
Zr90_g0u1700,40,90,g0u1700,N7-O9,101656.472664,2260832703674069.500000
Zr90_g0u1700,40,90,g0u1700,O8-P10,55217.735764,855354175716891.875000
Zr90_g0u1700,40,90,g0u1700,O9-P10,55063.196035,19327641279312.511719
Zr90_g0u1700,40,90,g0u1700,O9-P11,55122.629710,872686829979832.875000
Zr90_g0u1700,40,90,g0u1700,P10-Q12,33232.894664,387175371670953.500000
Zr90_g0u1700,40,90,g0u1700,P11-Q12,33173.460989,5932610469551.381836
Zr90_g0u1700,40,90,g0u1700,P11-Q13,33200.142991,392573416242180.062500
Zr90_g0u1700,40,90,g0u1700,Q12-R14,21546.094138,195255232971431.656250
Zr90_g0u1700,40,90,g0u1700,Q13-R14,21519.412135,2163070392813.327148
Zr90_g0u1700,40,90,g0u1700,Q13-R15,21532.801893,197245386418430.531250
Zr90_g0u1800,40,90,g0u1800,K1-L2,2515292.283130,250084038326426080.000000
Zr90_g0u1800,40,90,g0u1800,K1-L3,2536385.457150,251687014096811072.000000
Zr90_g0u1800,40,90,g0u1800,L2-M4,649166.778860,29589993877533384.000000
Zr90_g0u1800,40,90,g0u1800,L3-M4,628073.604840,5687751861808950.000000
Zr90_g0u1800,40,90,g0u1800,L3-M5,630496.427601,34366303207729236.000000
Zr90_g0u1800,40,90,g0u1800,M4-N6,222215.252733,6927235898296443.000000
Zr90_g0u1800,40,90,g0u1800,M5-N6,219792.429971,486591132099795.437500
Zr90_g0u1800,40,90,g0u1800,M5-N7,220298.283495,7342958775767151.000000
Zr90_g0u1800,40,90,g0u1800,N6-O8,102007.786599,2190162301098476.250000
Zr90_g0u1800,40,90,g0u1800,N7-O8,101501.933075,80381923576985.171875
Zr90_g0u1800,40,90,g0u1800,N7-O9,101656.472804,2260832706561406.500000
Zr90_g0u1800,40,90,g0u1800,O8-P10,55217.735830,855354176631982.250000
Zr90_g0u1800,40,90,g0u1800,O9-P10,55063.196101,19327641299857.363281
Zr90_g0u1800,40,90,g0u1800,O9-P11,55122.629776,872686830912680.250000
Zr90_g0u1800,40,90,g0u1800,P10-Q12,33232.894697,387175371997461.312500
Zr90_g0u1800,40,90,g0u1800,P11-Q12,33173.461022,5932610474529.921875
Zr90_g0u1800,40,90,g0u1800,P11-Q13,33200.143024,392573416573239.625000
Zr90_g0u1800,40,90,g0u1800,Q12-R14,21546.094154,195255233093224.593750
Zr90_g0u1800,40,90,g0u1800,Q13-R14,21519.412151,2163070394157.590088
Zr90_g0u1800,40,90,g0u1800,Q13-R15,21532.801909,197245386541706.312500
Zr90_g0u1900,40,90,g0u1900,K1-L2,2514576.837341,249993072847757408.000000
Zr90_g0u1900,40,90,g0u1900,K1-L3,2535663.094121,251598992800932256.000000
Zr90_g0u1900,40,90,g0u1900,L2-M4,649140.126318,29589049992113748.000000
Zr90_g0u1900,40,90,g0u1900,L3-M4,628053.869537,5687605111751093.000000
Zr90_g0u1900,40,90,g0u1900,L3-M5,630476.659297,34365441828871164.000000
Zr90_g0u1900,40,90,g0u1900,M4-N6,222215.178481,6927234167973799.000000
Zr90_g0u1900,40,90,g0u1900,M5-N6,219792.388722,486591055443260.125000
Zr90_g0u1900,40,90,g0u1900,M5-N7,220298.242215,7342957635481535.000000
Zr90_g0u1900,40,90,g0u1900,N6-O8,102007.786669,2190162303737309.750000
Zr90_g0u1900,40,90,g0u1900,N7-O8,101501.933175,80381923668451.968750
Zr90_g0u1900,40,90,g0u1900,N7-O9,101656.472905,2260832709156499.500000
Zr90_g0u1900,40,90,g0u1900,O8-P10,55217.735888,855354177428259.375000
Zr90_g0u1900,40,90,g0u1900,O9-P10,55063.196159,19327641317734.535156
Zr90_g0u1900,40,90,g0u1900,O9-P11,55122.629834,872686831724633.125000
Zr90_g0u1900,40,90,g0u1900,P10-Q12,33232.894725,387175372282015.062500
Zr90_g0u1900,40,90,g0u1900,P11-Q12,33173.461050,5932610478868.966797
Zr90_g0u1900,40,90,g0u1900,P11-Q13,33200.143052,392573416860796.375000
Zr90_g0u1900,40,90,g0u1900,Q12-R14,21546.094168,195255233199330.156250
Zr90_g0u1900,40,90,g0u1900,Q13-R14,21519.412166,2163070395327.706299
Zr90_g0u1900,40,90,g0u1900,Q13-R15,21532.801923,197245386648692.718750
Zr90_g2u1000,40,90,g2u1000,K1-L2,2515374.806514,250094201011865216.000000
Zr90_g2u1000,40,90,g2u1000,K1-L3,2536468.731772,251696794342964736.000000
Zr90_g2u1000,40,90,g2u1000,L2-M4,649169.435668,29590088086915080.000000
Zr90_g2u1000,40,90,g2u1000,L3-M4,628075.510410,5687765826649290.000000
Zr90_g2u1000,40,90,g2u1000,L3-M5,630498.336174,34366376561769624.000000
Zr90_g2u1000,40,90,g2u1000,M4-N6,222215.252620,6927235784402540.000000
Zr90_g2u1000,40,90,g2u1000,M5-N6,219792.426857,486591118728032.687500
Zr90_g2u1000,40,90,g2u1000,M5-N7,220298.280387,7342958437016595.000000
Zr90_g2u1000,40,90,g2u1000,N6-O8,102007.783700,2190162084322486.500000
Zr90_g2u1000,40,90,g2u1000,N7-O8,101501.930170,80381928562864.375000
Zr90_g2u1000,40,90,g2u1000,N7-O9,101656.469908,2260832561808773.500000
Zr90_g2u1000,40,90,g2u1000,O8-P10,55217.734427,855354106037257.625000
Zr90_g2u1000,40,90,g2u1000,O9-P10,55063.194689,19327642450399.867188
Zr90_g2u1000,40,90,g2u1000,O9-P11,55122.628382,872686794876675.375000
