run,Z,A,setting,line,delta_e_eV,w12_per_s
Be9_g0u1200,4,9,g0u1200,M4-N6,2161.491362,673276551361.730225
Be9_g0u1200,4,9,g0u1200,M5-N6,2161.257323,48083268045.527679
Be9_g0u1200,4,9,g0u1200,M5-N7,2161.306647,721290215532.518555
Be9_g0u1200,4,9,g0u1200,N6-O8,1000.253198,214575709088.591370
Be9_g0u1200,4,9,g0u1200,N7-O8,1000.203874,7946539914.820712
Be9_g0u1200,4,9,g0u1200,N7-O9,1000.219023,222512653923.244873
Be9_g0u1200,4,9,g0u1200,O8-P10,543.322429,84120447963.942413
Be9_g0u1200,4,9,g0u1200,O9-P10,543.307280,1911719822.177855
Be9_g0u1200,4,9,g0u1200,O9-P11,543.313124,86030188143.380768
Be9_g0u1200,4,9,g0u1200,P10-Q12,327.601706,38158581032.611084
Be9_g0u1200,4,9,g0u1200,P11-Q12,327.595862,587031877.577327
Be9_g0u1200,4,9,g0u1200,P11-Q13,327.598491,38745079230.199768
Be9_g0u1200,4,9,g0u1200,Q12-R14,212.624729,19268153562.315056
Be9_g0u1200,4,9,g0u1200,Q13-R14,212.622101,214084320.586841
Be9_g0u1200,4,9,g0u1200,Q13-R15,212.623422,19482064718.442104
Be9_g0u1300,4,9,g0u1300,K1-L2,33390.936065,32862707346402.011719
Be9_g0u1300,4,9,g0u1300,K1-L3,33393.312721,32857859170265.859375
Be9_g0u1300,4,9,g0u1300,L2-M4,6182.087576,2821945199284.624023
Be9_g0u1300,4,9,g0u1300,L3-M4,6179.710920,564140858731.166992
Be9_g0u1300,4,9,g0u1300,L3-M5,6179.944959,3385060540582.869141
Be9_g0u1300,4,9,g0u1300,M4-N6,2161.491363,673276551516.927490
Be9_g0u1300,4,9,g0u1300,M5-N6,2161.257324,48083268056.609779
Be9_g0u1300,4,9,g0u1300,M5-N7,2161.306648,721290215676.507202
Be9_g0u1300,4,9,g0u1300,N6-O8,1000.253198,214575709085.501221
Be9_g0u1300,4,9,g0u1300,N7-O8,1000.203874,7946539914.699166
Be9_g0u1300,4,9,g0u1300,N7-O9,1000.219023,222512653933.770569
Be9_g0u1300,4,9,g0u1300,O8-P10,543.322429,84120447964.902603
Be9_g0u1300,4,9,g0u1300,O9-P10,543.307280,1911719822.205648
Be9_g0u1300,4,9,g0u1300,O9-P11,543.313124,86030188135.371063
Be9_g0u1300,4,9,g0u1300,P10-Q12,327.601706,38158581032.681755
Be9_g0u1300,4,9,g0u1300,P11-Q12,327.595862,587031877.567119
Be9_g0u1300,4,9,g0u1300,P11-Q13,327.598491,38745079230.050980
Be9_g0u1300,4,9,g0u1300,Q12-R14,212.624729,19268153562.318283
Be9_g0u1300,4,9,g0u1300,Q13-R14,212.622101,214084320.586901
Be9_g0u1300,4,9,g0u1300,Q13-R15,212.623422,19482064718.445068
Be9_g0u1400,4,9,g0u1400,K1-L2,33390.936184,32862707399687.246094
Be9_g0u1400,4,9,g0u1400,K1-L3,33393.312840,32857859223583.433594
Be9_g0u1400,4,9,g0u1400,L2-M4,6182.087585,2821945201326.131836
Be9_g0u1400,4,9,g0u1400,L3-M4,6179.710929,564140859139.310059
Be9_g0u1400,4,9,g0u1400,L3-M5,6179.944968,3385060543073.974609
Be9_g0u1400,4,9,g0u1400,M4-N6,2161.491364,673276551639.133301
Be9_g0u1400,4,9,g0u1400,M5-N6,2161.257325,48083268065.313614
Be9_g0u1400,4,9,g0u1400,M5-N7,2161.306649,721290215806.658081
Be9_g0u1400,4,9,g0u1400,N6-O8,1000.253198,214575709091.475555
Be9_g0u1400,4,9,g0u1400,N7-O8,1000.203874,7946539914.921457
Be9_g0u1400,4,9,g0u1400,N7-O9,1000.219023,222512653939.956360
Be9_g0u1400,4,9,g0u1400,O8-P10,543.322429,84120447965.810440
Be9_g0u1400,4,9,g0u1400,O9-P10,543.307280,1911719822.225974
Be9_g0u1400,4,9,g0u1400,O9-P11,543.313124,86030188136.301727
Be9_g0u1400,4,9,g0u1400,P10-Q12,327.601706,38158581032.739899
Be9_g0u1400,4,9,g0u1400,P11-Q12,327.595862,587031877.568556
Be9_g0u1400,4,9,g0u1400,P11-Q13,327.598491,38745079230.104164
Be9_g0u1400,4,9,g0u1400,Q12-R14,212.624729,19268153562.320911
Be9_g0u1400,4,9,g0u1400,Q13-R14,212.622101,214084320.586950
Be9_g0u1400,4,9,g0u1400,Q13-R15,212.623422,19482064718.447361
Be9_g0u1500,4,9,g0u1500,K1-L2,33390.936283,32862707444566.238281
Be9_g0u1500,4,9,g0u1500,K1-L3,33393.312939,32857859268391.214844
Be9_g0u1500,4,9,g0u1500,L2-M4,6182.087593,2821945203030.233887
Be9_g0u1500,4,9,g0u1500,L3-M4,6179.710937,564140859480.221436
Be9_g0u1500,4,9,g0u1500,L3-M5,6179.944976,3385060545118.728516
Be9_g0u1500,4,9,g0u1500,M4-N6,2161.491365,673276551724.631958
Be9_g0u1500,4,9,g0u1500,M5-N6,2161.257326,48083268071.413452
Be9_g0u1500,4,9,g0u1500,M5-N7,2161.306650,721290215920.568604
Be9_g0u1500,4,9,g0u1500,N6-O8,1000.253198,214575709107.484192
Be9_g0u1500,4,9,g0u1500,N7-O8,1000.203874,7946539915.516260
Be9_g0u1500,4,9,g0u1500,N7-O9,1000.219023,222512653942.864288
Be9_g0u1500,4,9,g0u1500,O8-P10,543.322429,84120447957.761047
Be9_g0u1500,4,9,g0u1500,O9-P10,543.307280,1911719822.036536
Be9_g0u1500,4,9,g0u1500,O9-P11,543.313124,86030188137.067627
Be9_g0u1500,4,9,g0u1500,P10-Q12,327.601706,38158581032.492264
Be9_g0u1500,4,9,g0u1500,P11-Q12,327.595862,587031877.569714
Be9_g0u1500,4,9,g0u1500,P11-Q13,327.598491,38745079230.148354
Be9_g0u1500,4,9,g0u1500,Q12-R14,212.624729,19268153562.323269
Be9_g0u1500,4,9,g0u1500,Q13-R14,212.622101,214084320.586994
Be9_g0u1500,4,9,g0u1500,Q13-R15,212.623422,19482064718.449493
Be9_g0u1600,4,9,g0u1600,K1-L2,33390.936366,32862707482586.878906
Be9_g0u1600,4,9,g0u1600,K1-L3,33393.313022,32857859306469.128906
Be9_g0u1600,4,9,g0u1600,L2-M4,6182.087600,2821945204495.786621
Be9_g0u1600,4,9,g0u1600,L3-M4,6179.710944,564140859773.140625
Be9_g0u1600,4,9,g0u1600,L3-M5,6179.944983,3385060546832.448242
Be9_g0u1600,4,9,g0u1600,M4-N6,2161.491366,673276551827.021118
Be9_g0u1600,4,9,g0u1600,M5-N6,2161.257327,48083268078.756332
Be9_g0u1600,4,9,g0u1600,M5-N7,2161.306651,721290216008.692383
Be9_g0u1600,4,9,g0u1600,N6-O8,1000.253198,214575709107.820099
Be9_g0u1600,4,9,g0u1600,N7-O8,1000.203874,7946539915.528787
Be9_g0u1600,4,9,g0u1600,N7-O9,1000.219023,222512653943.317383
Be9_g0u1600,4,9,g0u1600,O8-P10,543.322429,84120447958.351151
Be9_g0u1600,4,9,g0u1600,O9-P10,543.307280,1911719822.046676
Be9_g0u1600,4,9,g0u1600,O9-P11,543.313124,86030188137.703262
Be9_g0u1600,4,9,g0u1600,P10-Q12,327.601706,38158581032.533485
Be9_g0u1600,4,9,g0u1600,P11-Q12,327.595862,587031877.570735
Be9_g0u1600,4,9,g0u1600,P11-Q13,327.598491,38745079230.185616
Be9_g0u1600,4,9,g0u1600,Q12-R14,212.624729,19268153562.325142
Be9_g0u1600,4,9,g0u1600,Q13-R14,212.622101,214084320.587029
Be9_g0u1600,4,9,g0u1600,Q13-R15,212.623422,19482064718.451138
Be9_g0u1700,4,9,g0u1700,K1-L2,33390.936437,32862707515340.242188
Be9_g0u1700,4,9,g0u1700,K1-L3,33393.313093,32857859339171.210938
Be9_g0u1700,4,9,g0u1700,L2-M4,6182.087605,2821945205726.900879
Be9_g0u1700,4,9,g0u1700,L3-M4,6179.710950,564140860019.429199
Be9_g0u1700,4,9,g0u1700,L3-M5,6179.944989,3385060548352.849121
Be9_g0u1700,4,9,g0u1700,M4-N6,2161.491367,673276551893.816284
Be9_g0u1700,4,9,g0u1700,M5-N6,2161.257328,48083268083.503120
Be9_g0u1700,4,9,g0u1700,M5-N7,2161.306652,721290216101.770874
Be9_g0u1700,4,9,g0u1700,N6-O8,1000.253199,214575709106.290131
Be9_g0u1700,4,9,g0u1700,N7-O8,1000.203874,7946539915.479749
Be9_g0u1700,4,9,g0u1700,N7-O9,1000.219023,222512653955.133026
Be9_g0u1700,4,9,g0u1700,O8-P10,543.322429,84120447958.829910
Be9_g0u1700,4,9,g0u1700,O9-P10,543.307280,1911719822.067891
Be9_g0u1700,4,9,g0u1700,O9-P11,543.313124,86030188138.312576
Be9_g0u1700,4,9,g0u1700,P10-Q12,327.601706,38158581032.568718
Be9_g0u1700,4,9,g0u1700,P11-Q12,327.595862,587031877.571588
Be9_g0u1700,4,9,g0u1700,P11-Q13,327.598491,38745079230.217880
Be9_g0u1700,4,9,g0u1700,Q12-R14,212.624729,19268153562.326767
Be9_g0u1700,4,9,g0u1700,Q13-R14,212.622101,214084320.587057
Be9_g0u1700,4,9,g0u1700,Q13-R15,212.623422,19482064718.452576
Be9_g0u1800,4,9,g0u1800,K1-L2,33390.936497,32862707543561.781250
Be9_g0u1800,4,9,g0u1800,K1-L3,33393.313153,32857859367583.484375
Be9_g0u1800,4,9,g0u1800,L2-M4,6182.087610,2821945206804.441406
Be9_g0u1800,4,9,g0u1800,L3-M4,6179.710954,564140860234.476685
Be9_g0u1800,4,9,g0u1800,L3-M5,6179.944994,3385060549642.404785
Be9_g0u1800,4,9,g0u1800,M4-N6,2161.491368,673276551952.094604
Be9_g0u1800,4,9,g0u1800,M5-N6,2161.257328,48083268087.670197
Be9_g0u1800,4,9,g0u1800,M5-N7,2161.306653,721290216164.174683
Be9_g0u1800,4,9,g0u1800,N6-O8,1000.253199,214575709116.266876
Be9_g0u1800,4,9,g0u1800,N7-O8,1000.203874,7946539915.846358
Be9_g0u1800,4,9,g0u1800,N7-O9,1000.219023,222512653951.932434
Be9_g0u1800,4,9,g0u1800,O8-P10,543.322429,84120447959.397278
Be9_g0u1800,4,9,g0u1800,O9-P10,543.307280,1911719822.071520
Be9_g0u1800,4,9,g0u1800,O9-P11,543.313124,86030188138.761948
Be9_g0u1800,4,9,g0u1800,P10-Q12,327.601706,38158581032.598938
Be9_g0u1800,4,9,g0u1800,P11-Q12,327.595862,587031877.572323
Be9_g0u1800,4,9,g0u1800,P11-Q13,327.598491,38745079230.245438
Be9_g0u1800,4,9,g0u1800,Q12-R14,212.624729,19268153562.328175
Be9_g0u1800,4,9,g0u1800,Q13-R14,212.622101,214084320.587084
Be9_g0u1800,4,9,g0u1800,Q13-R15,212.623422,19482064718.453991
Be9_g0u1900,4,9,g0u1900,K1-L2,33390.936550,32862707568361.152344
Be9_g0u1900,4,9,g0u1900,K1-L3,33393.313206,32857859392226.750000
Be9_g0u1900,4,9,g0u1900,L2-M4,6182.087615,2821945207739.786133
Be9_g0u1900,4,9,g0u1900,L3-M4,6179.710959,564140860421.826782
Be9_g0u1900,4,9,g0u1900,L3-M5,6179.944998,3385060550723.253418
Be9_g0u1900,4,9,g0u1900,M4-N6,2161.491368,673276552007.410156
Be9_g0u1900,4,9,g0u1900,M5-N6,2161.257329,48083268091.641769
Be9_g0u1900,4,9,g0u1900,M5-N7,2161.306653,721290216224.193481
Be9_g0u1900,4,9,g0u1900,N6-O8,1000.253199,214575709111.837524
Be9_g0u1900,4,9,g0u1900,N7-O8,1000.203875,7946539915.682231
Be9_g0u1900,4,9,g0u1900,N7-O9,1000.219024,222512653960.908966
Be9_g0u1900,4,9,g0u1900,O8-P10,543.322429,84120447959.712112
Be9_g0u1900,4,9,g0u1900,O9-P10,543.307280,1911719822.087443
Be9_g0u1900,4,9,g0u1900,O9-P11,543.313124,86030188139.219284
Be9_g0u1900,4,9,g0u1900,P10-Q12,327.601706,38158581032.625587
Be9_g0u1900,4,9,g0u1900,P11-Q12,327.595862,587031877.572960
Be9_g0u1900,4,9,g0u1900,P11-Q13,327.598491,38745079230.269402
Be9_g0u1900,4,9,g0u1900,Q12-R14,212.624729,19268153562.329475
Be9_g0u1900,4,9,g0u1900,Q13-R14,212.622101,214084320.587113
Be9_g0u1900,4,9,g0u1900,Q13-R15,212.623422,19482064718.454971
Be9_g0u2000,4,9,g0u2000,K1-L2,33390.936595,32862707590089.890625
Be9_g0u2000,4,9,g0u2000,K1-L3,33393.313251,32857859414039.355469
Be9_g0u2000,4,9,g0u2000,L2-M4,6182.087618,2821945208531.432617
Be9_g0u2000,4,9,g0u2000,L3-M4,6179.710962,564140860579.959717
Be9_g0u2000,4,9,g0u2000,L3-M5,6179.945002,3385060551714.621582
Be9_g0u2000,4,9,g0u2000,M4-N6,2161.491369,673276552064.336548
Be9_g0u2000,4,9,g0u2000,M5-N6,2161.257329,48083268095.673386
Be9_g0u2000,4,9,g0u2000,M5-N7,2161.306654,721290216262.206787
Be9_g0u2000,4,9,g0u2000,N6-O8,1000.253199,214575709119.401794
Be9_g0u2000,4,9,g0u2000,N7-O8,1000.203875,7946539915.956223
Be9_g0u2000,4,9,g0u2000,N7-O9,1000.219024,222512653955.335175
Be9_g0u2000,4,9,g0u2000,O8-P10,543.322429,84120447960.144913
Be9_g0u2000,4,9,g0u2000,O9-P10,543.307280,1911719822.086786
Be9_g0u2000,4,9,g0u2000,O9-P11,543.313124,86030188139.543213
Be9_g0u2000,4,9,g0u2000,P10-Q12,327.601706,38158581032.648911
Be9_g0u2000,4,9,g0u2000,P11-Q12,327.595862,587031877.573529
Be9_g0u2000,4,9,g0u2000,P11-Q13,327.598491,38745079230.290733
Be9_g0u2000,4,9,g0u2000,Q12-R14,212.624729,19268153562.330505
Be9_g0u2000,4,9,g0u2000,Q13-R14,212.622101,214084320.587135
Be9_g0u2000,4,9,g0u2000,Q13-R15,212.623422,19482064718.455959
Be9_g0u2100,4,9,g0u2100,K1-L2,33390.936635,32862707609328.117188
Be9_g0u2100,4,9,g0u2100,K1-L3,33393.313291,32857859433247.808594
Be9_g0u2100,4,9,g0u2100,L2-M4,6182.087622,2821945209267.730469
Be9_g0u2100,4,9,g0u2100,L3-M4,6179.710966,564140860727.251465
Be9_g0u2100,4,9,g0u2100,L3-M5,6179.945005,3385060552598.087402
Be9_g0u2100,4,9,g0u2100,M4-N6,2161.491369,673276552104.143677
Be9_g0u2100,4,9,g0u2100,M5-N6,2161.257330,48083268098.528168
Be9_g0u2100,4,9,g0u2100,M5-N7,2161.306654,721290216304.778931
Be9_g0u2100,4,9,g0u2100,N6-O8,1000.253199,214575709126.113068
Be9_g0u2100,4,9,g0u2100,N7-O8,1000.203875,7946539916.203418
Be9_g0u2100,4,9,g0u2100,N7-O9,1000.219024,222512653962.305481
Be9_g0u2100,4,9,g0u2100,O8-P10,543.322429,84120447960.526154
Be9_g0u2100,4,9,g0u2100,O9-P10,543.307280,1911719822.099075
Be9_g0u2100,4,9,g0u2100,O9-P11,543.313124,86030188139.897461
Be9_g0u2100,4,9,g0u2100,P10-Q12,327.601706,38158581032.669090
Be9_g0u2100,4,9,g0u2100,P11-Q12,327.595862,587031877.574014
Be9_g0u2100,4,9,g0u2100,P11-Q13,327.598491,38745079230.309128
Be9_g0u2100,4,9,g0u2100,Q12-R14,212.624729,19268153562.331440
Be9_g0u2100,4,9,g0u2100,Q13-R14,212.622101,214084320.587149
Be9_g0u2100,4,9,g0u2100,Q13-R15,212.623422,19482064718.456924
Be9_g0u2200,4,9,g0u2200,K1-L2,33390.936671,32862707626233.371094
Be9_g0u2200,4,9,g0u2200,K1-L3,33393.313327,32857859450126.574219
Be9_g0u2200,4,9,g0u2200,L2-M4,6182.087625,2821945209884.308594
Be9_g0u2200,4,9,g0u2200,L3-M4,6179.710969,564140860850.587769
Be9_g0u2200,4,9,g0u2200,L3-M5,6179.945008,3385060553338.050293
Be9_g0u2200,4,9,g0u2200,M4-N6,2161.491369,673276552130.750732
Be9_g0u2200,4,9,g0u2200,M5-N6,2161.257330,48083268100.411079
Be9_g0u2200,4,9,g0u2200,M5-N7,2161.306654,721290216355.656616
Be9_g0u2200,4,9,g0u2200,N6-O8,1000.253199,214575709119.010925
Be9_g0u2200,4,9,g0u2200,N7-O8,1000.203875,7946539915.943822
Be9_g0u2200,4,9,g0u2200,N7-O9,1000.219024,222512653968.378174
Be9_g0u2200,4,9,g0u2200,O8-P10,543.322430,84120447960.686859
Be9_g0u2200,4,9,g0u2200,O9-P10,543.307280,1911719822.109994
Be9_g0u2200,4,9,g0u2200,O9-P11,543.313124,86030188140.212051
Be9_g0u2200,4,9,g0u2200,P10-Q12,327.601706,38158581032.687363
Be9_g0u2200,4,9,g0u2200,P11-Q12,327.595862,587031877.574452
Be9_g0u2200,4,9,g0u2200,P11-Q13,327.598491,38745079230.325569
Be9_g0u2200,4,9,g0u2200,Q12-R14,212.624729,19268153562.332264
Be9_g0u2200,4,9,g0u2200,Q13-R14,212.622101,214084320.587164
Be9_g0u2200,4,9,g0u2200,Q13-R15,212.623422,19482064718.457645
Be9_g0u2300,4,9,g0u2300,K1-L2,33390.936699,32862707642586.183594
Be9_g0u2300,4,9,g0u2300,K1-L3,33393.313355,32857859466455.957031
Be9_g0u2300,4,9,g0u2300,L2-M4,6182.087627,2821945210450.227539
Be9_g0u2300,4,9,g0u2300,L3-M4,6179.710971,564140860963.787231
Be9_g0u2300,4,9,g0u2300,L3-M5,6179.945010,3385060554017.044922
Be9_g0u2300,4,9,g0u2300,M4-N6,2161.491370,673276552166.080688
Be9_g0u2300,4,9,g0u2300,M5-N6,2161.257331,48083268102.932564
Be9_g0u2300,4,9,g0u2300,M5-N7,2161.306655,721290216393.526367
Be9_g0u2300,4,9,g0u2300,N6-O8,1000.253199,214575709124.315094
Be9_g0u2300,4,9,g0u2300,N7-O8,1000.203875,7946539916.141884
Be9_g0u2300,4,9,g0u2300,N7-O9,1000.219024,222512653960.294769
Be9_g0u2300,4,9,g0u2300,O8-P10,543.322430,84120447960.989304
Be9_g0u2300,4,9,g0u2300,O9-P10,543.307280,1911719822.105155
Be9_g0u2300,4,9,g0u2300,O9-P11,543.313124,86030188140.415054
Be9_g0u2300,4,9,g0u2300,P10-Q12,327.601706,38158581032.703484
Be9_g0u2300,4,9,g0u2300,P11-Q12,327.595862,587031877.574844
Be9_g0u2300,4,9,g0u2300,P11-Q13,327.598491,38745079230.340416
Be9_g0u2300,4,9,g0u2300,Q12-R14,212.624729,19268153562.332954
Be9_g0u2300,4,9,g0u2300,Q13-R14,212.622101,214084320.587179
Be9_g0u2300,4,9,g0u2300,Q13-R15,212.623422,19482064718.458317
Be9_g0u2400,4,9,g0u2400,K1-L2,33390.936728,32862707656125.988281
Be9_g0u2400,4,9,g0u2400,K1-L3,33393.313384,32857859480092.078125
Be9_g0u2400,4,9,g0u2400,L2-M4,6182.087630,2821945210994.579102
Be9_g0u2400,4,9,g0u2400,L3-M4,6179.710974,564140861072.442383
Be9_g0u2400,4,9,g0u2400,L3-M5,6179.945013,3385060554668.397461
Be9_g0u2400,4,9,g0u2400,M4-N6,2161.491370,673276552190.732788
Be9_g0u2400,4,9,g0u2400,M5-N6,2161.257331,48083268104.715065
Be9_g0u2400,4,9,g0u2400,M5-N7,2161.306655,721290216419.801880
Be9_g0u2400,4,9,g0u2400,N6-O8,1000.253199,214575709129.096130
Be9_g0u2400,4,9,g0u2400,N7-O8,1000.203875,7946539916.315481
Be9_g0u2400,4,9,g0u2400,N7-O9,1000.219024,222512653965.280396
Be9_g0u2400,4,9,g0u2400,O8-P10,543.322430,84120447961.260727
Be9_g0u2400,4,9,g0u2400,O9-P10,543.307280,1911719822.113929
Be9_g0u2400,4,9,g0u2400,O9-P11,543.313124,86030188140.667297
Be9_g0u2400,4,9,g0u2400,P10-Q12,327.601706,38158581032.718185
Be9_g0u2400,4,9,g0u2400,P11-Q12,327.595862,587031877.575219
Be9_g0u2400,4,9,g0u2400,P11-Q13,327.598491,38745079230.353294
Be9_g0u2400,4,9,g0u2400,Q12-R14,212.624729,19268153562.333786
Be9_g0u2400,4,9,g0u2400,Q13-R14,212.622101,214084320.587192
Be9_g0u2400,4,9,g0u2400,Q13-R15,212.623422,19482064718.458893
Be9_g2u1000,4,9,g2u1000,K1-L2,33390.936235,32862709857514.800781
Be9_g2u1000,4,9,g2u1000,K1-L3,33393.312891,32857854973058.859375
Be9_g2u1000,4,9,g2u1000,L2-M4,6182.087501,2821944978286.592773
Be9_g2u1000,4,9,g2u1000,L3-M4,6179.710846,564140813923.762695
Be9_g2u1000,4,9,g2u1000,L3-M5,6179.944885,3385060517335.656250
Be9_g2u1000,4,9,g2u1000,M4-N6,2161.491351,673276494533.695190
Be9_g2u1000,4,9,g2u1000,M5-N6,2161.257311,48083274441.150505
Be9_g2u1000,4,9,g2u1000,M5-N7,2161.306636,721290188174.768799
Be9_g2u1000,4,9,g2u1000,N6-O8,1000.253196,214575711953.596893
Be9_g2u1000,4,9,g2u1000,N7-O8,1000.203872,7946540770.300688
Be9_g2u1000,4,9,g2u1000,N7-O9,1000.219021,222512649149.867126
Be9_g2u1000,4,9,g2u1000,O8-P10,543.322429,84120448342.601822
Be9_g2u1000,4,9,g2u1000,O9-P10,543.307280,1911719901.315792
Be9_g2u1000,4,9,g2u1000,O9-P11,543.313124,86030187565.294525
Be9_g2u1000,4,9,g2u1000,P10-Q12,327.601706,38158581165.236061
Be9_g2u1000,4,9,g2u1000,P11-Q12,327.595862,587031880.095129
Be9_g2u1000,4,9,g2u1000,P11-Q13,327.598491,38745079231.373154
Be9_g2u1000,4,9,g2u1000,Q12-R14,212.624729,19268153747.020618
Be9_g2u1000,4,9,g2u1000,Q13-R14,212.622101,214084334.166413
Be9_g2u1000,4,9,g2u1000,Q13-R15,212.623422,19482064591.005901
C12_g0u0050,6,12,g0u0050,K1-L2,75252.218931,166845301814750.031250
C12_g0u0050,6,12,g0u0050,K1-L3,75264.308257,166792408637138.875000
C12_g0u0050,6,12,g0u0050,L2-M4,13969.500699,14350875544104.851562
C12_g0u0050,6,12,g0u0050,L3-M4,13957.411373,2867326072362.935547
C12_g0u0050,6,12,g0u0050,L3-M5,13958.601211,17206521625339.693359
C12_g0u0050,6,12,g0u0050,M4-N6,4880.431426,3420655105361.137207
C12_g0u0050,6,12,g0u0050,M5-N6,4879.241589,244241428925.529663
C12_g0u0050,6,12,g0u0050,M5-N7,4879.492173,3664105084182.052734
C12_g0u0050,6,12,g0u0050,N6-O8,2257.871325,1089820436430.289062
C12_g0u0050,6,12,g0u0050,N7-O8,2257.620740,40355541049.107285
C12_g0u0050,6,12,g0u0050,N7-O9,2257.697685,1130066994665.470703
C12_g0u0050,6,12,g0u0050,O8-P10,1226.337093,427202303393.251465
C12_g0u0050,6,12,g0u0050,O9-P10,1226.260148,9707892136.746876
C12_g0u0050,6,12,g0u0050,O9-P11,1226.289829,436887716232.106934
C12_g0u0050,6,12,g0u0050,P10-Q12,739.412474,193781580318.477173
C12_g0u0050,6,12,g0u0050,P11-Q12,739.382793,2980987635.978659
C12_g0u0050,6,12,g0u0050,P11-Q13,739.396144,196756523847.665802
C12_g0u0050,6,12,g0u0050,Q12-R14,479.899263,97849064869.959778
C12_g0u0050,6,12,g0u0050,Q13-R14,479.885913,1087139627.499843
C12_g0u0050,6,12,g0u0050,Q13-R15,479.892620,98934243379.612762
C12_g0u0100,6,12,g0u0100,K1-L2,75252.987721,166846977325915.343750
C12_g0u0100,6,12,g0u0100,K1-L3,75265.077128,166794097102029.093750
C12_g0u0100,6,12,g0u0100,L2-M4,13969.524760,14350916871212.753906
C12_g0u0100,6,12,g0u0100,L3-M4,13957.435353,2867334336240.306152
C12_g0u0100,6,12,g0u0100,L3-M5,13958.625193,17206569018073.244141
C12_g0u0100,6,12,g0u0100,M4-N6,4880.435689,3420659705089.882324
C12_g0u0100,6,12,g0u0100,M5-N6,4879.245848,244241779672.159271
C12_g0u0100,6,12,g0u0100,M5-N7,4879.496433,3664110011790.914062
C12_g0u0100,6,12,g0u0100,N6-O8,2257.872048,1089820894259.102783
C12_g0u0100,6,12,g0u0100,N7-O8,2257.621463,40355561976.929626
C12_g0u0100,6,12,g0u0100,N7-O9,2257.698407,1130067358166.430908
C12_g0u0100,6,12,g0u0100,O8-P10,1226.337200,427202353636.676758
C12_g0u0100,6,12,g0u0100,O9-P10,1226.260256,9707893278.578484
C12_g0u0100,6,12,g0u0100,O9-P11,1226.289937,436887767631.021790
C12_g0u0100,6,12,g0u0100,P10-Q12,739.412488,193781581217.491394
C12_g0u0100,6,12,g0u0100,P11-Q12,739.382807,2980987649.840828
C12_g0u0100,6,12,g0u0100,P11-Q13,739.396157,196756524760.380524
C12_g0u0100,6,12,g0u0100,Q12-R14,479.899264,97849064936.339661
C12_g0u0100,6,12,g0u0100,Q13-R14,479.885914,1087139628.258582
C12_g0u0100,6,12,g0u0100,Q13-R15,479.892622,98934243457.569611
C12_g0u0150,6,12,g0u0150,K1-L2,75253.136405,166847344672488.031250
C12_g0u0150,6,12,g0u0150,K1-L3,75265.225831,166794448138579.781250
C12_g0u0150,6,12,g0u0150,L2-M4,13969.530661,14350925301153.345703
C12_g0u0150,6,12,g0u0150,L3-M4,13957.441236,2867336021721.698730
C12_g0u0150,6,12,g0u0150,L3-M5,13958.631077,17206582418471.902344
C12_g0u0150,6,12,g0u0150,M4-N6,4880.436735,3420660692787.000000
C12_g0u0150,6,12,g0u0150,M5-N6,4879.246893,244241827954.317780
C12_g0u0150,6,12,g0u0150,M5-N7,4879.497478,3664111403654.390137
C12_g0u0150,6,12,g0u0150,N6-O8,2257.872226,1089821034996.541382
C12_g0u0150,6,12,g0u0150,N7-O8,2257.621641,40355567188.980797
C12_g0u0150,6,12,g0u0150,N7-O9,2257.698585,1130067504088.795166
C12_g0u0150,6,12,g0u0150,O8-P10,1226.337226,427202356494.128418
C12_g0u0150,6,12,g0u0150,O9-P10,1226.260282,9707893343.486090
C12_g0u0150,6,12,g0u0150,O9-P11,1226.289963,436887770531.322876
C12_g0u0150,6,12,g0u0150,P10-Q12,739.412491,193781581427.658264
C12_g0u0150,6,12,g0u0150,P11-Q12,739.382810,2980987653.059191
C12_g0u0150,6,12,g0u0150,P11-Q13,739.396161,196756539788.156769
C12_g0u0150,6,12,g0u0150,Q12-R14,479.899265,97849064960.162506
C12_g0u0150,6,12,g0u0150,Q13-R14,479.885914,1087139628.558922
C12_g0u0150,6,12,g0u0150,Q13-R15,479.892622,98934243471.709000
C12_g0u0200,6,12,g0u0200,K1-L2,75253.190732,166847467924409.218750
C12_g0u0200,6,12,g0u0200,K1-L3,75265.280164,166794586949906.156250
C12_g0u0200,6,12,g0u0200,L2-M4,13969.533117,14350930562193.082031
C12_g0u0200,6,12,g0u0200,L3-M4,13957.443684,2867337073751.970703
C12_g0u0200,6,12,g0u0200,L3-M5,13958.633526,17206586539231.060547
C12_g0u0200,6,12,g0u0200,M4-N6,4880.437170,3420661156128.147461
C12_g0u0200,6,12,g0u0200,M5-N6,4879.247328,244241861044.101074
C12_g0u0200,6,12,g0u0200,M5-N7,4879.497913,3664111900055.745605
C12_g0u0200,6,12,g0u0200,N6-O8,2257.872300,1089821048947.510376
C12_g0u0200,6,12,g0u0200,N7-O8,2257.621715,40355567705.461502
C12_g0u0200,6,12,g0u0200,N7-O9,2257.698659,1130067629788.809570
C12_g0u0200,6,12,g0u0200,O8-P10,1226.337237,427202396406.615479
C12_g0u0200,6,12,g0u0200,O9-P10,1226.260293,9707893370.768179
C12_g0u0200,6,12,g0u0200,O9-P11,1226.289974,436887771738.155212
C12_g0u0200,6,12,g0u0200,P10-Q12,739.412493,193781581535.365692
