run,Z,A,setting,loggrid_step,uehling_steps,energy_tol,rc,err_bytes,wall_s,input_sha256
Si28_g0u0900,14,28,g0u0900,0.005,900,1e-07,0,0,14.564,a627879288eab65a324667d67270cc6c9393df7b772f8aa971bae9d7d1e1f7c4
Si28_g0u1000,14,28,g0u1000,0.005,1000,1e-07,0,0,14.206,f5c9bde9e474c3e4a8350e6f61f0e8b9add40c75a683e475d5d5cee64d776d5d
Si28_g0u1100,14,28,g0u1100,0.005,1100,1e-07,0,0,16.062,1be75953a58e48a1e21f6de98b7f8069e7d5a4614fedfaea44573a4ddb97ba0f
Si28_g0u1200,14,28,g0u1200,0.005,1200,1e-07,0,0,17.722,5068638d6ae1fd7d9c25018ee4882241a2e335956d9820ae68baf630f343c2ef
Si28_g0u1300,14,28,g0u1300,0.005,1300,1e-07,0,0,20.072,1592b3b11b579181ad5d08ce705f0a02273f95d72dc7bb09b42d98fb70207173
Si28_g0u1400,14,28,g0u1400,0.005,1400,1e-07,0,0,20.339,f48d742fed00497901c2246f4006e0ed9342d43da990e99b7bc5bde9785aee58
Si28_g0u1500,14,28,g0u1500,0.005,1500,1e-07,0,0,32.041,977a652c63babc556336b54ed1995b604f6712db5f2f1c76e478849c0481938a
Si28_g0u1600,14,28,g0u1600,0.005,1600,1e-07,0,0,24.671,d26e484e93b09e6405231b65f97eb2a6a1670e4e22f92bd817c7794c1993d1fa
Si28_g0u1700,14,28,g0u1700,0.005,1700,1e-07,0,0,27.802,5801dd70f0c67317b17887bae926ed8236083817515f5a0d69f29990997ddb48
Si28_g0u1800,14,28,g0u1800,0.005,1800,1e-07,0,0,22.499,5489bc59f3341c5678468447e12fd875ba64841e3bd2ab42fe0b59ec7210efdc
Si28_g0u1900,14,28,g0u1900,0.005,1900,1e-07,0,0,30.307,0af7df623a09ca94590872290bf171cc844a47ac1df83042f80cc2ada21aa438
Si28_g0u2000,14,28,g0u2000,0.005,2000,1e-07,0,0,24.071,fa21ba0e91430635bcd64d7daba9d5d203baf530498ad6dba6d5bd9bb875306a
Si28_g0u2100,14,28,g0u2100,0.005,2100,1e-07,0,0,35.194,cf186cbadcd5a9fc89e900245a93b28ca29de2a1b60c5130ad726b76887d2d9d
Si28_g0u2200,14,28,g0u2200,0.005,2200,1e-07,0,0,37.139,93e82ee3b09966290c93743b848c2f610cfc91105cbaa5ff85d1891d2e2b5286
Si28_g0u2300,14,28,g0u2300,0.005,2300,1e-07,0,0,34.516,bd6ce5d07071a1e34cfe2616575c76db154bc43091b214ec56eada4c6950317f
Si28_g0u2400,14,28,g0u2400,0.005,2400,1e-07,0,0,29.186,50d99aedc41e5a836f274f90472f0082c4d8d57b5ec00ea70fe8719c76bcd815
Si28_g2u1000,14,28,g2u1000,0.00125,1000,1e-07,0,0,40.698,9c944dfb3711ce953575795ecf29f4ee4f858c3d8a7e21cab60df96f28438918
Ar40_g0u0050,18,40,g0u0050,0.005,50,1e-07,0,0,0.970,05e7ec0ab134d4bf5be0f4fa0e5d47ed693e019adcec66471d69a23237389276
Ar40_g0u0100,18,40,g0u0100,0.005,100,1e-07,0,0,1.777,9eab0ae9dfea4848e43e190fe1745beca629d6a7b94c258eff192a0825b782d7
Ar40_g0u0150,18,40,g0u0150,0.005,150,1e-07,0,0,2.777,0d70770b842330e1041546badd82764df6e68e64e93254cc17ddbdee4a300b6d
Ar40_g0u0200,18,40,g0u0200,0.005,200,1e-07,0,0,3.578,f98c927dcfd52bc1387f79715731ef0d652e6a84c0f9252179c72ca33459f1cc
Ar40_g0u0250,18,40,g0u0250,0.005,250,1e-07,0,0,3.979,ae27bb8e603bba95c2e4ac4ec0cfbbe6c45376d9783ac2250730ba5f12b6c98b
Ar40_g0u0300,18,40,g0u0300,0.005,300,1e-07,0,0,5.739,e2da2ebba3edbb9ebb1b8d4bc79d7c316d1899ea76a105383275c20088a189bb
Ar40_g0u0350,18,40,g0u0350,0.005,350,1e-07,0,0,6.639,ee7bf6f5a2851b441b7da64c782c9830debb7e1cb51598356085b8d771218db3
Ar40_g0u0400,18,40,g0u0400,0.005,400,1e-07,0,0,7.089,90bdd5e951a86d2e020bd4239a9f2dd0780a1fb3d57f5867979e20f803f6b49d
Ar40_g0u0450,18,40,g0u0450,0.005,450,1e-07,0,0,7.891,8f7fc6ff6d8bf5f26f18d178fb6723723e09280c3d9cd398c2c9c7a36b002e81
Ar40_g0u0500,18,40,g0u0500,0.005,500,1e-07,0,0,8.944,d85f53480cf0a856a98f1b7c3528052d0c1ac8045b7e93d9bfadda678e2fda34
Ar40_g0u0550,18,40,g0u0550,0.005,550,1e-07,0,0,8.697,a77af6db9d049e92ff39dc911ab080906ba57fa5b9f17162dee2804074a7b910
Ar40_g0u0600,18,40,g0u0600,0.005,600,1e-07,0,0,11.509,1e6dbdb37eedff3365cc367902e76fc7fd8d63cd7e992756a43e02e53e6dc29f
Ar40_g0u0700,18,40,g0u0700,0.005,700,1e-07,0,0,10.757,a81d20b2cdb769503b1c1b10460dce3eb852518b3f1809798a554992d7ab3c14
Ar40_g0u0800,18,40,g0u0800,0.005,800,1e-07,0,0,14.019,f49e7344580258403b45ab7092901aea1d56740672dea3b38f40f48ba35bfed6
Ar40_g0u0900,18,40,g0u0900,0.005,900,1e-07,0,0,13.967,8b19b40541e37e68a158ff42916217e8723f921d5906c8c7cb01c9e468ed78fb
Ar40_g0u1000,18,40,g0u1000,0.005,1000,1e-07,0,0,17.531,f20551fbad4e7754af1da08ffb3696dfa663b0d776465fc9c99b00f3bff61f7d
Ar40_g0u1100,18,40,g0u1100,0.005,1100,1e-07,0,0,20.038,a1dad553ae50198df332a750af5d1ea3dda0ae5eb306c377f32db408ff9eac37
Ar40_g0u1200,18,40,g0u1200,0.005,1200,1e-07,0,0,17.677,97d9532f3a67bc2ca3e2aba8bcf974250ff40bd4487b3925a10c614614d79278
Ar40_g0u1300,18,40,g0u1300,0.005,1300,1e-07,0,0,22.939,04886dbefd620164038848625218c31f3e1ebe31e0dad43ee63b4773f1683d91
Ar40_g0u1400,18,40,g0u1400,0.005,1400,1e-07,0,0,20.697,dd4708dd7a0e0d76d201701f89d6db672d15dbe1f58203ff43c64f73b698e439
Ar40_g0u1500,18,40,g0u1500,0.005,1500,1e-07,0,0,25.830,90c2f9bbd96aedcd340e2f395e45961bf52a815d4b66c68a01850122fcf52d82
Ar40_g0u1600,18,40,g0u1600,0.005,1600,1e-07,0,0,35.721,9224f6c430d40f06a7714588321589c33609fd957b538f122288778621166d0f
Ar40_g0u1700,18,40,g0u1700,0.005,1700,1e-07,0,0,27.336,c78a988f0ad1a30e4ddc27c266e33a8bf4014c52578f4606f3165b1660192232
Ar40_g0u1800,18,40,g0u1800,0.005,1800,1e-07,0,0,27.577,884cf24a83c5db5f77846fd0daf2c47feb5cfc5389666c2873b6300c665a55cd
Ar40_g0u1900,18,40,g0u1900,0.005,1900,1e-07,0,0,23.883,1dcb0e87524fd87e04b43b2e535f08092fc3d1e1a45bb04ac349302f38336289
Ar40_g0u2000,18,40,g0u2000,0.005,2000,1e-07,0,0,26.992,bbb8ea91b95f78836605f388fd061f0442f766d59fa85753d31e7bc2d2590ac8
Ar40_g0u2100,18,40,g0u2100,0.005,2100,1e-07,0,0,33.086,675dc9cc2674fae07344a0398c5095510fbb45035e3a28ed632573b0ae4996a6
Ar40_g0u2200,18,40,g0u2200,0.005,2200,1e-07,0,0,36.563,e98fa150c5a2def32d0212df6e0d202b03629d0027dd3960630c4fb24acee863
Ar40_g0u2300,18,40,g0u2300,0.005,2300,1e-07,0,0,28.000,4ba51f820581a9603e76d290b72b1da381195117a104d6b04e71a46e69d1edf4
Ar40_g0u2400,18,40,g0u2400,0.005,2400,1e-07,0,0,34.921,20fb728b6db35ccf0ba5b27d9575671e2ade1348e1a32560eb096fdd5a23dc02
Ar40_g2u1000,18,40,g2u1000,0.00125,1000,1e-07,0,0,44.479,3a6c734e24f3ea68a4e4d521bb40e6ddf4fb1a408b1a90e91cc39bdc5aa05157
Sc45_g0u0050,21,45,g0u0050,0.005,50,1e-07,0,0,1.070,b52a50954fd2cc61fe298a2a75d48be69415924ae2427d0aebd1a73a4f53e294
Sc45_g0u0100,21,45,g0u0100,0.005,100,1e-07,0,0,2.023,ae5ce83db3611133f8c90edd4f1f32a80ef06108357028469182432537bbc2f4
Sc45_g0u0150,21,45,g0u0150,0.005,150,1e-07,0,0,2.722,76879afdf9a5bccd384883425d57cdd92192c876b738d5fe2104c15648978d76
Sc45_g0u0200,21,45,g0u0200,0.005,200,1e-07,0,0,3.476,683594c6f930d7d91807525e499eba25d89473ea6cb7316efc6049c33550420b
Sc45_g0u0250,21,45,g0u0250,0.005,250,1e-07,0,0,4.831,89a5b07de26e7d10b07e59a65135b72b3cbcbc6b22a5f6e603e83544124a0119
Sc45_g0u0300,21,45,g0u0300,0.005,300,1e-07,0,0,5.380,b93d616f3cd94cfe23f07b3bae9ab4ea5f5adb5cb73e4c9ee1084dc2ca69b094
Sc45_g0u0350,21,45,g0u0350,0.005,350,1e-07,0,0,7.140,36d0ab04dd514e12978e60dc43566674c81fe3652b1f13835fb25b7cd76e9e8d
Sc45_g0u0400,21,45,g0u0400,0.005,400,1e-07,0,0,7.896,b5b8eb6207d77d7a8e8be57d7c4194e0843d77cd596ad63dac831150c3c27da6
Sc45_g0u0450,21,45,g0u0450,0.005,450,1e-07,0,0,8.489,e6c76616783878f4891fc4c03d1e592bd4e6b49e880cae10a6ba4aa90da7daad
Sc45_g0u0500,21,45,g0u0500,0.005,500,1e-07,0,0,8.042,b498553e75e821906139398661cc7b2bf46e8a1c6a28f7483433211ef2b02233
Sc45_g0u0550,21,45,g0u0550,0.005,550,1e-07,0,0,10.346,464990eac7eae5e25351db586996031b054ae0e8e846ac117798f2fbb4c1791e
Sc45_g0u0600,21,45,g0u0600,0.005,600,1e-07,0,0,10.500,f3dc88c7e2432ea256c56247bcd12883e4188ea2527ca4ff828392f52d40131e
Sc45_g0u0700,21,45,g0u0700,0.005,700,1e-07,0,0,12.806,787da8a66099b11f3dd2345a19eebf26973be777f36a4dca355728cf031fe1eb
Sc45_g0u0800,21,45,g0u0800,0.005,800,1e-07,0,0,13.662,5ecaa84f5863a5abecc74b3e0a9395e0d4a0649782043d26456a40f498c9e34c
Sc45_g0u0900,21,45,g0u0900,0.005,900,1e-07,0,0,16.317,3c592733fd4436e3346c9ed91d8027ede2ac027cd5feb9be44a567e3d4d69291
Sc45_g0u1000,21,45,g0u1000,0.005,1000,1e-07,0,0,16.013,8b410daeeb13131bd0977dd698e5f8c73daefc2052ce452b1e11c5a037f9bc1a
Sc45_g0u1100,21,45,g0u1100,0.005,1100,1e-07,0,0,18.267,fb040ffdff897d4542dcb715cbd221409ec5b8cacedf0d09e18656034e36da2e
Sc45_g0u1200,21,45,g0u1200,0.005,1200,1e-07,0,0,20.077,196f85009bd3fc24b2c2b9c4da4b26892896baeedbcec56afd854e3777475791
Sc45_g0u1300,21,45,g0u1300,0.005,1300,1e-07,0,0,22.589,6fa33a9597b61262679becbeda38f487bf38b25b9d771b05e76c87f452893498
Sc45_g0u1400,21,45,g0u1400,0.005,1400,1e-07,0,0,22.553,cb3a85b9d6682c2da8bf1f59c8d69ae014e21b23c29e093f8bb8f8c4672bdf21
Sc45_g0u1500,21,45,g0u1500,0.005,1500,1e-07,0,0,36.421,3414895738230de7ab4c84d3b6318fb4a45423dd6d18404845456c603a94a6be
Sc45_g0u1600,21,45,g0u1600,0.005,1600,1e-07,0,0,28.338,2f3c60392d65eb6c5672e404b8f187883473f565e59bf04188dfb51da4ceed86
Sc45_g0u1700,21,45,g0u1700,0.005,1700,1e-07,0,0,31.459,663dded2b4dd2bf879beb6076ad369aafcddaa961b0651b341d93dad4c55526a
Sc45_g0u1800,21,45,g0u1800,0.005,1800,1e-07,0,0,25.864,dc579f266ad61a883fc467b4f5b56ce140a22fd8e2eae0378039c8642dc644ad
Sc45_g0u1900,21,45,g0u1900,0.005,1900,1e-07,0,0,34.171,b131f0f262be1ea7f8bfd679becd8a1e906a76575d5f1519134fe85e101105b0
Sc45_g0u2000,21,45,g0u2000,0.005,2000,1e-07,0,0,27.145,170a200603d3a307f5138c81fd0160ea4e666439fba044a466ec27853926c3d3
Sc45_g0u2100,21,45,g0u2100,0.005,2100,1e-07,0,0,40.411,b7586033eed2188c617f95aa59e3bda72ee183f3f8e4e3f9499b940d243112ee
Sc45_g0u2200,21,45,g0u2200,0.005,2200,1e-07,0,0,41.703,d733c8309b95d2b9fd681023802c6c5385ab005d5ea5d31d23466df1f143f33e
Sc45_g0u2300,21,45,g0u2300,0.005,2300,1e-07,0,0,38.588,6c32bfebbce2f2c00fe6b0de4201c134d7039a1f86e734de602c28a0b866097b
Sc45_g0u2400,21,45,g0u2400,0.005,2400,1e-07,0,528,67.303,0542740196336800af4956a33e08b4aea5ceda4ff1424ed70b7eb9b1ded118f0
Sc45_g2u1000,21,45,g2u1000,0.00125,1000,1e-07,0,0,46.175,b616afbfff5a712b4397827373bcdeb57cb687933a2023d41fff76139b670188
Fe56_g0u0050,26,56,g0u0050,0.005,50,1e-07,0,0,1.117,fc868318aa3e84df7392e549e2cec677784cd728107dec048e95d6dd8a2fb9bf
Fe56_g0u0100,26,56,g0u0100,0.005,100,1e-07,0,0,2.071,485882eb7117fe7ad01a37533e89792e64b5328748a77d677c49b65c27b1f9d7
Fe56_g0u0150,26,56,g0u0150,0.005,150,1e-07,0,0,3.125,455c10783272270e61cd0f3b9e58bad48da77c4fd534978abc4dca2d424ee631
Fe56_g0u0200,26,56,g0u0200,0.005,200,1e-07,0,0,4.076,b8597da54db95171bbeb3ebd30948249018d7ed40b460a7d68be8db0a0295ad8
Fe56_g0u0250,26,56,g0u0250,0.005,250,1e-07,0,0,4.382,e63d8c651694bc6bd7b9475d626cb9b0b9af8da9f9f976734d4f4bbe91963771
Fe56_g0u0300,26,56,g0u0300,0.005,300,1e-07,0,0,5.982,f917b6b477464cc5c6af19da6fdf9c13369baa861f4672f87026aedeea643bfb
Fe56_g0u0350,26,56,g0u0350,0.005,350,1e-07,0,0,7.188,85302f7f861e23b97dd75c914588095627c58b7b77978db412ffa7f00b1f4b43
Fe56_g0u0400,26,56,g0u0400,0.005,400,1e-07,0,0,7.341,502687cd3e027efbbc75071c516cb4170676bbe77c85ef6a3443d6b6996d297b
Fe56_g0u0450,26,56,g0u0450,0.005,450,1e-07,0,0,8.943,7c2742e526b574a9f14e97c43df6b0e594c306728a701aa1da1330ebab65cdd1
Fe56_g0u0500,26,56,g0u0500,0.005,500,1e-07,0,0,9.747,8c6e1350c24cb7ef8b5e22dc71269720d5d87a87fbf6edd7b1c035ec6efa7a40
Fe56_g0u0550,26,56,g0u0550,0.005,550,1e-07,0,0,10.853,d98de240977a25e4793d87409e6fa897886e1dddd9530d364f369ee31d1b07dd
Fe56_g0u0600,26,56,g0u0600,0.005,600,1e-07,0,0,11.698,3cafae0f2f0c2c5d47cca336f3b906d3f5e970ce3b75f404100d3e8ab1b99798
Fe56_g0u0700,26,56,g0u0700,0.005,700,1e-07,0,0,13.261,d8beb898dcd3fe571b2b4aa70b5683f506b8700486ed026d40384755d004ce10
Fe56_g0u0800,26,56,g0u0800,0.005,800,1e-07,0,0,16.221,ec17c491a34af57f38fdda739543f1defe2459cb35e8b4f1ebbb9d1d9704c200
Fe56_g0u0900,26,56,g0u0900,0.005,900,1e-07,0,0,17.973,09117ef7d72da235b44ecf0f3207341d570d01817324076b725404a099a67caf
Fe56_g0u1000,26,56,g0u1000,0.005,1000,1e-07,0,0,19.783,69c74c8337d343dc3b3835f1965ae67e67f1f004ed306742ea0c1580573b7a05
Fe56_g0u1100,26,56,g0u1100,0.005,1100,1e-07,0,0,22.788,f599e4e39db3a192c97e3765449b52daa1eabd2fca522bd4559e6a92f02abd35
Fe56_g0u1200,26,56,g0u1200,0.005,1200,1e-07,0,0,18.027,4b8f6bcbd2d811453225342e978c93f4e5d78346d10bf72b2baba2ca07d384ca
Fe56_g0u1300,26,56,g0u1300,0.005,1300,1e-07,0,0,24.645,26741a584f2f711b3407ebb4534309b469ff08e50971f715c31aec92a872f3f3
Fe56_g0u1400,26,56,g0u1400,0.005,1400,1e-07,0,0,22.088,27bb2557a006db34a16e673e930a208d281171f5b96e514a6c137c593eb5c986
Fe56_g0u1500,26,56,g0u1500,0.005,1500,1e-07,0,0,35.924,753acac942d0e6f94d8d36dafe8e050363af46265dbc07c1ab428ea2d4d1f823
Fe56_g0u1600,26,56,g0u1600,0.005,1600,1e-07,0,0,39.461,62f2f8a1adcaf25bc43e79b2f85a3adf14832529052d6e23a030ddc795a6173a
Fe56_g0u1700,26,56,g0u1700,0.005,1700,1e-07,0,0,28.372,8f1cccd94600ae29bc09539569968bc64ac5696274033dda582fba47a2d08ddf
Fe56_g0u1800,26,56,g0u1800,0.005,1800,1e-07,0,0,29.483,3b9a59799e591c05a28552ab5c07023299f82156b8b0041151381bd3855ea75c
Fe56_g0u1900,26,56,g0u1900,0.005,1900,1e-07,0,0,26.774,3e833da5d2ad819d1f2095311944e92b8d2c1ec62ffe5e7ec28e9e901c4ed735
Fe56_g0u2000,26,56,g0u2000,0.005,2000,1e-07,0,0,28.775,100a628a464be37af08ce0d7a1d1395a1686ad8d18b0ba46e7c3f9df429e12bf
Fe56_g0u2100,26,56,g0u2100,0.005,2100,1e-07,0,0,38.081,fcf90a0006d4482c14a65202b105aa51af511b4e2b38c5d6d9539abdf53fbb60
Fe56_g0u2200,26,56,g0u2200,0.005,2200,1e-07,0,616,70.306,e65c07feabb006f91b5f191b4028c53ac9fef91b7a5a934fdb40b6a7a3293b63
Fe56_g0u2300,26,56,g0u2300,0.005,2300,1e-07,0,0,35.454,423c2f80dded12a4854d6e7e2ed75aee9e76efeba30e6984c36f9577337861d1
Fe56_g0u2400,26,56,g0u2400,0.005,2400,1e-07,-6,352,50.589,b5fbc14cd1d02b723946fe352876ca4fa05e8a6d54edb0e10eac240e906f1a0a
Fe56_g2u1000,26,56,g2u1000,0.00125,1000,1e-07,0,0,50.498,ac4948cdf889a5e46e12611c7a20da5f32a11598b2ea1c3e123e78cd1d76b0d8
Cu63_g0u0050,29,63,g0u0050,0.005,50,1e-07,0,0,1.170,c56ba3df4709f57dd26df5a6160081902859e9764f5120b4446f99fff94f6f22
Cu63_g0u0100,29,63,g0u0100,0.005,100,1e-07,0,0,2.069,2d7920840b710cde6082610d23d4b552ae4eb773275b59cfd94b59af1945f3c2
Cu63_g0u0150,29,63,g0u0150,0.005,150,1e-07,0,0,3.225,4bbc61ee4b2c74c229992056a4f7b811276b3f9fdd806d0e4855b5838c9f7760
Cu63_g0u0200,29,63,g0u0200,0.005,200,1e-07,0,0,4.329,f07da0b43bd3d19b8080ea12fa4391b39c8649729b0020be4332cadba514c254
Cu63_g0u0250,29,63,g0u0250,0.005,250,1e-07,0,0,4.380,e971bd8fdb86cec6b669f968f58f401ed76f085e41f004975ea1527a06026509
Cu63_g0u0300,29,63,g0u0300,0.005,300,1e-07,0,0,6.284,54919b7a97c2c6596253c53d1b2d9ad81e2b7057be217d5393a2354ff246cd4b
Cu63_g0u0350,29,63,g0u0350,0.005,350,1e-07,0,0,7.690,736789242e43442dc687378fb46f36acd14345486d050ae248b9be2ad24e750f
Cu63_g0u0400,29,63,g0u0400,0.005,400,1e-07,0,0,7.689,78e514fff3b6c4941df06e43a818c97b57b8a1f35b5dc1a47da9aa07d8f730da
Cu63_g0u0450,29,63,g0u0450,0.005,450,1e-07,0,0,9.093,ff353c90d8cbc29c37652dd27a637dd58efcf34bc205d39173a81983beac1127
Cu63_g0u0500,29,63,g0u0500,0.005,500,1e-07,0,0,10.345,a6592dabfdeb2a2ee2c15ad7cf3eb36d54be49789e7d56d47f8bbab313b091cd
Cu63_g0u0550,29,63,g0u0550,0.005,550,1e-07,0,0,11.152,c1abc3079862dcd440514a95aa43534f0d62f8525ff44699b79923415eece807
Cu63_g0u0600,29,63,g0u0600,0.005,600,1e-07,0,0,12.403,c36543e84424da053b3454c86413d943c00ec83fef21bd294c942af1e55f7a39
Cu63_g0u0700,29,63,g0u0700,0.005,700,1e-07,0,0,13.111,301ef458c3d90f27ce266dd6d5c98a27f992bf61f99eae1804f31d1c2201819c
Cu63_g0u0800,29,63,g0u0800,0.005,800,1e-07,0,0,16.873,d12cdc5ee2ea015498942f8f7d7abd0a9e0718a543a3a191b20d9e2add0c8508
Cu63_g0u0900,29,63,g0u0900,0.005,900,1e-07,0,0,17.973,7b079939ad87b41c04c7f22eb260ad7dec064c8956c00d7c5853c1e1a5443dd8
Cu63_g0u1000,29,63,g0u1000,0.005,1000,1e-07,0,0,20.384,1d83ac30e2c9236c1403228f940f5f57d14951c6f4e622535a48ba2763a85b73
Cu63_g0u1100,29,63,g0u1100,0.005,1100,1e-07,0,0,24.342,040baf38cda1328a57cb08cd4befaabd77bf2190630d4bc7b87d5c96b2ef3e4e
Cu63_g0u1200,29,63,g0u1200,0.005,1200,1e-07,0,0,19.380,d5d122e1e64fa00c77e337b98c9589196ca31e6e3f4157e17bd34713d93988a8
Cu63_g0u1300,29,63,g0u1300,0.005,1300,1e-07,0,0,25.897,232f4a4df05c7c9d55e9f0b916134e51a3f738a7421cfbf21f3634cf655afece
Cu63_g0u1400,29,63,g0u1400,0.005,1400,1e-07,0,0,23.043,8307894434b9854307ae7dc3316e3be3df808fdcb38bd20681740e15cfe42b1f
Cu63_g0u1500,29,63,g0u1500,0.005,1500,1e-07,0,0,33.310,af939eb0f66bab42bbc0f732952a4384df773a34acb52c44570a0999251693dc
Cu63_g0u1600,29,63,g0u1600,0.005,1600,1e-07,0,0,41.016,9005d0dbecc477ac2faed3387a9dd9b45e6032901d01535350b09f9ac28a495f
Cu63_g0u1700,29,63,g0u1700,0.005,1700,1e-07,0,0,29.886,a9b7b8f7dcf32ad03cc39c7c1909473972dfbe1b038f5ea742bcc6270e295ca8
Cu63_g0u1800,29,63,g0u1800,0.005,1800,1e-07,0,0,30.884,498c141a6300ce5c8f3b1f02b513f00ae3993c276314bd3588bd48545635c096
Cu63_g0u1900,29,63,g0u1900,0.005,1900,1e-07,0,0,27.829,212576720581898740c9cff923e2ef3abe85cb009447a6d3d4cc618417f55f3c
Cu63_g0u2000,29,63,g0u2000,0.005,2000,1e-07,0,0,28.734,bde36218969811cb36750686a54546aca30bfceadaa037ec0885d2bc4e405e54
Cu63_g0u2100,29,63,g0u2100,0.005,2100,1e-07,0,0,39.135,a22ad3f198b43daec929494e7cae2b9216f30a5ca22c7fd26b3c5d80ae6c8a4e
Cu63_g0u2200,29,63,g0u2200,0.005,2200,1e-07,0,616,64.579,28a8994beffde4fe2f66c319d2812f77526b4ba42ade311d964800cd0fa337ed
Cu63_g0u2300,29,63,g0u2300,0.005,2300,1e-07,-6,264,47.749,0545e93ce391ba941a64f685fe5410ee16765b811b5bcf7684611b1228118695
Cu63_g0u2400,29,63,g0u2400,0.005,2400,1e-07,0,792,127.527,2fdde51cc0a784f7604e185a149c1cb15c36b574c5025a2d21a3e046dd36076b
Cu63_g2u1000,29,63,g2u1000,0.00125,1000,1e-07,0,0,51.503,9aa0e47a6487fec8904a6bf6ab3826625d6a59c08fb43c51d318960329a361ed
Ge74_g0u0050,32,74,g0u0050,0.005,50,1e-07,0,0,1.220,808c9d2a9a9c60ddc4561b45c66a818ffc2a775a7bc5081cbe0373862338e315
Ge74_g0u0100,32,74,g0u0100,0.005,100,1e-07,0,0,2.275,c2430dbc5c225d1439ba6175dd987bfc49930fc1b919be443c68d5078048957f
Ge74_g0u0150,32,74,g0u0150,0.005,150,1e-07,0,0,3.323,0ecd1cab38bb8f91b4fad74afddba36016e4fe0790610cbc5ce26d232b12976c
Ge74_g0u0200,32,74,g0u0200,0.005,200,1e-07,0,0,4.377,2a6c6732be1ba009fb454d087b064e8635b44155815e295f7a300e3840a43e07
Ge74_g0u0250,32,74,g0u0250,0.005,250,1e-07,0,0,4.533,0d144cdd10b0856c42cadd38b39d030b850cdd479ba624446c8254ed55a71286
Ge74_g0u0300,32,74,g0u0300,0.005,300,1e-07,0,0,6.283,d1558db82dfeafa554ad30024d3db7d0bb5ac47515358f0ddc520e6e74596052
Ge74_g0u0350,32,74,g0u0350,0.005,350,1e-07,0,0,7.592,3a605286115f07e27078e60545697b19f3b95d81eb8c812d6154a339d7b2ad0d
Ge74_g0u0400,32,74,g0u0400,0.005,400,1e-07,0,0,7.692,9fb76beeeccdca585efba4068a83343bf6ab779b975ab8355709771109c459d6
Ge74_g0u0450,32,74,g0u0450,0.005,450,1e-07,0,0,9.744,0922767c31152757c31daf96d7c748ac5001bac1f1bbc97b6c8b4e98d7d48609
Ge74_g0u0500,32,74,g0u0500,0.005,500,1e-07,0,0,10.448,69c89e2d67b80fa61b593faa56a407e99bfaf8168e4d40199106063ea881c8f1
Ge74_g0u0550,32,74,g0u0550,0.005,550,1e-07,0,0,11.705,e03f0aede2d641076d17d1d787824b9d150dd7a2edad7e521379de8ed3584d33
Ge74_g0u0600,32,74,g0u0600,0.005,600,1e-07,0,0,12.349,a0662ca8cbe65e80c6ab09c45157640235903ca6056bc2aa2e5e8c0bf011367d
Ge74_g0u0700,32,74,g0u0700,0.005,700,1e-07,0,0,13.973,65c1f3d04764c5adeaf13ca53ed38556ee0cc03271e769b7ebd90b72c0006570
Ge74_g0u0800,32,74,g0u0800,0.005,800,1e-07,0,0,17.070,06267c38c222fe579b0a958fb0c295996e4be67403cbf98ad8244781ec63ae8b
Ge74_g0u0900,32,74,g0u0900,0.005,900,1e-07,0,0,19.023,92cf7ddf00c24deba66002433f95ffdef8016b97d3fa6cafaaa4798de430e90f
Ge74_g0u1000,32,74,g0u1000,0.005,1000,1e-07,0,0,21.138,25e4f2019debc6ba9192f5518e84a275c6aeeed0234503bed7f25a08663e11d4
Ge74_g0u1100,32,74,g0u1100,0.005,1100,1e-07,0,0,25.750,6a2f1d256c80ccc388e24be837db1ea5b64264edbefcec84ff05f50cba97f811
Ge74_g0u1200,32,74,g0u1200,0.005,1200,1e-07,0,0,19.382,d3df6aaa10cb9eed17c887b34d259ce73d79398f8101e141e33e354a5b3e1fe8
Ge74_g0u1300,32,74,g0u1300,0.005,1300,1e-07,0,0,26.151,6380a0b74a4dac8da9d539378d4a9d7b6201aaf031179dcf99ee5ec1feafedc5
Ge74_g0u1400,32,74,g0u1400,0.005,1400,1e-07,0,0,22.940,1d1879ea74d435b95bacfa03ee6c3260587e457fed6bfb281b917db8ba6dc001
Ge74_g0u1500,32,74,g0u1500,0.005,1500,1e-07,0,0,39.893,a1909013da7a315f8c6b98f68b861088f5ba7c234683485927521ae76c20387b
Ge74_g0u1600,32,74,g0u1600,0.005,1600,1e-07,0,0,41.318,c576e84ae658bed7ecb63cfa619c146dbfbbb73d05f53921bc7876c2b2cdf7dd
Ge74_g0u1700,32,74,g0u1700,0.005,1700,1e-07,0,0,29.574,bb1b87301f23a849c3cd1a054580a77ec4fa56e1c5ef10cf486b39e366d1ef21
Ge74_g0u1800,32,74,g0u1800,0.005,1800,1e-07,0,0,30.690,fdc7a0a3b365662d3172f685890260e7abf98548193bfc976350c4c058c5e7bd
Ge74_g0u1900,32,74,g0u1900,0.005,1900,1e-07,0,0,28.979,6a2b558a055b58a727eaf72561cb702c31411951169296c8f2c3fbbe7afee0f4
Ge74_g0u2000,32,74,g0u2000,0.005,2000,1e-07,0,0,30.532,a5d763b495a50c81051a4f04604bfae4cd303f9c12ce7480c5ecf1cf9817178f
Ge74_g0u2100,32,74,g0u2100,0.005,2100,1e-07,0,0,40.291,d922cc75d46817fe4cd1b56c4e7d91c08077cc8f0e1c9a34c32a0d7a7e3a60ec
