run,Z,A,kind,state,n,l,s,binding_eV,total_eV
Bi206_rsig,83,206,rsig,P10,6,5,0,-541288,1.05059e+08
Bi206_rsig,83,206,rsig,P11,6,5,1,-540172,1.0506e+08
Bi206_rsig,83,206,rsig,Q12,7,6,0,-396903,1.05203e+08
Bi206_rsig,83,206,rsig,Q13,7,6,1,-396403,1.05204e+08
Bi206_rsig,83,206,rsig,R14,8,7,0,-303515,1.05297e+08
Bi206_rsig,83,206,rsig,R15,8,7,1,-303265,1.05297e+08
Bi207_base,83,207,base,K1,1,0,1,-1.07779e+07,9.48226e+07
Bi207_base,83,207,base,L2,2,1,0,-4.92816e+06,1.00672e+08
Bi207_base,83,207,base,L3,2,1,1,-4.7377e+06,1.00863e+08
Bi207_base,83,207,base,M4,3,2,0,-2.2278e+06,1.03373e+08
Bi207_base,83,207,base,M5,3,2,1,-2.18299e+06,1.03418e+08
Bi207_base,83,207,base,N6,4,3,0,-1.23106e+06,1.04369e+08
Bi207_base,83,207,base,N7,4,3,1,-1.22142e+06,1.04379e+08
Bi207_base,83,207,base,O8,5,4,0,-782190,1.04818e+08
Bi207_base,83,207,base,O9,5,4,1,-779274,1.04821e+08
Bi207_base,83,207,base,P10,6,5,0,-541290,1.05059e+08
Bi207_base,83,207,base,P11,6,5,1,-540174,1.0506e+08
Bi207_base,83,207,base,Q12,7,6,0,-396904,1.05204e+08
Bi207_base,83,207,base,Q13,7,6,1,-396404,1.05204e+08
Bi207_base,83,207,base,R14,8,7,0,-303516,1.05297e+08
Bi207_base,83,207,base,R15,8,7,1,-303266,1.05297e+08
Bi207_rsig,83,207,rsig,K1,1,0,1,-1.06843e+07,9.49162e+07
Bi207_rsig,83,207,rsig,L2,2,1,0,-4.91459e+06,1.00686e+08
Bi207_rsig,83,207,rsig,L3,2,1,1,-4.72826e+06,1.00872e+08
Bi207_rsig,83,207,rsig,M4,3,2,0,-2.22753e+06,1.03373e+08
Bi207_rsig,83,207,rsig,M5,3,2,1,-2.18286e+06,1.03418e+08
Bi207_rsig,83,207,rsig,N6,4,3,0,-1.23106e+06,1.04369e+08
Bi207_rsig,83,207,rsig,N7,4,3,1,-1.22142e+06,1.04379e+08
Bi207_rsig,83,207,rsig,O8,5,4,0,-782190,1.04818e+08
Bi207_rsig,83,207,rsig,O9,5,4,1,-779274,1.04821e+08
Bi207_rsig,83,207,rsig,P10,6,5,0,-541290,1.05059e+08
Bi207_rsig,83,207,rsig,P11,6,5,1,-540174,1.0506e+08
Bi207_rsig,83,207,rsig,Q12,7,6,0,-396904,1.05204e+08
Bi207_rsig,83,207,rsig,Q13,7,6,1,-396404,1.05204e+08
Bi207_rsig,83,207,rsig,R14,8,7,0,-303516,1.05297e+08
Bi207_rsig,83,207,rsig,R15,8,7,1,-303266,1.05297e+08
Bi208_base,83,208,base,K1,1,0,1,-1.07733e+07,9.48274e+07
Bi208_base,83,208,base,L2,2,1,0,-4.92752e+06,1.00673e+08
Bi208_base,83,208,base,L3,2,1,1,-4.73725e+06,1.00864e+08
Bi208_base,83,208,base,M4,3,2,0,-2.2278e+06,1.03373e+08
Bi208_base,83,208,base,M5,3,2,1,-2.18299e+06,1.03418e+08
Bi208_base,83,208,base,N6,4,3,0,-1.23106e+06,1.0437e+08
Bi208_base,83,208,base,N7,4,3,1,-1.22143e+06,1.04379e+08
Bi208_base,83,208,base,O8,5,4,0,-782192,1.04819e+08
Bi208_base,83,208,base,O9,5,4,1,-779276,1.04822e+08
Bi208_base,83,208,base,P10,6,5,0,-541291,1.05059e+08
Bi208_base,83,208,base,P11,6,5,1,-540175,1.05061e+08
Bi208_base,83,208,base,Q12,7,6,0,-396905,1.05204e+08
Bi208_base,83,208,base,Q13,7,6,1,-396405,1.05204e+08
Bi208_base,83,208,base,R14,8,7,0,-303517,1.05297e+08
Bi208_base,83,208,base,R15,8,7,1,-303267,1.05298e+08
Bi208_rsig,83,208,rsig,K1,1,0,1,-1.06798e+07,9.49209e+07
Bi208_rsig,83,208,rsig,L2,2,1,0,-4.91394e+06,1.00687e+08
Bi208_rsig,83,208,rsig,L3,2,1,1,-4.72781e+06,1.00873e+08
Bi208_rsig,83,208,rsig,M4,3,2,0,-2.22753e+06,1.03373e+08
Bi208_rsig,83,208,rsig,M5,3,2,1,-2.18286e+06,1.03418e+08
Bi208_rsig,83,208,rsig,N6,4,3,0,-1.23106e+06,1.0437e+08
Bi208_rsig,83,208,rsig,N7,4,3,1,-1.22143e+06,1.04379e+08
Bi208_rsig,83,208,rsig,O8,5,4,0,-782192,1.04819e+08
Bi208_rsig,83,208,rsig,O9,5,4,1,-779276,1.04822e+08
Bi208_rsig,83,208,rsig,P10,6,5,0,-541291,1.05059e+08
Bi208_rsig,83,208,rsig,P11,6,5,1,-540175,1.05061e+08
Bi208_rsig,83,208,rsig,Q12,7,6,0,-396905,1.05204e+08
Bi208_rsig,83,208,rsig,Q13,7,6,1,-396406,1.05204e+08
Bi208_rsig,83,208,rsig,R14,8,7,0,-303517,1.05297e+08
Bi208_rsig,83,208,rsig,R15,8,7,1,-303267,1.05298e+08
Bi209_base,83,209,base,K1,1,0,1,-1.07667e+07,9.48344e+07
Bi209_base,83,209,base,L2,2,1,0,-4.92657e+06,1.00674e+08
Bi209_base,83,209,base,L3,2,1,1,-4.7366e+06,1.00864e+08
Bi209_base,83,209,base,M4,3,2,0,-2.22778e+06,1.03373e+08
Bi209_base,83,209,base,M5,3,2,1,-2.18299e+06,1.03418e+08
Bi209_base,83,209,base,N6,4,3,0,-1.23107e+06,1.0437e+08
Bi209_base,83,209,base,N7,4,3,1,-1.22143e+06,1.0438e+08
Bi209_base,83,209,base,O8,5,4,0,-782194,1.04819e+08
Bi209_base,83,209,base,O9,5,4,1,-779278,1.04822e+08
Bi209_base,83,209,base,P10,6,5,0,-541292,1.0506e+08
Bi209_base,83,209,base,P11,6,5,1,-540177,1.05061e+08
Bi209_base,83,209,base,Q12,7,6,0,-396906,1.05204e+08
Bi209_base,83,209,base,Q13,7,6,1,-396406,1.05205e+08
Bi209_base,83,209,base,R14,8,7,0,-303518,1.05298e+08
Bi209_base,83,209,base,R15,8,7,1,-303267,1.05298e+08
Bi209_rsig,83,209,rsig,K1,1,0,1,-1.06734e+07,9.49276e+07
Bi209_rsig,83,209,rsig,L2,2,1,0,-4.91301e+06,1.00688e+08
Bi209_rsig,83,209,rsig,L3,2,1,1,-4.72716e+06,1.00874e+08
Bi209_rsig,83,209,rsig,M4,3,2,0,-2.22751e+06,1.03374e+08
Bi209_rsig,83,209,rsig,M5,3,2,1,-2.18285e+06,1.03418e+08
Bi209_rsig,83,209,rsig,N6,4,3,0,-1.23107e+06,1.0437e+08
Bi209_rsig,83,209,rsig,N7,4,3,1,-1.22143e+06,1.0438e+08
Bi209_rsig,83,209,rsig,O8,5,4,0,-782194,1.04819e+08
Bi209_rsig,83,209,rsig,O9,5,4,1,-779278,1.04822e+08
Bi209_rsig,83,209,rsig,P10,6,5,0,-541293,1.0506e+08
Bi209_rsig,83,209,rsig,P11,6,5,1,-540177,1.05061e+08
Bi209_rsig,83,209,rsig,Q12,7,6,0,-396906,1.05204e+08
Bi209_rsig,83,209,rsig,Q13,7,6,1,-396407,1.05205e+08
Bi209_rsig,83,209,rsig,R14,8,7,0,-303518,1.05298e+08
Bi209_rsig,83,209,rsig,R15,8,7,1,-303268,1.05298e+08
Bi210_base,83,210,base,K1,1,0,1,-1.07575e+07,9.48439e+07
Bi210_base,83,210,base,L2,2,1,0,-4.92525e+06,1.00676e+08
Bi210_base,83,210,base,L3,2,1,1,-4.73569e+06,1.00866e+08
Bi210_base,83,210,base,M4,3,2,0,-2.22776e+06,1.03374e+08
Bi210_base,83,210,base,M5,3,2,1,-2.18298e+06,1.03418e+08
Bi210_base,83,210,base,N6,4,3,0,-1.23107e+06,1.0437e+08
Bi210_base,83,210,base,N7,4,3,1,-1.22143e+06,1.0438e+08
Bi210_base,83,210,base,O8,5,4,0,-782196,1.04819e+08
Bi210_base,83,210,base,O9,5,4,1,-779280,1.04822e+08
Bi210_base,83,210,base,P10,6,5,0,-541294,1.0506e+08
Bi210_base,83,210,base,P11,6,5,1,-540178,1.05061e+08
Bi210_base,83,210,base,Q12,7,6,0,-396907,1.05204e+08
Bi210_base,83,210,base,Q13,7,6,1,-396408,1.05205e+08
Bi210_base,83,210,base,R14,8,7,0,-303518,1.05298e+08
Bi210_base,83,210,base,R15,8,7,1,-303268,1.05298e+08
Bi210_rsig,83,210,rsig,K1,1,0,1,-1.06646e+07,9.49368e+07
Bi210_rsig,83,210,rsig,L2,2,1,0,-4.91172e+06,1.0069e+08
Bi210_rsig,83,210,rsig,L3,2,1,1,-4.72626e+06,1.00875e+08
Bi210_rsig,83,210,rsig,M4,3,2,0,-2.22749e+06,1.03374e+08
Bi210_rsig,83,210,rsig,M5,3,2,1,-2.18284e+06,1.03418e+08
Bi210_rsig,83,210,rsig,N6,4,3,0,-1.23107e+06,1.0437e+08
Bi210_rsig,83,210,rsig,N7,4,3,1,-1.22143e+06,1.0438e+08
Bi210_rsig,83,210,rsig,O8,5,4,0,-782196,1.04819e+08
Bi210_rsig,83,210,rsig,O9,5,4,1,-779280,1.04822e+08
Bi210_rsig,83,210,rsig,P10,6,5,0,-541294,1.0506e+08
Bi210_rsig,83,210,rsig,P11,6,5,1,-540178,1.05061e+08
Bi210_rsig,83,210,rsig,Q12,7,6,0,-396907,1.05204e+08
Bi210_rsig,83,210,rsig,Q13,7,6,1,-396408,1.05205e+08
Bi210_rsig,83,210,rsig,R14,8,7,0,-303518,1.05298e+08
Bi210_rsig,83,210,rsig,R15,8,7,1,-303268,1.05298e+08
Bi212_base,83,212,base,K1,1,0,1,-1.07379e+07,9.48639e+07
Bi212_base,83,212,base,L2,2,1,0,-4.92244e+06,1.00679e+08
Bi212_base,83,212,base,L3,2,1,1,-4.73375e+06,1.00868e+08
Bi212_base,83,212,base,M4,3,2,0,-2.22772e+06,1.03374e+08
Bi212_base,83,212,base,M5,3,2,1,-2.18296e+06,1.03419e+08
Bi212_base,83,212,base,N6,4,3,0,-1.23108e+06,1.04371e+08
Bi212_base,83,212,base,N7,4,3,1,-1.22144e+06,1.0438e+08
Bi212_base,83,212,base,O8,5,4,0,-782200,1.0482e+08
Bi212_base,83,212,base,O9,5,4,1,-779284,1.04823e+08
Bi212_base,83,212,base,P10,6,5,0,-541297,1.05061e+08
Bi212_base,83,212,base,P11,6,5,1,-540181,1.05062e+08
Bi212_base,83,212,base,Q12,7,6,0,-396909,1.05205e+08
Bi212_base,83,212,base,Q13,7,6,1,-396410,1.05205e+08
Bi212_base,83,212,base,R14,8,7,0,-303520,1.05298e+08
Bi212_base,83,212,base,R15,8,7,1,-303270,1.05299e+08
Bi212_rsig,83,212,rsig,K1,1,0,1,-1.06457e+07,9.49562e+07
Bi212_rsig,83,212,rsig,L2,2,1,0,-4.90896e+06,1.00693e+08
Bi212_rsig,83,212,rsig,L3,2,1,1,-4.72432e+06,1.00878e+08
Bi212_rsig,83,212,rsig,M4,3,2,0,-2.22745e+06,1.03374e+08
Bi212_rsig,83,212,rsig,M5,3,2,1,-2.18283e+06,1.03419e+08
Bi212_rsig,83,212,rsig,N6,4,3,0,-1.23108e+06,1.04371e+08
Bi212_rsig,83,212,rsig,N7,4,3,1,-1.22144e+06,1.0438e+08
Bi212_rsig,83,212,rsig,O8,5,4,0,-782200,1.0482e+08
Bi212_rsig,83,212,rsig,O9,5,4,1,-779284,1.04823e+08
Bi212_rsig,83,212,rsig,P10,6,5,0,-541297,1.05061e+08
Bi212_rsig,83,212,rsig,P11,6,5,1,-540181,1.05062e+08
Bi212_rsig,83,212,rsig,Q12,7,6,0,-396909,1.05205e+08
Bi212_rsig,83,212,rsig,Q13,7,6,1,-396410,1.05205e+08
Bi212_rsig,83,212,rsig,R14,8,7,0,-303520,1.05298e+08
Bi212_rsig,83,212,rsig,R15,8,7,1,-303270,1.05299e+08
Bi213_base,83,213,base,K1,1,0,1,-1.07279e+07,9.48742e+07
Bi213_base,83,213,base,L2,2,1,0,-4.921e+06,1.00681e+08
Bi213_base,83,213,base,L3,2,1,1,-4.73275e+06,1.00869e+08
Bi213_base,83,213,base,M4,3,2,0,-2.2277e+06,1.03374e+08
Bi213_base,83,213,base,M5,3,2,1,-2.18296e+06,1.03419e+08
Bi213_base,83,213,base,N6,4,3,0,-1.23108e+06,1.04371e+08
Bi213_base,83,213,base,N7,4,3,1,-1.22144e+06,1.04381e+08
Bi213_base,83,213,base,O8,5,4,0,-782202,1.0482e+08
Bi213_base,83,213,base,O9,5,4,1,-779286,1.04823e+08
Bi213_base,83,213,base,P10,6,5,0,-541298,1.05061e+08
Bi213_base,83,213,base,P11,6,5,1,-540182,1.05062e+08
Bi213_base,83,213,base,Q12,7,6,0,-396910,1.05205e+08
Bi213_base,83,213,base,Q13,7,6,1,-396411,1.05206e+08
Bi213_base,83,213,base,R14,8,7,0,-303521,1.05299e+08
Bi213_base,83,213,base,R15,8,7,1,-303271,1.05299e+08
Bi213_rsig,83,213,rsig,K1,1,0,1,-1.0636e+07,9.49662e+07
Bi213_rsig,83,213,rsig,L2,2,1,0,-4.90753e+06,1.00695e+08
Bi213_rsig,83,213,rsig,L3,2,1,1,-4.72332e+06,1.00879e+08
Bi213_rsig,83,213,rsig,M4,3,2,0,-2.22742e+06,1.03375e+08
Bi213_rsig,83,213,rsig,M5,3,2,1,-2.18282e+06,1.03419e+08
Bi213_rsig,83,213,rsig,N6,4,3,0,-1.23108e+06,1.04371e+08
Bi213_rsig,83,213,rsig,N7,4,3,1,-1.22144e+06,1.04381e+08
Bi213_rsig,83,213,rsig,O8,5,4,0,-782202,1.0482e+08
Bi213_rsig,83,213,rsig,O9,5,4,1,-779286,1.04823e+08
Bi213_rsig,83,213,rsig,P10,6,5,0,-541298,1.05061e+08
Bi213_rsig,83,213,rsig,P11,6,5,1,-540182,1.05062e+08
Bi213_rsig,83,213,rsig,Q12,7,6,0,-396910,1.05205e+08
Bi213_rsig,83,213,rsig,Q13,7,6,1,-396411,1.05206e+08
Bi213_rsig,83,213,rsig,R14,8,7,0,-303521,1.05299e+08
Bi213_rsig,83,213,rsig,R15,8,7,1,-303271,1.05299e+08
Po192_base,84,192,base,K1,1,0,1,-1.09594e+07,9.46366e+07
Po192_base,84,192,base,L2,2,1,0,-5.04203e+06,1.00554e+08
Po192_base,84,192,base,L3,2,1,1,-4.84591e+06,1.0075e+08
Po192_base,84,192,base,M4,3,2,0,-2.28328e+06,1.03313e+08
Po192_base,84,192,base,M5,3,2,1,-2.23633e+06,1.0336e+08
Po192_base,84,192,base,N6,4,3,0,-1.26131e+06,1.04335e+08
Po192_base,84,192,base,N7,4,3,1,-1.25119e+06,1.04345e+08
Po192_base,84,192,base,O8,5,4,0,-801282,1.04795e+08
Po192_base,84,192,base,O9,5,4,1,-798222,1.04798e+08
Po192_base,84,192,base,P10,6,5,0,-554461,1.05042e+08
Po192_base,84,192,base,P11,6,5,1,-553290,1.05043e+08
Po192_base,84,192,base,Q12,7,6,0,-406545,1.05189e+08
Po192_base,84,192,base,Q13,7,6,1,-406021,1.0519e+08
Po192_base,84,192,base,R14,8,7,0,-310881,1.05285e+08
Po192_base,84,192,base,R15,8,7,1,-310619,1.05285e+08
Po192_rsig,84,192,rsig,K1,1,0,1,-1.09405e+07,9.46555e+07
Po192_rsig,84,192,rsig,L2,2,1,0,-5.03924e+06,1.00557e+08
Po192_rsig,84,192,rsig,L3,2,1,1,-4.84398e+06,1.00752e+08
Po192_rsig,84,192,rsig,M4,3,2,0,-2.28322e+06,1.03313e+08
Po192_rsig,84,192,rsig,M5,3,2,1,-2.2363e+06,1.0336e+08
Po192_rsig,84,192,rsig,N6,4,3,0,-1.26131e+06,1.04335e+08
Po192_rsig,84,192,rsig,N7,4,3,1,-1.25119e+06,1.04345e+08
Po192_rsig,84,192,rsig,O8,5,4,0,-801282,1.04795e+08
Po192_rsig,84,192,rsig,O9,5,4,1,-798222,1.04798e+08
Po192_rsig,84,192,rsig,P10,6,5,0,-554461,1.05042e+08
Po192_rsig,84,192,rsig,P11,6,5,1,-553290,1.05043e+08
Po192_rsig,84,192,rsig,Q12,7,6,0,-406545,1.05189e+08
Po192_rsig,84,192,rsig,Q13,7,6,1,-406021,1.0519e+08
Po192_rsig,84,192,rsig,R14,8,7,0,-310881,1.05285e+08
Po192_rsig,84,192,rsig,R15,8,7,1,-310619,1.05285e+08
Po194_base,84,194,base,K1,1,0,1,-1.0965e+07,9.46316e+07
Po194_base,84,194,base,L2,2,1,0,-5.04288e+06,1.00554e+08
Po194_base,84,194,base,L3,2,1,1,-4.84652e+06,1.0075e+08
Po194_base,84,194,base,M4,3,2,0,-2.28331e+06,1.03313e+08
Po194_base,84,194,base,M5,3,2,1,-2.23635e+06,1.0336e+08
Po194_base,84,194,base,N6,4,3,0,-1.26132e+06,1.04335e+08
Po194_base,84,194,base,N7,4,3,1,-1.2512e+06,1.04345e+08
Po194_base,84,194,base,O8,5,4,0,-801287,1.04795e+08
Po194_base,84,194,base,O9,5,4,1,-798226,1.04798e+08
Po194_base,84,194,base,P10,6,5,0,-554465,1.05042e+08
Po194_base,84,194,base,P11,6,5,1,-553294,1.05043e+08
Po194_base,84,194,base,Q12,7,6,0,-406548,1.0519e+08
Po194_base,84,194,base,Q13,7,6,1,-406024,1.05191e+08
Po194_base,84,194,base,R14,8,7,0,-310883,1.05286e+08
Po194_base,84,194,base,R15,8,7,1,-310621,1.05286e+08
Po194_rsig,84,194,rsig,K1,1,0,1,-1.09461e+07,9.46505e+07
Po194_rsig,84,194,rsig,L2,2,1,0,-5.04009e+06,1.00557e+08
Po194_rsig,84,194,rsig,L3,2,1,1,-4.84458e+06,1.00752e+08
Po194_rsig,84,194,rsig,M4,3,2,0,-2.28325e+06,1.03313e+08
Po194_rsig,84,194,rsig,M5,3,2,1,-2.23632e+06,1.0336e+08
Po194_rsig,84,194,rsig,N6,4,3,0,-1.26132e+06,1.04335e+08
Po194_rsig,84,194,rsig,N7,4,3,1,-1.2512e+06,1.04345e+08
Po194_rsig,84,194,rsig,O8,5,4,0,-801287,1.04795e+08
Po194_rsig,84,194,rsig,O9,5,4,1,-798227,1.04798e+08
Po194_rsig,84,194,rsig,P10,6,5,0,-554465,1.05042e+08
Po194_rsig,84,194,rsig,P11,6,5,1,-553294,1.05043e+08
Po194_rsig,84,194,rsig,Q12,7,6,0,-406548,1.0519e+08
Po194_rsig,84,194,rsig,Q13,7,6,1,-406024,1.05191e+08
Po194_rsig,84,194,rsig,R14,8,7,0,-310883,1.05286e+08
Po194_rsig,84,194,rsig,R15,8,7,1,-310621,1.05286e+08
Po196_base,84,196,base,K1,1,0,1,-1.09684e+07,9.46289e+07
Po196_base,84,196,base,L2,2,1,0,-5.04339e+06,1.00554e+08
Po196_base,84,196,base,L3,2,1,1,-4.84688e+06,1.0075e+08
Po196_base,84,196,base,M4,3,2,0,-2.28333e+06,1.03314e+08
Po196_base,84,196,base,M5,3,2,1,-2.23637e+06,1.03361e+08
Po196_base,84,196,base,N6,4,3,0,-1.26132e+06,1.04336e+08
Po196_base,84,196,base,N7,4,3,1,-1.25121e+06,1.04346e+08
Po196_base,84,196,base,O8,5,4,0,-801292,1.04796e+08
Po196_base,84,196,base,O9,5,4,1,-798231,1.04799e+08
Po196_base,84,196,base,P10,6,5,0,-554468,1.05043e+08
Po196_base,84,196,base,P11,6,5,1,-553297,1.05044e+08
Po196_base,84,196,base,Q12,7,6,0,-406550,1.05191e+08
Po196_base,84,196,base,Q13,7,6,1,-406026,1.05191e+08
Po196_base,84,196,base,R14,8,7,0,-310885,1.05286e+08
Po196_base,84,196,base,R15,8,7,1,-310623,1.05287e+08
Po196_rsig,84,196,rsig,K1,1,0,1,-1.09494e+07,9.46478e+07
Po196_rsig,84,196,rsig,L2,2,1,0,-5.04061e+06,1.00557e+08
Po196_rsig,84,196,rsig,L3,2,1,1,-4.84494e+06,1.00752e+08
Po196_rsig,84,196,rsig,M4,3,2,0,-2.28327e+06,1.03314e+08
Po196_rsig,84,196,rsig,M5,3,2,1,-2.23634e+06,1.03361e+08
Po196_rsig,84,196,rsig,N6,4,3,0,-1.26132e+06,1.04336e+08
Po196_rsig,84,196,rsig,N7,4,3,1,-1.25121e+06,1.04346e+08
Po196_rsig,84,196,rsig,O8,5,4,0,-801292,1.04796e+08
Po196_rsig,84,196,rsig,O9,5,4,1,-798231,1.04799e+08
Po196_rsig,84,196,rsig,P10,6,5,0,-554468,1.05043e+08
Po196_rsig,84,196,rsig,P11,6,5,1,-553297,1.05044e+08
Po196_rsig,84,196,rsig,Q12,7,6,0,-406550,1.05191e+08
Po196_rsig,84,196,rsig,Q13,7,6,1,-406026,1.05191e+08
Po196_rsig,84,196,rsig,R14,8,7,0,-310885,1.05286e+08
Po196_rsig,84,196,rsig,R15,8,7,1,-310623,1.05287e+08
Po198_base,84,198,base,K1,1,0,1,-1.09673e+07,9.46305e+07
Po198_base,84,198,base,L2,2,1,0,-5.04326e+06,1.00555e+08
Po198_base,84,198,base,L3,2,1,1,-4.84679e+06,1.00751e+08
Po198_base,84,198,base,M4,3,2,0,-2.28334e+06,1.03315e+08
Po198_base,84,198,base,M5,3,2,1,-2.23638e+06,1.03361e+08
Po198_base,84,198,base,N6,4,3,0,-1.26133e+06,1.04337e+08
Po198_base,84,198,base,N7,4,3,1,-1.25121e+06,1.04347e+08
Po198_base,84,198,base,O8,5,4,0,-801297,1.04797e+08
Po198_base,84,198,base,O9,5,4,1,-798236,1.048e+08
Po198_base,84,198,base,P10,6,5,0,-554471,1.05043e+08
Po198_base,84,198,base,P11,6,5,1,-553300,1.05045e+08
Po198_base,84,198,base,Q12,7,6,0,-406553,1.05191e+08
Po198_base,84,198,base,Q13,7,6,1,-406029,1.05192e+08
Po198_base,84,198,base,R14,8,7,0,-310887,1.05287e+08
Po198_base,84,198,base,R15,8,7,1,-310624,1.05287e+08
Po198_rsig,84,198,rsig,K1,1,0,1,-1.09484e+07,9.46495e+07
Po198_rsig,84,198,rsig,L2,2,1,0,-5.04047e+06,1.00557e+08
Po198_rsig,84,198,rsig,L3,2,1,1,-4.84486e+06,1.00753e+08
Po198_rsig,84,198,rsig,M4,3,2,0,-2.28328e+06,1.03315e+08
Po198_rsig,84,198,rsig,M5,3,2,1,-2.23635e+06,1.03362e+08
Po198_rsig,84,198,rsig,N6,4,3,0,-1.26133e+06,1.04337e+08
Po198_rsig,84,198,rsig,N7,4,3,1,-1.25121e+06,1.04347e+08
Po198_rsig,84,198,rsig,O8,5,4,0,-801297,1.04797e+08
Po198_rsig,84,198,rsig,O9,5,4,1,-798236,1.048e+08
Po198_rsig,84,198,rsig,P10,6,5,0,-554471,1.05043e+08
Po198_rsig,84,198,rsig,P11,6,5,1,-553300,1.05045e+08
Po198_rsig,84,198,rsig,Q12,7,6,0,-406553,1.05191e+08
Po198_rsig,84,198,rsig,Q13,7,6,1,-406029,1.05192e+08
Po198_rsig,84,198,rsig,R14,8,7,0,-310887,1.05287e+08
Po198_rsig,84,198,rsig,R15,8,7,1,-310624,1.05287e+08
Po200_base,84,200,base,K1,1,0,1,-1.09617e+07,9.46368e+07
Po200_base,84,200,base,L2,2,1,0,-5.04246e+06,1.00556e+08
Po200_base,84,200,base,L3,2,1,1,-4.84624e+06,1.00752e+08
Po200_base,84,200,base,M4,3,2,0,-2.28334e+06,1.03315e+08
Po200_base,84,200,base,M5,3,2,1,-2.23639e+06,1.03362e+08
Po200_base,84,200,base,N6,4,3,0,-1.26134e+06,1.04337e+08
Po200_base,84,200,base,N7,4,3,1,-1.25122e+06,1.04347e+08
Po200_base,84,200,base,O8,5,4,0,-801301,1.04797e+08
Po200_base,84,200,base,O9,5,4,1,-798240,1.048e+08
Po200_base,84,200,base,P10,6,5,0,-554474,1.05044e+08
Po200_base,84,200,base,P11,6,5,1,-553303,1.05045e+08
Po200_base,84,200,base,Q12,7,6,0,-406555,1.05192e+08
Po200_base,84,200,base,Q13,7,6,1,-406031,1.05192e+08
Po200_base,84,200,base,R14,8,7,0,-310889,1.05288e+08
Po200_base,84,200,base,R15,8,7,1,-310626,1.05288e+08
Po200_rsig,84,200,rsig,K1,1,0,1,-1.09428e+07,9.46557e+07
Po200_rsig,84,200,rsig,L2,2,1,0,-5.03967e+06,1.00559e+08
Po200_rsig,84,200,rsig,L3,2,1,1,-4.84431e+06,1.00754e+08
Po200_rsig,84,200,rsig,M4,3,2,0,-2.28328e+06,1.03315e+08
Po200_rsig,84,200,rsig,M5,3,2,1,-2.23636e+06,1.03362e+08
Po200_rsig,84,200,rsig,N6,4,3,0,-1.26134e+06,1.04337e+08
Po200_rsig,84,200,rsig,N7,4,3,1,-1.25122e+06,1.04347e+08
Po200_rsig,84,200,rsig,O8,5,4,0,-801301,1.04797e+08
Po200_rsig,84,200,rsig,O9,5,4,1,-798241,1.048e+08
Po200_rsig,84,200,rsig,P10,6,5,0,-554474,1.05044e+08
Po200_rsig,84,200,rsig,P11,6,5,1,-553303,1.05045e+08
Po200_rsig,84,200,rsig,Q12,7,6,0,-406555,1.05192e+08
Po200_rsig,84,200,rsig,Q13,7,6,1,-406031,1.05192e+08
Po200_rsig,84,200,rsig,R14,8,7,0,-310889,1.05288e+08
Po200_rsig,84,200,rsig,R15,8,7,1,-310626,1.05288e+08
Po202_base,84,202,base,K1,1,0,1,-1.0953e+07,9.4646e+07
Po202_base,84,202,base,L2,2,1,0,-5.04119e+06,1.00558e+08
Po202_base,84,202,base,L3,2,1,1,-4.84538e+06,1.00754e+08
Po202_base,84,202,base,M4,3,2,0,-2.28332e+06,1.03316e+08
Po202_base,84,202,base,M5,3,2,1,-2.23638e+06,1.03363e+08
Po202_base,84,202,base,N6,4,3,0,-1.26135e+06,1.04338e+08
Po202_base,84,202,base,N7,4,3,1,-1.25123e+06,1.04348e+08
Po202_base,84,202,base,O8,5,4,0,-801306,1.04798e+08
Po202_base,84,202,base,O9,5,4,1,-798245,1.04801e+08
Po202_base,84,202,base,P10,6,5,0,-554477,1.05045e+08
Po202_base,84,202,base,P11,6,5,1,-553306,1.05046e+08
Po202_base,84,202,base,Q12,7,6,0,-406557,1.05193e+08
Po202_base,84,202,base,Q13,7,6,1,-406033,1.05193e+08
Po202_base,84,202,base,R14,8,7,0,-310890,1.05288e+08
Po202_base,84,202,base,R15,8,7,1,-310628,1.05288e+08
Po202_rsig,84,202,rsig,K1,1,0,1,-1.09343e+07,9.46648e+07
Po202_rsig,84,202,rsig,L2,2,1,0,-5.03842e+06,1.00561e+08
Po202_rsig,84,202,rsig,L3,2,1,1,-4.84345e+06,1.00756e+08
Po202_rsig,84,202,rsig,M4,3,2,0,-2.28327e+06,1.03316e+08
Po202_rsig,84,202,rsig,M5,3,2,1,-2.23636e+06,1.03363e+08
Po202_rsig,84,202,rsig,N6,4,3,0,-1.26135e+06,1.04338e+08
Po202_rsig,84,202,rsig,N7,4,3,1,-1.25123e+06,1.04348e+08
Po202_rsig,84,202,rsig,O8,5,4,0,-801306,1.04798e+08
Po202_rsig,84,202,rsig,O9,5,4,1,-798245,1.04801e+08
Po202_rsig,84,202,rsig,P10,6,5,0,-554477,1.05045e+08
Po202_rsig,84,202,rsig,P11,6,5,1,-553307,1.05046e+08
Po202_rsig,84,202,rsig,Q12,7,6,0,-406557,1.05193e+08
Po202_rsig,84,202,rsig,Q13,7,6,1,-406033,1.05193e+08
Po202_rsig,84,202,rsig,R14,8,7,0,-310890,1.05288e+08
Po202_rsig,84,202,rsig,R15,8,7,1,-310628,1.05288e+08
Po204_base,84,204,base,K1,1,0,1,-1.09428e+07,9.46569e+07
Po204_base,84,204,base,L2,2,1,0,-5.0397e+06,1.0056e+08
