run,Z,A,kind,line,delta_e_eV,w12_per_s
Ba125_rsig,56,125,rsig,L3-M4,1217286.065354,21400609112371924.000000
Ba125_rsig,56,125,rsig,L3-M5,1226681.164608,130288259254887760.000000
Ba125_rsig,56,125,rsig,M4-N6,441323.842032,26924731567042376.000000
Ba125_rsig,56,125,rsig,M5-N6,431928.742777,1861193790762770.750000
Ba125_rsig,56,125,rsig,M5-N7,433889.420508,28251333327777036.000000
Ba125_rsig,56,125,rsig,N6-O8,201286.120083,8467413290295833.000000
Ba125_rsig,56,125,rsig,N7-O8,199325.442353,308047633757197.187500
Ba125_rsig,56,125,rsig,N7-O9,199922.617029,8701923838432285.000000
Ba125_rsig,56,125,rsig,O8-P10,108683.488071,3299620778766233.000000
Ba125_rsig,56,125,rsig,O9-P10,108086.313395,74143503699963.140625
Ba125_rsig,56,125,rsig,O9-P11,108315.610702,3358675566416753.500000
Ba125_rsig,56,125,rsig,P10-Q12,65329.077072,1491815485201085.250000
Ba125_rsig,56,125,rsig,P11-Q12,65099.779766,22770313861613.609375
Ba125_rsig,56,125,rsig,P11-Q13,65202.615203,1510546183038135.500000
Ba125_rsig,56,125,rsig,Q12-R14,42323.423882,751762549227044.375000
Ba125_rsig,56,125,rsig,Q13-R14,42220.588445,8304384783469.884766
Ba125_rsig,56,125,rsig,Q13-R15,42272.156416,758760931242957.875000
Ba126_base,56,126,base,K1-L2,3929641.629273,709044206875753984.000000
Ba126_base,56,126,base,K1-L3,3995470.599485,732699235916648192.000000
Ba126_base,56,126,base,L2-M4,1283135.540036,114642171652194432.000000
Ba126_base,56,126,base,L3-M4,1217306.569824,21400939815107972.000000
Ba126_base,56,126,base,L3-M5,1226701.783281,130290218150926256.000000
Ba126_base,56,126,base,M4-N6,441327.104863,26924930396593260.000000
Ba126_base,56,126,base,M5-N6,431931.891407,1861207407801599.000000
Ba126_base,56,126,base,M5-N7,433892.583339,28251538754646952.000000
Ba126_base,56,126,base,N6-O8,201287.568922,8467474465672093.000000
Ba126_base,56,126,base,N7-O8,199326.876989,308049860849648.687500
Ba126_base,56,126,base,N7-O9,199924.055971,8701986500130206.000000
Ba126_base,56,126,base,O8-P10,108684.270302,3299644575238374.500000
Ba126_base,56,126,base,O9-P10,108087.091320,74144041688279.718750
Ba126_base,56,126,base,O9-P11,108316.390279,3358700085327177.500000
Ba126_base,56,126,base,P10-Q12,65329.547042,1491826221965919.250000
Ba126_base,56,126,base,P11-Q12,65100.248083,22770478394320.031250
Ba126_base,56,126,base,P11-Q13,65203.084261,1510556910025464.750000
Ba126_base,56,126,base,Q12-R14,42323.728349,751767989039120.000000
Ba126_base,56,126,base,Q13-R14,42220.892171,8304444338782.802734
Ba126_base,56,126,base,Q13-R15,42272.460523,758766429324861.125000
Ba126_rsig,56,126,rsig,K1-L2,3927214.519110,708451542635313152.000000
Ba126_rsig,56,126,rsig,K1-L3,3992995.339474,732112889802520448.000000
Ba126_rsig,56,126,rsig,L2-M4,1283010.562630,114633265873513552.000000
Ba126_rsig,56,126,rsig,L3-M4,1217229.742266,21399784597540516.000000
Ba126_rsig,56,126,rsig,L3-M5,1226624.652309,130283538093813008.000000
Ba126_rsig,56,126,rsig,M4-N6,441326.556736,26924904310079312.000000
Ba126_rsig,56,126,rsig,M5-N6,431931.646693,1861206488774803.250000
Ba126_rsig,56,126,rsig,M5-N7,433892.338373,28251527095006628.000000
Ba126_rsig,56,126,rsig,N6-O8,201287.574415,8467474614998153.000000
Ba126_rsig,56,126,rsig,N7-O8,199326.882735,308049855428249.375000
Ba126_rsig,56,126,rsig,N7-O9,199924.061757,8701986767284437.000000
Ba126_rsig,56,126,rsig,O8-P10,108684.272586,3299644621582528.500000
Ba126_rsig,56,126,rsig,O9-P10,108087.093565,74144040632221.734375
Ba126_rsig,56,126,rsig,O9-P11,108316.392536,3358700161375911.500000
Ba126_rsig,56,126,rsig,P10-Q12,65329.548217,1491826247713814.500000
Ba126_rsig,56,126,rsig,P11-Q12,65100.249246,22770478289310.679688
Ba126_rsig,56,126,rsig,P11-Q13,65203.085415,1510556941205346.250000
Ba126_rsig,56,126,rsig,Q12-R14,42323.729020,751768002685301.375000
Ba126_rsig,56,126,rsig,Q13-R14,42220.892851,8304444322841.527344
Ba126_rsig,56,126,rsig,Q13-R15,42272.461197,758766439440139.750000
Ba127_base,56,127,base,K1-L2,3930478.986136,709246815815576448.000000
Ba127_base,56,127,base,K1-L3,3996324.474678,732899936761532288.000000
Ba127_base,56,127,base,L2-M4,1283186.268119,114645942837690320.000000
Ba127_base,56,127,base,L3-M4,1217340.779578,21401475434994832.000000
Ba127_base,56,127,base,L3-M5,1226736.160909,130293366782484816.000000
Ba127_base,56,127,base,M4-N6,441330.425619,26925131140170436.000000
Ba127_base,56,127,base,M5-N6,431935.044288,1861220991322374.750000
Ba127_base,56,127,base,M5-N7,433895.750287,28251743274829024.000000
Ba127_base,56,127,base,N6-O8,201288.998426,8467534409749005.000000
Ba127_base,56,127,base,N7-O8,199328.292427,308052066644567.562500
Ba127_base,56,127,base,N7-O9,199925.475653,8702047867955221.000000
Ba127_base,56,127,base,O8-P10,108685.042078,3299668150607278.500000
Ba127_base,56,127,base,O9-P10,108087.858852,74144570189362.843750
Ba127_base,56,127,base,O9-P11,108317.159440,3358723713960168.000000
Ba127_base,56,127,base,P10-Q12,65330.010969,1491836792681866.500000
Ba127_base,56,127,base,P11-Q12,65100.710381,22770635481049.871094
Ba127_base,56,127,base,P11-Q13,65203.547289,1510567817315500.000000
Ba127_base,56,127,base,Q12-R14,42324.028714,751773298383577.625000
Ba127_base,56,127,base,Q13-R14,42221.191806,8304503168990.920898
Ba127_base,56,127,base,Q13-R15,42272.760523,758771793749485.250000
Ba127_rsig,56,127,rsig,K1-L2,3928002.580805,708642178240345600.000000
Ba127_rsig,56,127,rsig,K1-L3,3993798.949288,732301705895283840.000000
Ba127_rsig,56,127,rsig,L2-M4,1283058.824937,114636869257750144.000000
Ba127_rsig,56,127,rsig,L3-M4,1217262.456455,21400298103165180.000000
Ba127_rsig,56,127,rsig,L3-M5,1226657.528533,130286559651911824.000000
Ba127_rsig,56,127,rsig,M4-N6,441329.867139,26925105217041236.000000
Ba127_rsig,56,127,rsig,M5-N6,431934.795061,1861220075424744.000000
Ba127_rsig,56,127,rsig,M5-N7,433895.500803,28251731716230364.000000
Ba127_rsig,56,127,rsig,N6-O8,201289.004036,8467535153857548.000000
Ba127_rsig,56,127,rsig,N7-O8,199328.298294,308052060894836.187500
Ba127_rsig,56,127,rsig,N7-O9,199925.481560,8702048752314091.000000
Ba127_rsig,56,127,rsig,O8-P10,108685.044405,3299668199450219.500000
Ba127_rsig,56,127,rsig,O9-P10,108087.861139,74144569126956.359375
Ba127_rsig,56,127,rsig,O9-P11,108317.161740,3358724013560617.500000
Ba127_rsig,56,127,rsig,P10-Q12,65330.012177,1491836817963883.750000
Ba127_rsig,56,127,rsig,P11-Q12,65100.711576,22770640346380.910156
Ba127_rsig,56,127,rsig,P11-Q13,65203.548476,1510567826316940.250000
Ba127_rsig,56,127,rsig,Q12-R14,42324.029373,751773375161318.125000
Ba127_rsig,56,127,rsig,Q13-R14,42221.192473,8304503149961.405273
Ba127_rsig,56,127,rsig,Q13-R15,42272.761185,758771803966888.750000
Ba128_base,56,128,base,K1-L2,3928013.992018,708643201888709632.000000
Ba128_base,56,128,base,K1-L3,3993810.500196,732302911019857152.000000
Ba128_base,56,128,base,L2-M4,1283066.932629,114637618860613968.000000
Ba128_base,56,128,base,L3-M4,1217270.424451,21400439914590048.000000
Ba128_base,56,128,base,L3-M5,1226665.560216,130287418983140272.000000
Ba128_base,56,128,base,M4-N6,441332.945120,26925293265205304.000000
Ba128_base,56,128,base,M5-N6,431937.809355,1861233107661051.750000
Ba128_base,56,128,base,M5-N7,433898.528826,28251930498952472.000000
Ba128_base,56,128,base,N6-O8,201290.409404,8467594547613901.000000
Ba128_base,56,128,base,N7-O8,199329.689934,308054220798668.875000
Ba128_base,56,128,base,N7-O9,199926.877380,8702109588651405.000000
Ba128_base,56,128,base,O8-P10,108685.803001,3299691356469543.000000
Ba128_base,56,128,base,O9-P10,108088.615555,74145087446155.234375
Ba128_base,56,128,base,O9-P11,108317.917760,3358747445033783.000000
Ba128_base,56,128,base,P10-Q12,65330.468002,1491847394427430.750000
Ba128_base,56,128,base,P11-Q12,65101.165797,22770799861713.382812
Ba128_base,56,128,base,P11-Q13,65204.003416,1510578391918689.500000
Ba128_base,56,128,base,Q12-R14,42324.324564,751778562918844.625000
Ba128_base,56,128,base,Q13-R14,42221.486946,8304561293482.694336
Ba128_base,56,128,base,Q13-R15,42273.056018,758777173740421.375000
Ba128_rsig,56,128,rsig,K1-L2,3925685.307210,708074617348386432.000000
Ba128_rsig,56,128,rsig,K1-L3,3991435.603031,731740265083175040.000000
Ba128_rsig,56,128,rsig,L2-M4,1282946.881158,114629068779543152.000000
Ba128_rsig,56,128,rsig,L3-M4,1217196.585337,21399328933179596.000000
Ba128_rsig,56,128,rsig,L3-M5,1226591.429359,130281004821038432.000000
Ba128_rsig,56,128,rsig,M4-N6,441332.417771,26925270310807028.000000
Ba128_rsig,56,128,rsig,M5-N6,431937.573750,1861232306738238.500000
Ba128_rsig,56,128,rsig,M5-N7,433898.292977,28251920489942996.000000
Ba128_rsig,56,128,rsig,N6-O8,201290.414649,8467594695898366.000000
Ba128_rsig,56,128,rsig,N7-O8,199329.695422,308054276586260.187500
Ba128_rsig,56,128,rsig,N7-O9,199926.882905,8702109506329298.000000
Ba128_rsig,56,128,rsig,O8-P10,108685.805283,3299691400599617.500000
Ba128_rsig,56,128,rsig,O9-P10,108088.617800,74145086462390.421875
Ba128_rsig,56,128,rsig,O9-P11,108317.920019,3358747517249348.000000
Ba128_rsig,56,128,rsig,P10-Q12,65330.469053,1491847415113334.000000
Ba128_rsig,56,128,rsig,P11-Q12,65101.166834,22770799710314.757812
Ba128_rsig,56,128,rsig,P11-Q13,65204.004459,1510578421376942.250000
Ba128_rsig,56,128,rsig,Q12-R14,42324.325337,751778639367556.625000
Ba128_rsig,56,128,rsig,Q13-R14,42221.487711,8304561956060.544922
Ba128_rsig,56,128,rsig,Q13-R15,42273.056787,758777183325803.250000
Ba129_base,56,129,base,K1-L2,3928365.031596,708727254629876224.000000
Ba129_base,56,129,base,K1-L3,3994168.418633,732386267944770688.000000
Ba129_base,56,129,base,L2-M4,1283092.439002,114639596320947744.000000
Ba129_base,56,129,base,L3-M4,1217289.051965,21400742435000096.000000
Ba129_base,56,129,base,L3-M5,1226684.293117,130289225630755312.000000
Ba129_base,56,129,base,M4-N6,441336.061590,26925483562540980.000000
Ba129_base,56,129,base,M5-N6,431940.820438,1861246113723187.750000
Ba129_base,56,129,base,M5-N7,433901.553502,28252126746291620.000000
Ba129_base,56,129,base,N6-O8,201291.796501,8467652722587261.000000
Ba129_base,56,129,base,N7-O8,199331.063437,308056337301209.625000
Ba129_base,56,129,base,N7-O9,199928.255006,8702169763869868.000000
Ba129_base,56,129,base,O8-P10,108686.551847,3299714074647045.500000
Ba129_base,56,129,base,O9-P10,108089.360278,74145601015143.968750
Ba129_base,56,129,base,O9-P11,108318.664065,3358770643922821.500000
Ba129_base,56,129,base,P10-Q12,65330.917941,1491857476182129.250000
Ba129_base,56,129,base,P11-Q12,65101.614154,22770954338065.359375
Ba129_base,56,129,base,P11-Q13,65204.452496,1510588786780688.000000
Ba129_base,56,129,base,Q12-R14,42324.615984,751783744548708.875000
Ba129_base,56,129,base,Q13-R14,42221.777642,8304619440979.576172
Ba129_base,56,129,base,Q13-R15,42273.347069,758782414462531.875000
Ba129_rsig,56,129,rsig,K1-L2,3925987.536243,708146700983994240.000000
Ba129_rsig,56,129,rsig,K1-L3,3991743.745120,731811802606626432.000000
Ba129_rsig,56,129,rsig,L2-M4,1282969.897858,114630878105987520.000000
Ba129_rsig,56,129,rsig,L3-M4,1217213.688981,21399609353084496.000000
Ba129_rsig,56,129,rsig,L3-M5,1226608.632393,130282672727136592.000000
Ba129_rsig,56,129,rsig,M4-N6,441335.523432,26925459046929520.000000
Ba129_rsig,56,129,rsig,M5-N6,431940.580020,1861245192748534.750000
Ba129_rsig,56,129,rsig,M5-N7,433901.312835,28252116828178336.000000
Ba129_rsig,56,129,rsig,N6-O8,201291.801848,8467652872674576.000000
Ba129_rsig,56,129,rsig,N7-O8,199331.069033,308056415148657.750000
Ba129_rsig,56,129,rsig,N7-O9,199928.260639,8702170299349725.000000
Ba129_rsig,56,129,rsig,O8-P10,108686.554157,3299714335452440.000000
Ba129_rsig,56,129,rsig,O9-P10,108089.362551,74145600016703.453125
Ba129_rsig,56,129,rsig,O9-P11,108318.666352,3358770718355511.000000
Ba129_rsig,56,129,rsig,P10-Q12,65330.919063,1491857663633074.250000
Ba129_rsig,56,129,rsig,P11-Q12,65101.615261,22770956739711.832031
Ba129_rsig,56,129,rsig,P11-Q13,65204.453596,1510588817645559.500000
Ba129_rsig,56,129,rsig,Q12-R14,42324.616749,751783762133743.500000
Ba129_rsig,56,129,rsig,Q13-R14,42221.778415,8304620095938.703125
Ba129_rsig,56,129,rsig,Q13-R15,42273.347846,758782423418072.000000
Ba130_base,56,130,base,K1-L2,3926677.661538,708313536855333888.000000
Ba130_base,56,130,base,K1-L3,3992447.483092,731977093239731200.000000
Ba130_base,56,130,base,L2-M4,1283012.781265,114634083625964064.000000
Ba130_base,56,130,base,L3-M4,1217242.959710,21400070558478980.000000
Ba130_base,56,130,base,L3-M5,1226638.050016,130285379703397760.000000
Ba130_base,56,130,base,M4-N6,441338.662322,26925648124713736.000000
Ba130_base,56,130,base,M5-N6,431943.572016,1861258048219742.750000
Ba130_base,56,130,base,M5-N7,433904.318215,28252312330238796.000000
Ba130_base,56,130,base,N6-O8,201293.163229,8467710429418427.000000
Ba130_base,56,130,base,N7-O8,199332.417030,308058449736595.375000
Ba130_base,56,130,base,N7-O9,199929.612681,8702229547214017.000000
Ba130_base,56,130,base,O8-P10,108687.289155,3299736396890947.000000
Ba130_base,56,130,base,O9-P10,108090.093504,74146103888025.703125
Ba130_base,56,130,base,O9-P11,108319.398857,3358793462494570.000000
Ba130_base,56,130,base,P10-Q12,65331.360807,1491867749090142.250000
Ba130_base,56,130,base,P11-Q12,65102.055454,22771111350431.523438
Ba130_base,56,130,base,P11-Q13,65204.894484,1510599047096439.000000
Ba130_base,56,130,base,Q12-R14,42324.902837,751788881933836.750000
Ba130_base,56,130,base,Q13-R14,42222.063807,8304676125669.511719
Ba130_base,56,130,base,Q13-R15,42273.633587,758787532651508.625000
Ba130_rsig,56,130,rsig,K1-L2,3924398.582245,707756863226676352.000000
Ba130_rsig,56,130,rsig,K1-L3,3990123.163542,731426224196693248.000000
Ba130_rsig,56,130,rsig,L2-M4,1282895.170997,114625711161561392.000000
Ba130_rsig,56,130,rsig,L3-M4,1217170.589700,21398981715272120.000000
Ba130_rsig,56,130,rsig,L3-M5,1226565.393963,130279092717938656.000000
Ba130_rsig,56,130,rsig,M4-N6,441338.144968,26925626754101316.000000
Ba130_rsig,56,130,rsig,M5-N6,431943.340704,1861257246216384.250000
Ba130_rsig,56,130,rsig,M5-N7,433904.086665,28252300417932240.000000
Ba130_rsig,56,130,rsig,N6-O8,201293.168445,8467710587493844.000000
Ba130_rsig,56,130,rsig,N7-O8,199332.422485,308058505381600.187500
Ba130_rsig,56,130,rsig,N7-O9,199929.618128,8702229449147208.000000
Ba130_rsig,56,130,rsig,O8-P10,108687.291291,3299736714014358.000000
Ba130_rsig,56,130,rsig,O9-P10,108090.095648,74146108023913.671875
Ba130_rsig,56,130,rsig,O9-P11,108319.401015,3358793760302437.000000
Ba130_rsig,56,130,rsig,P10-Q12,65331.361912,1491867765355560.750000
Ba130_rsig,56,130,rsig,P11-Q12,65102.056545,22771111149306.707031
Ba130_rsig,56,130,rsig,P11-Q13,65204.895581,1510599071495749.750000
Ba130_rsig,56,130,rsig,Q12-R14,42324.903433,751788893729730.625000
Ba130_rsig,56,130,rsig,Q13-R14,42222.064397,8304676135952.218750
Ba130_rsig,56,130,rsig,Q13-R15,42273.634180,758787547174993.875000
Ba131_base,56,131,base,K1-L2,3927028.185327,708397311789652480.000000
Ba131_base,56,131,base,K1-L3,3992804.879880,732060304987128448.000000
Ba131_base,56,131,base,L2-M4,1283038.054350,114636040347881408.000000
Ba131_base,56,131,base,L3-M4,1217261.359796,21400367012050600.000000
Ba131_base,56,131,base,L3-M5,1226656.553650,130287150072988576.000000
Ba131_base,56,131,base,M4-N6,441341.687413,26925833187448560.000000
Ba131_base,56,131,base,M5-N6,431946.493559,1861270684937020.250000
Ba131_base,56,131,base,M5-N7,433907.252943,28252501167329024.000000
Ba131_base,56,131,base,N6-O8,201294.508578,8467766806175332.000000
Ba131_base,56,131,base,N7-O8,199333.749194,308060500141735.500000
Ba131_base,56,131,base,N7-O9,199930.948843,8702287247771755.000000
Ba131_base,56,131,base,O8-P10,108688.015416,3299758681002032.000000
Ba131_base,56,131,base,O9-P10,108090.815767,74146602789163.765625
Ba131_base,56,131,base,O9-P11,108320.122654,3358815998342947.000000
Ba131_base,56,131,base,P10-Q12,65331.797271,1491877835022894.250000
Ba131_base,56,131,base,P11-Q12,65102.490384,22771263417191.531250
Ba131_base,56,131,base,P11-Q13,65205.330101,1510609113881865.750000
Ba131_base,56,131,base,Q12-R14,42325.185459,751793940266081.125000
Ba131_base,56,131,base,Q13-R14,42222.345741,8304731456756.584961
Ba131_base,56,131,base,Q13-R15,42273.915865,758792643841768.250000
Ba131_rsig,56,131,rsig,K1-L2,3924700.325601,707828811383171584.000000
Ba131_rsig,56,131,rsig,K1-L3,3990430.814367,731497785814575488.000000
Ba131_rsig,56,131,rsig,L2-M4,1282917.952870,114627489721974608.000000
Ba131_rsig,56,131,rsig,L3-M4,1217187.464105,21399256065823592.000000
Ba131_rsig,56,131,rsig,L3-M5,1226582.365908,130280724326279856.000000
Ba131_rsig,56,131,rsig,M4-N6,441341.159227,26925808540313052.000000
Ba131_rsig,56,131,rsig,M5-N6,431946.257424,1861269763248787.500000
Ba131_rsig,56,131,rsig,M5-N7,433907.016564,28252491177220784.000000
Ba131_rsig,56,131,rsig,N6-O8,201294.513893,8467767562062846.000000
Ba131_rsig,56,131,rsig,N7-O8,199333.754753,308060577876305.187500
Ba131_rsig,56,131,rsig,N7-O9,199930.954395,8702287153797982.000000
Ba131_rsig,56,131,rsig,O8-P10,108688.017600,3299758783864889.500000
Ba131_rsig,56,131,rsig,O9-P10,108090.817959,74146602002704.765625
Ba131_rsig,56,131,rsig,O9-P11,108320.124860,3358816297580558.000000
Ba131_rsig,56,131,rsig,P10-Q12,65331.798391,1491877851766141.500000
Ba131_rsig,56,131,rsig,P11-Q12,65102.491490,22771265704828.511719
Ba131_rsig,56,131,rsig,P11-Q13,65205.331213,1510609303195055.250000
Ba131_rsig,56,131,rsig,Q12-R14,42325.186089,751793953018642.750000
Ba131_rsig,56,131,rsig,Q13-R14,42222.346366,8304731474496.382812
Ba131_rsig,56,131,rsig,Q13-R15,42273.916493,758792659398061.500000
Ba132_base,56,132,base,K1-L2,3925729.236498,708078523910562816.000000
Ba132_base,56,132,base,K1-L3,3991480.068973,731744948241216256.000000
Ba132_base,56,132,base,L2-M4,1282978.136182,114631923043457280.000000
Ba132_base,56,132,base,L3-M4,1217227.303707,21399875931136676.000000
Ba132_base,56,132,base,L3-M5,1226622.393279,130284342805334736.000000
Ba132_base,56,132,base,M4-N6,441344.286796,26925996375753276.000000
Ba132_base,56,132,base,M5-N6,431949.197223,1861282468442035.750000
Ba132_base,56,132,base,M5-N7,433909.969388,28252684089356244.000000
Ba132_base,56,132,base,N6-O8,201295.833933,8467823275448333.000000
Ba132_base,56,132,base,N7-O8,199335.061769,308062607615624.312500
Ba132_base,56,132,base,N7-O9,199932.265371,8702344774724116.000000
Ba132_base,56,132,base,O8-P10,108688.730529,3299780351535100.000000
Ba132_base,56,132,base,O9-P10,108091.526926,74147086394408.859375
Ba132_base,56,132,base,O9-P11,108320.835331,3358838146442181.000000
Ba132_base,56,132,base,P10-Q12,65332.226774,1491887446251380.000000
Ba132_base,56,132,base,P11-Q12,65102.918369,22771412847500.574219
Ba132_base,56,132,base,P11-Q13,65205.758767,1510619197816018.750000
Ba132_base,56,132,base,Q12-R14,42325.463633,751798820400207.500000
Ba132_base,56,132,base,Q13-R14,42222.623235,8304786123442.060547
Ba132_base,56,132,base,Q13-R15,42274.193700,758797640585288.500000
Ba132_rsig,56,132,rsig,K1-L2,3923450.939543,707522018445301376.000000
Ba132_rsig,56,132,rsig,K1-L3,3989156.538282,731194286818053120.000000
Ba132_rsig,56,132,rsig,L2-M4,1282860.481226,114623540080794128.000000
Ba132_rsig,56,132,rsig,L3-M4,1217154.882487,21398790547258880.000000
Ba132_rsig,56,132,rsig,L3-M5,1226549.685740,130278029593767536.000000
Ba132_rsig,56,132,rsig,M4-N6,441343.768734,26925973288928328.000000
Ba132_rsig,56,132,rsig,M5-N6,431948.965481,1861281667238109.500000
Ba132_rsig,56,132,rsig,M5-N7,433909.737406,28252672164504232.000000
Ba132_rsig,56,132,rsig,N6-O8,201295.839181,8467823432983520.000000
Ba132_rsig,56,132,rsig,N7-O8,199335.067256,308062602124557.312500
Ba132_rsig,56,132,rsig,N7-O9,199932.270852,8702345634893220.000000
Ba132_rsig,56,132,rsig,O8-P10,108688.732574,3299780666210123.500000
Ba132_rsig,56,132,rsig,O9-P10,108091.528978,74147085619809.109375
Ba132_rsig,56,132,rsig,O9-P11,108320.837396,3358838222592194.000000
Ba132_rsig,56,132,rsig,P10-Q12,65332.227939,1491887627416183.000000
Ba132_rsig,56,132,rsig,P11-Q12,65102.919521,22771412695814.621094
Ba132_rsig,56,132,rsig,P11-Q13,65205.759925,1510619225025268.750000
Ba132_rsig,56,132,rsig,Q12-R14,42325.464210,751798892007139.625000
Ba132_rsig,56,132,rsig,Q13-R14,42222.623806,8304786099750.037109
Ba132_rsig,56,132,rsig,Q13-R15,42274.194274,758797651801189.625000
Ba133_base,56,133,base,K1-L2,3926564.370528,708280804283978880.000000
Ba133_base,56,133,base,K1-L3,3992331.698029,731945357439559168.000000
Ba133_base,56,133,base,L2-M4,1283028.203279,114635642410651024.000000
Ba133_base,56,133,base,L3-M4,1217260.875778,21400403386573104.000000
Ba133_base,56,133,base,L3-M5,1226656.127952,130287429268939376.000000
Ba133_base,56,133,base,M4-N6,441347.334627,26926179712788308.000000
Ba133_base,56,133,base,M5-N6,431952.082454,1861294944620459.250000
Ba133_base,56,133,base,M5-N7,433912.867465,28252870050916156.000000
Ba133_base,56,133,base,N6-O8,201297.138325,8467877817326088.000000
Ba133_base,56,133,base,N7-O8,199336.353313,308064532101797.812500
Ba133_base,56,133,base,N7-O9,199933.560787,8702401511718492.000000
Ba133_base,56,133,base,O8-P10,108689.434795,3299801765418567.000000
Ba133_base,56,133,base,O9-P10,108092.227321,74147570901529.062500
Ba133_base,56,133,base,O9-P11,108321.537212,3358860007694467.000000
Ba133_base,56,133,base,P10-Q12,65332.650107,1491897200935942.750000
Ba133_base,56,133,base,P11-Q12,65103.340217,22771559934552.140625
Ba133_base,56,133,base,P11-Q13,65206.181280,1510628762648234.000000
Ba133_base,56,133,base,Q12-R14,42325.737672,751803749140070.500000
Ba133_base,56,133,base,Q13-R14,42222.896609,8304839345541.527344
Ba133_base,56,133,base,Q13-R15,42274.467407,758802556587693.750000
Ba133_rsig,56,133,rsig,K1-L2,3924285.358645,707724208392917632.000000
Ba133_rsig,56,133,rsig,K1-L3,3990007.445513,731394555390221952.000000
Ba133_rsig,56,133,rsig,L2-M4,1282910.580249,114627269912220160.000000
Ba133_rsig,56,133,rsig,L3-M4,1217188.493381,21399312541492412.000000
Ba133_rsig,56,133,rsig,L3-M5,1226583.459448,130281130644338272.000000
Ba133_rsig,56,133,rsig,M4-N6,441346.817095,26926156592906668.000000
Ba133_rsig,56,133,rsig,M5-N6,431951.851027,1861294017521328.250000
Ba133_rsig,56,133,rsig,M5-N7,433912.635798,28252859932427816.000000
Ba133_rsig,56,133,rsig,N6-O8,201297.143513,8467877988395588.000000
Ba133_rsig,56,133,rsig,N7-O8,199336.358743,308064610177169.250000
Ba133_rsig,56,133,rsig,N7-O9,199933.566211,8702401427306881.000000
Ba133_rsig,56,133,rsig,O8-P10,108689.436863,3299802071451868.000000
Ba133_rsig,56,133,rsig,O9-P10,108092.229394,74147569905444.781250
Ba133_rsig,56,133,rsig,O9-P11,108321.539298,3358860074791983.500000
Ba133_rsig,56,133,rsig,P10-Q12,65332.651188,1491897223980280.250000
Ba133_rsig,56,133,rsig,P11-Q12,65103.341284,22771559837521.394531
Ba133_rsig,56,133,rsig,P11-Q13,65206.182354,1510628958147847.750000
Ba133_rsig,56,133,rsig,Q12-R14,42325.738402,751803759594347.500000
Ba133_rsig,56,133,rsig,Q13-R14,42222.897332,8304840041799.958984
Ba133_rsig,56,133,rsig,Q13-R15,42274.468134,758802569725155.125000
Ba134_base,56,134,base,K1-L2,3924828.969689,707855369219749248.000000
Ba134_base,56,134,base,K1-L3,3990561.770108,731524578967855232.000000
Ba134_base,56,134,base,L2-M4,1282945.519457,114629908949367280.000000
Ba134_base,56,134,base,L3-M4,1217212.719037,21399697326941504.000000
Ba134_base,56,134,base,L3-M5,1226607.810277,130283395653356816.000000
Ba134_base,56,134,base,M4-N6,441349.749634,26926334008380228.000000
Ba134_base,56,134,base,M5-N6,431954.658394,1861306147088279.250000
Ba134_base,56,134,base,M5-N7,433915.455760,28253042765049352.000000
Ba134_base,56,134,base,N6-O8,201298.425864,8467932547575421.000000
Ba134_base,56,134,base,N7-O8,199337.628498,308066573150617.000000
Ba134_base,56,134,base,N7-O9,199934.839775,8702457235152315.000000
Ba134_base,56,134,base,O8-P10,108690.129282,3299823055148416.500000
Ba134_base,56,134,base,O9-P10,108092.918004,74148044424455.468750
Ba134_base,56,134,base,O9-P11,108322.229370,3358881719345872.000000
Ba134_base,56,134,base,P10-Q12,65333.067191,1491906817473778.000000
Ba134_base,56,134,base,P11-Q12,65103.755825,22771706889277.308594
Ba134_base,56,134,base,P11-Q13,65206.597550,1510638524763391.000000
Ba134_base,56,134,base,Q12-R14,42326.007872,751808503828780.250000
Ba134_base,56,134,base,Q13-R14,42223.166147,8304893302066.515625
Ba134_base,56,134,base,Q13-R15,42274.737277,758807363348738.125000
Ba134_rsig,56,134,rsig,K1-L2,3922551.415567,707299031706500736.000000
Ba134_rsig,56,134,rsig,K1-L3,3988238.988438,730973971985755136.000000
Ba134_rsig,56,134,rsig,L2-M4,1282827.821955,114621525712065200.000000
Ba134_rsig,56,134,rsig,L3-M4,1217140.249084,21398611969470672.000000
Ba134_rsig,56,134,rsig,L3-M5,1226535.053637,130277070925267600.000000
Ba134_rsig,56,134,rsig,M4-N6,441349.230737,26926311885632628.000000
Ba134_rsig,56,134,rsig,M5-N6,431954.426184,1861305346870529.000000
Ba134_rsig,56,134,rsig,M5-N7,433915.223308,28253032665276760.000000
Ba134_rsig,56,134,rsig,N6-O8,201298.431060,8467932680439897.000000
Ba134_rsig,56,134,rsig,N7-O8,199337.633936,308066588947459.937500
Ba134_rsig,56,134,rsig,N7-O9,199934.845250,8702457481545660.000000
Ba134_rsig,56,134,rsig,O8-P10,108690.131402,3299823104484492.000000
Ba134_rsig,56,134,rsig,O9-P10,108092.920087,74148048594612.156250
Ba134_rsig,56,134,rsig,O9-P11,108322.231467,3358881796644517.000000
Ba134_rsig,56,134,rsig,P10-Q12,65333.068374,1491906836903545.500000
Ba134_rsig,56,134,rsig,P11-Q12,65103.756994,22771706747118.515625
Ba134_rsig,56,134,rsig,P11-Q13,65206.598725,1510638552152348.500000
