build,material,element_index,z,atom_density,isotope_n,isotope_abundance,isotope_at_half,count,draws
clean-v11.5.0.beta,zscan-89,0,89,0x1.ed6cfff7c38c4p+60,267,0x1p+0,267,1025530,1048576
clean-v11.5.0.beta,zscan-89,1,2,0x1.ed6cfff7c38c4p+60,4,0x1p+0,4,23046,1048576
clean-v11.5.0.beta,zscan-90,0,90,0x1.e805f78f3631fp+60,270,0x1p+0,270,1025781,1048576
clean-v11.5.0.beta,zscan-90,1,2,0x1.e805f78f3632p+60,4,0x1p+0,4,22795,1048576
clean-v11.5.0.beta,zscan-91,0,91,0x1.e2bce43e2e36fp+60,273,0x1p+0,273,1026026,1048576
clean-v11.5.0.beta,zscan-91,1,2,0x1.e2bce43e2e37p+60,4,0x1p+0,4,22550,1048576
clean-v11.5.0.beta,zscan-92,0,92,0x1.dd90cf8300014p+60,276,0x1p+0,276,1026266,1048576
clean-v11.5.0.beta,zscan-92,1,2,0x1.dd90cf8300015p+60,4,0x1p+0,4,22310,1048576
clean-v11.5.0.beta,zscan-93,0,93,0x1.d880cd4fdbd25p+60,279,0x1p+0,279,1026501,1048576
clean-v11.5.0.beta,zscan-93,1,2,0x1.d880cd4fdbd23p+60,4,0x1p+0,4,22075,1048576
clean-v11.5.0.beta,zscan-94,0,94,0x1.d38bfb7e7628ap+60,282,0x1p+0,282,1026731,1048576
clean-v11.5.0.beta,zscan-94,1,2,0x1.d38bfb7e7628bp+60,4,0x1p+0,4,21845,1048576
clean-v11.5.0.beta,zscan-95,0,95,0x1.ceb1814c6dd89p+60,285,0x1p+0,285,1026956,1048576
clean-v11.5.0.beta,zscan-95,1,2,0x1.ceb1814c6dd89p+60,4,0x1p+0,4,21620,1048576
clean-v11.5.0.beta,zscan-96,0,96,0x1.c9f08edfcee8bp+60,288,0x1p+0,288,1027176,1048576
clean-v11.5.0.beta,zscan-96,1,2,0x1.c9f08edfcee8bp+60,4,0x1p+0,4,21400,1048576
clean-v11.5.0.beta,zscan-97,0,97,0x1.c5485cd31e60bp+60,291,0x1p+0,291,1027393,1048576
clean-v11.5.0.beta,zscan-97,1,2,0x1.c5485cd31e60bp+60,4,0x1p+0,4,21183,1048576
clean-v11.5.0.beta,zscan-98,0,98,0x1.c0b82bc867179p+60,294,0x1p+0,294,1027604,1048576
clean-v11.5.0.beta,zscan-98,1,2,0x1.c0b82bc867179p+60,4,0x1p+0,4,20972,1048576
clean-v11.5.0.beta,zscan-99,0,99,0x1.bc3f4402ca6c6p+60,297,0x1p+0,297,1027812,1048576
clean-v11.5.0.beta,zscan-99,1,2,0x1.bc3f4402ca6c5p+60,4,0x1p+0,4,20764,1048576
clean-v11.5.0.beta,zscan-100,0,100,0x1.b7dcf50621b06p+60,300,0x1p+0,300,1028016,1048576
clean-v11.5.0.beta,zscan-100,1,2,0x1.b7dcf50621b05p+60,4,0x1p+0,4,20560,1048576
